1990-09-14	1614.93
1990-09-21	1543.53
1990-09-28	1491.76
1990-10-05	1551.93
1990-10-12	1575.70
1990-10-19	1644.70
1990-10-26	1618.58
1990-11-02	1634.80
1990-11-09	1572.83
1990-11-16	1612.10
1990-11-23	1640.06
1990-11-30	1605.12
1990-12-07	1690.71
1990-12-14	1635.52
1990-12-21	1563.97
1990-12-28	1517.93
1991-01-04	1547.66
1991-01-11	1494.94
1991-01-18	1560.27
1991-01-25	1563.00
1991-02-01	1578.08
1991-02-08	1622.75
1991-02-15	1670.39
1991-02-22	1716.88
1991-03-01	1746.79
1991-03-08	1828.14
1991-03-15	1800.49
1991-03-22	1772.14
1991-03-28	1816.36
1991-04-05	1851.71
1991-04-12	1821.43
1991-04-19	1791.12
1991-04-26	1774.67
1991-05-03	1832.31
1991-05-10	1850.27
1991-05-17	1826.96
1991-05-24	1804.83
1991-05-31	1861.78
1991-06-07	1852.51
1991-06-14	1858.17
1991-06-21	1806.63
1991-06-28	1747.62
1991-07-05	1723.14
1991-07-12	1754.29
1991-07-19	1763.54
1991-07-26	1767.66
1991-08-02	1766.52
1991-08-09	1783.54
1991-08-14	1820.31
1991-08-23	1833.45
1991-08-30	1864.26
1991-09-06	1860.39
1991-09-13	1876.19
1991-09-20	1885.49
1991-09-27	1883.80
1991-10-04	1851.91
1991-10-11	1833.82
1991-10-18	1864.20
1991-10-25	1834.80
1991-10-31	1856.67
1991-11-08	1857.55
1991-11-15	1863.20
1991-11-22	1741.28
1991-11-29	1739.70
1991-12-06	1685.72
1991-12-13	1688.27
1991-12-20	1648.50
1991-12-27	1720.65
1992-01-03	1770.30
1992-01-10	1837.44
1992-01-17	1859.95
1992-01-24	1849.92
1992-01-31	1875.25
1992-02-07	1861.61
1992-02-14	1865.11
1992-02-21	1962.37
1992-02-28	1983.38
1992-03-06	1966.91
1992-03-13	1947.05
1992-03-20	1919.12
1992-03-27	1923.54
1992-04-03	1942.73
1992-04-10	1974.06
1992-04-16	1978.21
1992-04-24	1984.91
1992-04-30	2031.14
1992-05-07	2063.40
1992-05-15	2023.95
1992-05-22	2045.12
1992-05-29	2033.29
1992-06-05	1981.58
1992-06-12	1928.29
1992-06-19	1913.92
1992-06-26	1915.31
1992-07-03	1883.64
1992-07-10	1859.44
1992-07-17	1801.78
1992-07-24	1734.62
1992-07-31	1754.67
1992-08-07	1777.27
1992-08-14	1753.46
1992-08-21	1744.18
1992-08-28	1687.53
1992-09-04	1778.98
1992-09-11	1801.99
1992-09-18	1882.94
1992-09-25	1843.53
1992-10-02	1683.34
1992-10-09	1657.34
1992-10-16	1664.18
1992-10-23	1766.41
1992-10-30	1742.40
1992-11-06	1793.62
1992-11-13	1796.80
1992-11-20	1724.18
1992-11-27	1749.66
1992-12-04	1781.68
1992-12-11	1758.70
1992-12-18	1760.12
1992-12-24	1854.59
1992-12-31	1857.78
1993-01-08	1852.63
1993-01-15	1827.08
1993-01-22	1820.42
1993-01-29	1772.21
1993-02-05	1908.18
1993-02-12	1911.97
1993-02-19	1937.17
1993-02-26	1983.71
1993-03-05	1995.12
1993-03-12	1965.18
1993-03-19	1962.69
1993-03-26	2025.78
1993-04-02	1990.82
1993-04-08	1986.86
1993-04-16	1986.69
1993-04-23	1916.58
1993-04-30	1939.03
1993-05-07	1878.57
1993-05-14	1851.74
1993-05-19	1836.78
1993-05-28	1888.70
1993-06-04	1859.69
1993-06-11	1920.43
1993-06-18	1910.29
1993-06-25	1960.84
1993-07-02	1941.15
1993-07-09	1985.70
1993-07-16	1974.93
1993-07-23	1995.04
1993-07-30	2085.88
1993-08-06	2149.83
1993-08-13	2148.00
1993-08-20	2128.20
1993-08-27	2183.88
1993-09-03	2156.09
1993-09-10	2108.38
1993-09-17	2099.50
1993-09-24	2092.60
1993-10-01	2116.72
1993-10-08	2156.38
1993-10-15	2139.26
1993-10-22	2231.86
1993-10-29	2181.95
1993-11-05	2081.01
1993-11-12	2096.85
1993-11-19	2145.23
1993-11-26	2120.62
1993-12-03	2188.40
1993-12-10	2198.13
1993-12-17	2196.44
1993-12-24	2251.48
1993-12-31	2268.22
1994-01-07	2307.55
1994-01-14	2262.25
1994-01-21	2243.97
1994-01-28	2313.17
1994-02-04	2329.17
1994-02-11	2275.09
1994-02-18	2251.78
1994-02-25	2198.92
1994-03-04	2178.69
1994-03-11	2174.91
1994-03-18	2221.34
1994-03-25	2136.62
1994-03-31	2081.94
1994-04-08	2114.77
1994-04-15	2159.59
1994-04-22	2135.17
1994-04-29	2165.96
1994-05-06	2158.22
1994-05-13	2187.00
1994-05-20	2155.43
1994-05-27	2050.67
1994-06-03	2041.74
1994-06-10	2020.72
1994-06-17	1935.95
1994-06-24	1907.02
1994-07-01	1872.86
1994-07-08	1920.78
1994-07-13	1974.59
1994-07-22	2041.41
1994-07-29	2074.99
1994-08-05	2107.07
1994-08-12	2006.95
1994-08-19	2001.33
1994-08-26	2062.74
1994-09-02	2020.37
1994-09-09	1948.83
1994-09-16	1924.59
1994-09-23	1927.35
1994-09-30	1879.25
1994-10-07	1856.38
1994-10-14	1933.02
1994-10-21	1842.09
1994-10-28	1905.69
1994-11-04	1931.65
1994-11-10	1948.35
1994-11-18	1926.50
1994-11-25	1945.89
1994-12-02	1982.71
1994-12-09	1936.99
1994-12-16	1924.16
1994-12-23	1949.85
1994-12-30	1881.15
1995-01-06	1886.40
1995-01-13	1853.98
1995-01-20	1813.33
1995-01-27	1814.13
1995-02-03	1842.43
1995-02-10	1869.40
1995-02-17	1822.47
1995-02-24	1805.74
1995-03-03	1795.24
1995-03-10	1743.10
1995-03-17	1788.83
1995-03-24	1817.29
1995-03-31	1859.48
1995-04-07	1900.36
1995-04-13	1881.14
1995-04-21	1928.37
1995-04-28	1918.46
1995-05-05	1927.41
1995-05-12	2017.27
1995-05-19	1965.46
1995-05-26	1919.07
1995-06-02	1971.30
1995-06-09	1897.02
1995-06-16	1904.95
1995-06-23	1895.07
1995-06-30	1858.82
1995-07-07	1950.80
1995-07-13	1948.32
1995-07-21	1908.85
1995-07-28	1932.78
1995-08-04	1957.08
1995-08-11	1946.21
1995-08-18	1971.56
1995-08-25	1937.81
1995-09-01	1881.69
1995-09-08	1854.90
1995-09-15	1879.97
1995-09-22	1790.69
1995-09-29	1788.35
1995-10-06	1809.57
1995-10-13	1817.03
1995-10-20	1740.72
1995-10-27	1742.38
1995-11-03	1832.10
1995-11-10	1839.82
1995-11-17	1890.52
1995-11-24	1890.95
1995-12-01	1820.91
1995-12-08	1856.33
1995-12-15	1859.25
1995-12-22	1873.37
1995-12-29	1871.97
1996-01-05	1917.72
1996-01-12	1907.59
1996-01-19	1964.28
1996-01-26	1966.73
1996-02-02	2022.21
1996-02-09	1960.65
1996-02-16	1952.50
1996-02-23	1976.89
1996-03-01	2017.19
1996-03-08	1975.46
1996-03-15	1950.12
1996-03-22	1974.35
1996-03-29	2044.77
1996-04-04	2074.96
1996-04-12	2074.74
1996-04-19	2092.45
1996-04-26	2138.36
1996-05-03	2115.38
1996-05-10	2114.80
1996-05-17	2136.91
1996-05-24	2117.65
1996-05-31	2110.06
1996-06-07	2101.99
1996-06-14	2111.78
1996-06-21	2084.18
1996-06-28	2123.70
1996-07-05	2098.79
1996-07-12	2050.55
1996-07-19	1992.83
1996-07-26	1962.86
1996-08-02	2023.41
1996-08-09	1989.54
1996-08-14	1979.52
1996-08-23	2020.82
1996-08-30	1970.61
1996-09-06	2004.75
1996-09-13	2080.37
1996-09-20	2079.46
1996-09-27	2107.05
1996-10-04	2152.69
1996-10-11	2147.12
1996-10-18	2185.23
1996-10-25	2162.43
1996-10-31	2140.51
1996-11-08	2205.20
1996-11-15	2240.33
1996-11-22	2255.47
1996-11-29	2315.66
1996-12-06	2240.72
1996-12-13	2203.41
