1990-05-18	2925.89
1990-05-25	3059.50
1990-06-01	3159.17
1990-06-08	3174.33
1990-06-15	3201.52
1990-06-22	3250.44
1990-06-29	3278.24
1990-07-06	3357.61
1990-07-13	3507.16
1990-07-20	3540.43
1990-07-27	3485.80
1990-08-03	3356.95
1990-08-10	3078.97
1990-08-17	3122.64
1990-08-24	2918.01
1990-08-31	3087.50
1990-09-07	3047.91
1990-09-14	3062.04
1990-09-21	2931.86
1990-09-28	2760.82
1990-10-05	2850.45
1990-10-12	2915.26
1990-10-19	2991.95
1990-10-25	3050.88
1990-11-02	2978.92
1990-11-09	2932.92
1990-11-16	3008.66
1990-11-23	3016.06
1990-11-30	2965.06
1990-12-07	3163.69
1990-12-14	3125.69
1990-12-21	3079.67
1990-12-28	3053.73
1991-01-04	3046.61
1991-01-11	3058.37
1991-01-18	3072.17
1991-01-25	3206.36
1991-02-01	3223.49
1991-02-08	3359.09
1991-02-13	3412.66
1991-02-22	3475.34
1991-03-01	3552.37
1991-03-08	3653.19
1991-03-15	3722.39
1991-03-22	3716.15
1991-03-28	3745.97
1991-04-04	3849.15
1991-04-12	3742.00
1991-04-19	3667.40
1991-04-26	3625.80
1991-05-03	3737.88
1991-05-10	3750.20
1991-05-17	3882.84
1991-05-24	3703.98
1991-05-31	3707.01
1991-06-07	3637.77
1991-06-14	3639.15
1991-06-21	3565.14
1991-06-28	3668.64
1991-07-05	3892.71
1991-07-12	3915.17
1991-07-19	4009.35
1991-07-26	4031.29
1991-08-02	4059.40
1991-08-09	4024.01
1991-08-16	4063.28
1991-08-23	4021.02
1991-08-30	3998.26
1991-09-06	3970.91
1991-09-13	3974.12
1991-09-20	3910.34
1991-09-27	3938.72
1991-10-04	4067.69
1991-10-11	4017.98
1991-10-18	4015.91
1991-10-25	3971.90
1991-11-01	4037.82
1991-11-08	4236.64
1991-11-15	4271.34
1991-11-22	4243.07
1991-11-29	4149.80
1991-12-06	4190.04
1991-12-13	4155.48
1991-12-20	4142.61
1991-12-27	4236.20
1992-01-03	4307.13
1992-01-10	4348.92
1992-01-17	4454.89
1992-01-24	4600.08
1992-01-31	4601.78
1992-02-07	4711.37
1992-02-14	4772.32
1992-02-21	4736.47
1992-02-28	4929.06
1992-03-06	4908.90
1992-03-13	5071.19
1992-03-20	5015.81
1992-03-27	5007.58
1992-04-03	4916.70
1992-04-10	4921.11
1992-04-16	5082.69
1992-04-24	5330.17
1992-05-01	5484.21
1992-05-08	5608.19
1992-05-15	5704.50
1992-05-22	5859.68
1992-05-29	6080.15
1992-06-04	6035.80
1992-06-12	5819.07
1992-06-19	5787.60
1992-06-26	6113.10
1992-07-03	6061.85
1992-07-10	5981.36
1992-07-17	6128.06
1992-07-24	5772.76
1992-07-31	5881.13
1992-08-07	5850.93
1992-08-14	5822.59
1992-08-21	5509.39
1992-08-28	5628.60
1992-09-04	5707.51
1992-09-11	5537.29
1992-09-18	5689.32
1992-09-25	5686.16
1992-10-02	5595.44
1992-10-09	5596.71
1992-10-16	5985.33
1992-10-23	6262.54
1992-10-30	6190.69
1992-11-06	6315.01
1992-11-13	6366.56
1992-11-20	5878.18
1992-11-27	5986.67
1992-12-04	5268.10
1992-12-11	5253.18
1992-12-18	5192.66
1992-12-24	5442.01
1992-12-31	5512.39
1993-01-08	5529.56
1993-01-15	5871.80
1993-01-21	5914.39
1993-01-29	5751.40
1993-02-05	5747.21
1993-02-12	5858.15
1993-02-19	6170.09
1993-02-26	6351.99
1993-03-05	6502.81
1993-03-12	6170.40
1993-03-19	6090.68
1993-03-26	6341.25
1993-04-02	6404.44
1993-04-08	6285.67
1993-04-16	6697.15
1993-04-23	6750.94
1993-04-30	6830.51
1993-05-07	6798.34
1993-05-14	7005.29
1993-05-21	7169.96
1993-05-28	7397.91
1993-06-04	7157.49
1993-06-11	7266.74
1993-06-18	7200.75
1993-06-25	7014.08
1993-07-02	7217.93
1993-07-09	7070.61
1993-07-16	6925.22
1993-07-23	6750.33
1993-07-30	6988.96
1993-08-06	7396.77
1993-08-13	7392.25
1993-08-20	7545.36
1993-08-27	7422.98
1993-09-03	7512.13
1993-09-10	7593.45
1993-09-16	7418.11
1993-09-24	7525.05
1993-09-30	7676.22
1993-10-08	8005.56
1993-10-15	8763.98
1993-10-22	8719.32
1993-10-29	9329.09
1993-11-05	8996.93
1993-11-12	9701.25
1993-11-19	9263.94
1993-11-26	9274.42
1993-12-03	9294.35
1993-12-10	10228.11
1993-12-17	10568.86
1993-12-24	11039.84
1993-12-31	11888.39
1994-01-07	11001.48
1994-01-14	10774.25
1994-01-21	11459.37
1994-01-28	11377.83
1994-02-04	12157.57
1994-02-09	11504.03
1994-02-18	10825.88
1994-02-25	10100.25
1994-03-04	9918.19
1994-03-11	9905.66
1994-03-18	9132.31
1994-03-25	9234.21
1994-03-31	9029.91
1994-04-08	9298.22
1994-04-15	9536.06
1994-04-22	9156.85
1994-04-29	8966.07
1994-05-06	8620.27
1994-05-13	9134.72
1994-05-20	9631.63
1994-05-27	9470.13
1994-06-03	9234.27
1994-06-10	9111.16
1994-06-17	9113.96
1994-06-24	8881.00
1994-07-01	8634.37
1994-07-08	8432.96
1994-07-15	9117.02
1994-07-22	9152.99
1994-07-29	9482.81
1994-08-05	9602.21
1994-08-12	9464.56
1994-08-19	9404.44
1994-08-26	9399.08
1994-09-02	9901.56
1994-09-09	10145.02
1994-09-16	9968.52
1994-09-23	9632.47
1994-09-30	9521.24
1994-10-07	9284.88
1994-10-14	9550.93
1994-10-21	9338.59
1994-10-28	9379.47
1994-11-04	9530.40
1994-11-11	9367.85
1994-11-18	9427.44
1994-11-25	8658.83
1994-12-02	8221.57
1994-12-09	7789.07
1994-12-16	8166.39
1994-12-23	8311.88
1994-12-30	8191.04
1995-01-06	7683.25
1995-01-13	7252.34
1995-01-20	7278.10
1995-01-27	7297.12
1995-02-03	7478.92
1995-02-10	8012.82
1995-02-17	8043.01
1995-02-24	8218.95
1995-03-03	8185.15
1995-03-10	7949.39
1995-03-17	8534.71
1995-03-24	8484.66
1995-03-31	8587.72
1995-04-07	8470.28
1995-04-13	8661.99
1995-04-21	8645.39
1995-04-28	8361.03
1995-05-05	8332.17
1995-05-12	9217.83
1995-05-19	9013.32
1995-05-26	9329.18
1995-06-01	9559.74
1995-06-09	9267.62
1995-06-16	9313.95
1995-06-23	9224.36
1995-06-30	9206.54
1995-07-07	9632.25
1995-07-14	9727.96
1995-07-21	9410.23
1995-07-28	9451.69
1995-08-04	9362.83
1995-08-11	9006.93
1995-08-18	8895.82
1995-08-25	9080.39
1995-09-01	9196.47
1995-09-08	9393.21
1995-09-15	9797.40
1995-09-22	9541.87
1995-09-29	9646.34
