1993/07/15	3964.65
1993/07/16	3909.59
1993/07/19	3771.94
1993/07/20	3771.94
1993/07/21	3854.53
1993/07/22	3827.00
1993/07/23	3827.00
1993/07/26	3937.12
1993/07/27	3878.72
1993/07/28	3861.39
1993/07/29	3760.78
1993/07/30	3676.97
1993/08/02	3702.37
1993/08/03	3761.34
1993/08/04	3880.89
1993/08/05	4076.69
1993/08/06	4232.45
1993/08/09	4397.02
1993/08/10	4538.32
1993/08/11	4793.13
1993/08/12	5284.86
1993/08/13	5061.10
1993/08/16	5117.59
1993/08/17	4921.23
1993/08/18	4850.71
1993/08/19	4867.60
1993/08/20	4954.19
1993/08/23	4960.05
1993/08/24	4924.96
1993/08/25	4973.34
1993/08/26	5172.04
1993/08/27	5310.56
1993/08/31	5350.77
1993/09/01	5242.82
1993/09/02	5152.55
1993/09/03	5173.43
1993/09/06	5159.84
1993/09/07	5197.58
1993/09/08	5209.17
1993/09/09	5068.30
1993/09/10	5107.30
1993/09/13	5012.68
1993/09/14	5084.11
1993/09/15	5071.73
1993/09/16	5035.39
1993/09/20	5084.72
1993/09/21	5358.55
1993/09/22	5323.59
1993/09/23	5507.88
1993/09/24	5266.84
1993/09/27	5211.34
1993/09/28	5211.65
1993/09/29	5279.39
1993/09/30	5363.93
1993/10/04	5354.51
1993/10/05	5451.00
1993/10/06	5434.10
1993/10/07	5597.03
1993/10/08	5531.68
1993/10/11	5592.90
1993/10/12	5749.92
1993/10/13	5828.17
1993/10/14	5993.27
1993/10/15	6059.58
1993/10/18	5856.31
1993/10/19	5737.42
1993/10/20	5986.45
1993/10/21	6072.56
1993/10/22	5964.48
1993/10/25	6069.00
1993/10/26	6042.38
1993/10/27	6377.09
1993/10/28	6330.54
1993/10/29	6464.85
1993/11/01	6510.01
1993/11/02	6542.01
1993/11/03	6600.55
1993/11/04	6404.58
1993/11/05	6225.45
1993/11/08	6521.95
1993/11/09	6512.70
1993/11/10	6619.74
1993/11/11	6742.02
1993/11/12	6965.74
1993/11/15	7159.02
1993/11/16	7236.87
1993/11/17	7166.61
1993/11/18	7009.12
1993/11/19	7082.46
1993/11/22	6947.59
1993/11/23	6784.18
1993/11/24	6903.16
1993/11/25	6910.85
1993/11/26	6914.80
1993/11/29	6778.19
1993/11/30	6914.41
1993/12/01	7013.20
1993/12/02	7109.25
1993/12/03	7409.53
1993/12/06	7853.49
1993/12/07	7828.30
1993/12/08	7860.13
1993/12/09	8230.66
1993/12/10	8842.07
1993/12/13	9452.86
1993/12/14	9212.86
1993/12/15	8931.00
1993/12/16	9055.32
1993/12/17	9010.72
1993/12/20	9026.92
1993/12/21	8540.06
1993/12/22	8711.54
1993/12/23	8777.02
1993/12/24	8796.21
1993/12/28	8801.16
1993/12/29	8821.53
1993/12/30	8662.03
1993/12/31	8429.02
1994/01/03	8456.42
1994/01/04	7833.21
1994/01/05	8341.39
1994/01/06	8096.44
1994/01/07	7999.43
1994/01/10	8116.59
1994/01/11	7943.42
1994/01/12	7921.36
1994/01/13	7452.04
1994/01/14	7723.17
1994/01/17	7951.89
1994/01/18	8042.08
1994/01/19	7794.26
1994/01/20	7604.11
1994/01/21	7491.29
1994/01/24	7438.75
1994/01/25	7165.88
1994/01/26	6990.88
1994/01/27	7100.52
1994/01/28	7158.19
1994/01/31	7222.98
1994/02/01	7090.45
1994/02/02	6887.84
1994/02/03	7016.15
1994/02/04	7189.85
1994/02/07	6848.36
1994/02/08	7055.58
1994/02/09	7389.59
1994/02/14	7247.47
1994/02/15	7209.34
1994/02/16	6939.34
1994/02/17	7005.77
1994/02/18	7457.55
1994/02/21	7132.70
1994/02/22	7134.39
1994/02/23	7084.28
1994/02/24	6948.15
1994/02/25	6680.88
1994/02/28	6839.55
1994/03/01	6696.82
1994/03/02	6546.48
1994/03/03	6309.48
1994/03/04	6450.47
1994/03/07	6574.36
1994/03/08	6513.70
1994/03/09	6381.82
1994/03/10	6307.39
1994/03/11	6393.24
1994/03/14	6295.93
1994/03/15	6268.66
1994/03/16	6327.98
1994/03/17	6077.47
1994/03/18	5591.56
1994/03/21	5468.67
1994/03/22	5571.67
1994/03/23	6046.64
1994/03/24	6253.85
1994/03/25	6342.70
1994/03/28	6116.85
1994/03/29	5787.22
1994/03/30	5694.73
1994/03/31	5620.17
1994/04/06	5612.14
1994/04/07	5671.89
1994/04/08	5689.78
1994/04/11	5633.33
1994/04/12	5815.45
1994/04/13	5768.59
1994/04/14	5759.48
1994/04/15	5721.52
1994/04/18	5765.95
1994/04/19	5805.24
1994/04/20	5796.73
1994/04/21	5569.72
1994/04/22	5665.99
1994/04/25	5569.54
1994/04/26	5586.04
1994/04/27	5580.22
1994/04/28	5556.34
1994/04/29	5385.43
1994/05/02	5240.09
1994/05/03	5133.18
1994/05/04	4814.62
1994/05/05	4715.27
1994/05/06	4911.59
1994/05/09	4721.87
1994/05/10	4598.11
1994/05/11	4694.78
1994/05/12	4774.24
1994/05/13	5130.49
1994/05/16	5049.33
1994/05/17	4954.32
1994/05/18	5065.18
1994/05/19	4995.92
1994/05/20	5080.38
1994/05/23	5116.59
1994/05/24	5067.52
1994/05/25	5414.30
1994/05/26	5307.96
1994/05/27	5319.99
1994/05/30	5361.24
1994/05/31	5368.71
1994/06/01	5337.62
1994/06/02	5188.89
1994/06/03	5244.21
1994/06/06	5223.46
1994/06/07	5224.19
1994/06/08	5192.58
1994/06/09	5155.06
1994/06/10	5165.05
1994/06/15	5067.18
1994/06/16	4999.48
1994/06/17	5014.81
1994/06/20	4936.95
1994/06/21	4772.03
1994/06/22	4723.30
1994/06/23	4765.90
1994/06/24	4645.01
1994/06/27	4453.34
1994/06/28	4371.05
1994/06/29	4325.72
1994/06/30	4395.59
1994/07/01	4377.22
1994/07/04	4297.67
1994/07/05	4288.46
1994/07/06	4238.57
1994/07/07	4361.07
1994/07/08	4342.35
1994/07/11	4342.57
1994/07/12	4401.80
1994/07/13	4516.04
1994/07/14	4713.19
1994/07/15	5011.46
1994/07/18	5034.61
1994/07/19	4926.09
1994/07/20	5055.54
1994/07/21	5064.18
1994/07/22	5047.68
1994/07/25	5012.94
1994/07/26	4988.84
1994/07/27	5088.41
1994/07/28	5224.02
1994/07/29	5397.37
1994/08/01	5638.28
1994/08/02	5592.03
1994/08/03	5554.04
1994/08/04	5643.67
1994/08/05	5633.20
1994/08/08	5748.01
1994/08/09	5729.43
1994/08/10	5866.47
1994/08/11	5894.70
1994/08/12	5871.33
1994/08/15	5805.24
1994/08/16	5736.11
1994/08/17	5703.24
1994/08/18	5617.31
1994/08/19	5439.53
1994/08/22	5363.28
1994/08/23	5180.86
1994/08/24	5237.79
1994/08/25	5313.65
1994/08/26	5513.87
1994/08/30	5586.82
1994/08/31	5613.70
1994/09/01	5945.81
1994/09/02	5973.81
1994/09/05	5999.48
1994/09/06	6076.47
1994/09/07	6298.54
1994/09/08	6585.65
1994/09/12	6215.73
1994/09/13	6391.46
1994/09/14	6420.99
1994/09/15	6481.00
1994/09/16	6462.63
1994/09/19	6274.44
1994/09/20	6262.97
1994/09/22	6075.56
1994/09/23	5984.15
1994/09/26	5919.53
1994/09/27	5984.02
1994/09/28	6121.32
1994/09/29	6066.52
1994/09/30	5975.46
1994/10/03	5914.58
1994/10/04	5938.25
1994/10/05	5758.26
1994/10/06	5656.74
1994/10/07	5713.10
1994/10/10	5578.57
1994/10/11	5726.91
1994/10/12	5995.92
1994/10/14	6033.30
1994/10/17	5838.55
1994/10/18	5718.61
1994/10/19	5756.91
1994/10/20	5856.66
1994/10/21	5806.94
1994/10/24	5878.59
1994/10/25	5775.02
1994/10/26	5724.17
1994/10/27	5699.20
1994/10/28	5788.44
1994/10/31	6031.44
1994/11/01	5913.50
1994/11/02	5886.71
1994/11/03	5922.40
1994/11/04	5945.94
1994/11/07	5833.30
1994/11/08	5775.80
1994/11/09	5814.58
1994/11/10	5792.87
1994/11/11	5690.43
1994/11/14	5668.20
1994/11/15	5776.06
1994/11/16	5792.96
1994/11/17	5758.17
1994/11/18	5679.32
1994/11/21	5582.92
1994/11/22	5237.87
1994/11/23	5153.28
1994/11/24	5276.48
1994/11/25	5269.88
1994/11/28	5263.45
1994/11/29	5221.76
1994/11/30	5089.23
1994/12/01	4936.99
1994/12/02	4678.88
1994/12/05	4807.63
1994/12/06	4797.86
1994/12/07	4708.02
1994/12/08	4548.87
1994/12/09	4353.68
1994/12/12	4245.17
1994/12/13	4322.68
1994/12/14	4358.89
1994/12/15	4677.28
1994/12/16	4693.78
1994/12/19	4675.80
1994/12/20	4654.74
1994/12/21	4644.97
1994/12/22	4722.57
1994/12/23	4664.86
1994/12/28	4641.36
1994/12/29	4622.13
1994/12/30	4644.88
1995/01/03	4436.49
1995/01/04	4433.97
1995/01/05	4412.44
1995/01/06	4306.31
1995/01/09	4170.61
1995/01/10	4054.50
1995/01/11	3906.42
1995/01/12	3896.78
1995/01/13	3753.01
1995/01/16	3830.08
1995/01/17	4160.54
1995/01/18	4184.42
1995/01/19	4062.05
1995/01/20	3983.50
1995/01/23	3859.35
1995/01/24	3828.13
1995/01/25	3859.48
1995/01/26	3914.19
1995/01/27	3909.90
1995/01/30	3888.92
1995/02/03	3898.21
1995/02/06	4097.31
1995/02/07	4179.60
1995/02/08	4379.17
1995/02/09	4450.74
1995/02/10	4408.09
1995/02/13	4566.94
1995/02/14	4535.80
1995/02/15	4603.41
1995/02/16	4553.04
1995/02/17	4532.50
1995/02/20	4313.56
1995/02/21	4449.17
1995/02/22	4326.67
1995/02/23	4357.24
1995/02/24	4461.46
1995/02/27	4411.91
1995/02/28	4460.85
1995/03/01	4399.80
1995/03/02	4413.35
1995/03/03	4354.25
1995/03/06	4340.83
1995/03/07	4286.94
1995/03/08	4157.71
1995/03/09	4144.56
1995/03/10	4051.37
1995/03/13	4124.19
1995/03/14	4122.37
1995/03/15	4218.20
1995/03/16	4176.56
1995/03/17	4186.89
1995/03/20	4139.95
1995/03/21	4155.63
1995/03/22	4154.11
1995/03/23	4151.42
1995/03/24	4231.40
1995/03/27	4405.49
1995/03/28	4406.66
1995/03/29	4455.73
1995/03/30	4488.90
1995/03/31	4455.73
1995/04/03	4379.95
1995/04/04	4395.89
1995/04/06	4348.73
1995/04/07	4349.38
1995/04/10	4392.24
1995/04/11	4405.88
1995/04/12	4380.87
1995/04/13	4387.86
1995/04/18	4358.11
1995/04/19	4325.11
1995/04/20	4239.78
1995/04/21	4270.96
1995/04/24	4240.13
1995/04/25	4137.43
1995/04/26	4028.88
1995/04/27	4022.67
1995/04/28	4029.31
1995/05/01	3996.61
1995/05/02	4056.58
1995/05/03	4142.04
1995/05/04	4167.01
1995/05/05	4196.45
1995/05/08	4278.47
1995/05/09	4373.09
1995/05/10	4512.09
1995/05/11	4613.57
1995/05/12	4576.84
1995/05/15	4596.03
1995/05/16	4611.14
1995/05/17	4604.98
1995/05/18	4552.74
1995/05/19	4648.49
1995/05/22	4649.48
1995/05/23	4730.51
1995/05/24	4725.48
1995/05/25	4726.47
1995/05/26	4732.29
1995/05/29	4628.47
1995/05/30	4672.33
1995/05/31	4689.00
1995/06/01	4697.51
1995/06/05	4665.77
1995/06/06	4649.70
1995/06/07	4640.45
1995/06/08	4644.66
1995/06/09	4636.41
1995/06/12	4575.58
1995/06/13	4614.44
1995/06/14	4610.40
1995/06/15	4612.92
1995/06/16	4632.77
1995/06/20	4615.35
1995/06/21	4561.99
1995/06/22	4544.44
1995/06/23	4578.36
1995/06/26	4539.97
1995/06/27	4486.73
1995/06/28	4476.05
1995/06/29	4460.38
1995/06/30	4474.66
1995/07/03	4422.60
1995/07/04	4416.86
1995/07/05	4445.26
1995/07/06	4484.82
1995/07/07	4498.46
1995/07/10	4615.35
1995/07/11	4738.50
1995/07/12	4770.42
1995/07/13	4698.86
1995/07/14	4633.85
1995/07/17	4621.65
1995/07/18	4629.21
1995/07/19	4531.59
1995/07/20	4569.45
1995/07/21	4542.97
1995/07/24	4521.08
1995/07/25	4555.30
1995/07/26	4618.39
1995/07/27	4649.53
1995/07/28	4663.29
1995/07/31	4635.07
1995/08/01	4597.94
1995/08/02	4598.59
1995/08/03	4678.19
1995/08/04	4669.98
1995/08/07	4638.80
1995/08/08	4566.55
1995/08/09	4529.38
1995/08/10	4413.87
1995/08/11	4341.83
1995/08/14	4271.96
1995/08/15	4342.05
1995/08/16	4390.55
1995/08/17	4358.55
1995/08/18	4349.04
1995/08/21	4337.27
1995/08/22	4284.94
1995/08/23	4307.48
1995/08/24	4308.52
1995/08/25	4141.60
1995/08/29	3987.88
1995/08/30	4027.49
1995/08/31	4028.31
1995/09/01	4008.64
1995/09/04	4019.97
1995/09/05	4122.67
1995/09/06	4171.61
1995/09/07	4147.73
1995/09/08	4193.71
1995/09/11	4180.16
1995/09/12	4159.28
1995/09/13	4226.58
1995/09/14	4249.08
1995/09/15	4226.80
1995/09/18	4130.83
1995/09/19	4103.09
1995/09/20	4057.93
1995/09/21	4022.62
1995/09/22	4009.47
1995/09/25	3951.06
1995/09/26	3988.75
1995/09/27	4019.32
1995/09/28	3931.65
1995/09/29	3895.70
1995/10/02	3962.57
1995/10/03	3990.45
1995/10/04	3965.09
1995/10/05	3906.86
1995/10/06	3927.35
1995/10/09	3917.19
1995/10/10	3892.05
1995/10/11	3861.83
1995/10/12	3836.90
1995/10/13	3832.04
1995/10/16	3879.89
1995/10/17	3934.21
1995/10/18	3927.66
1995/10/19	3853.58
1995/10/20	3849.36
1995/10/23	3819.14
1995/10/24	3768.73
1995/10/25	3788.05
1995/10/26	3766.81
1995/10/27	3741.28
1995/10/30	3717.66
1995/10/31	3715.92
1995/11/02	3695.86
1995/11/03	3625.12
1995/11/06	3443.66
1995/11/07	3434.45
1995/11/08	3356.20
1995/11/09	3283.82
1995/11/10	3260.19
1995/11/13	3268.10
1995/11/14	3239.83
1995/11/15	3173.74
1995/11/16	2973.86
1995/11/17	2999.96
1995/11/20	3026.27
1995/11/21	3024.23
1995/11/22	3156.54
1995/11/23	3278.04
1995/11/24	3270.96
1995/11/27	3267.71
1995/11/28	3292.54
1995/11/29	3282.34
1995/11/30	3401.02
1995/12/01	3421.77
1995/12/04	3385.30
1995/12/05	3390.77
1995/12/06	3352.29
1995/12/07	3332.54
1995/12/08	3284.03
1995/12/11	3277.61
1995/12/12	3316.04
1995/12/13	3272.96
1995/12/14	3274.48
1995/12/15	3241.87
1995/12/18	3210.91
1995/12/19	3133.79
1995/12/20	3195.01
1995/12/21	3162.71
1995/12/22	3169.39
1995/12/27	3203.53
1995/12/28	3187.72
1995/12/29	3287.68
1996/01/02	3295.58
1996/01/03	3464.41
