2004/1/2,1011.347
2004/1/5,1060.801
2004/1/6,1075.656
2004/1/7,1086.303
2004/1/8,1102.662
2004/1/9,1081.785
2004/1/12,1116.799
2004/1/13,1102.341
2004/1/14,1079.72
2004/1/15,1073.977
2004/1/16,1083.652
2004/1/29,1100.604
2004/1/30,1067.553
2004/2/2,1091.729
2004/2/3,1102.954
2004/2/4,1128.443
2004/2/5,1127.897
2004/2/6,1122.084
2004/2/9,1134.611
2004/2/10,1120.961
2004/2/11,1110.061
2004/2/12,1094.112
2004/2/13,1096.362
2004/2/16,1123.748
2004/2/17,1123.618
2004/2/18,1129.275
2004/2/19,1122.38
2004/2/20,1124.661
2004/2/23,1093.137
2004/2/24,1093.102
2004/2/25,1070.362
2004/2/26,1079.897
2004/2/27,1088.725
2004/3/1,1094.242
2004/3/2,1093.391
2004/3/3,1072.639
2004/3/4,1078.348
2004/3/5,1071.581
2004/3/8,1057.102
2004/3/9,1061.159
2004/3/10,1091.097
2004/3/11,1095.564
2004/3/12,1099.081
2004/3/15,1131.675
2004/3/16,1135.571
2004/3/17,1135.167
2004/3/18,1111.849
2004/3/19,1129.775
2004/3/22,1134.787
2004/3/23,1121.332
2004/3/24,1115.512
2004/3/25,1115.239
2004/3/26,1112.782
2004/3/29,1101.659
2004/3/30,1101.271
2004/3/31,1108.54
2004/4/1,1123.435
2004/4/2,1127.805
2004/4/5,1118.273
2004/4/6,1123.856
2004/4/7,1117.44
2004/4/8,1112.839
2004/4/9,1088.157
2004/4/12,1080.08
2004/4/13,1072.726
2004/4/14,1065.682
2004/4/15,1055.889
2004/4/16,1071.228
2004/4/19,1054.738
2004/4/20,1052.244
2004/4/21,1043.533
2004/4/22,1050.757
2004/4/23,1034.409
2004/4/26,1038.999
2004/4/27,1031.217
2004/4/28,1029.806
2004/4/29,1016.513
2004/4/30,1025.954
2004/5/10,996.164
2004/5/11,1003.898
2004/5/12,1025.02
2004/5/13,1020.998
2004/5/14,997.947
2004/5/17,981.737
2004/5/18,989.207
2004/5/19,988.922
2004/5/20,985.931
2004/5/21,994.45
2004/5/24,991.847
2004/5/25,978.595
2004/5/26,984.998
2004/5/27,1003.286
2004/5/28,995.637
2004/5/31,1001.194
2004/6/1,1014.174
2004/6/2,1001.687
2004/6/3,986.446
2004/6/4,986.225
2004/6/7,973.22
2004/6/8,954.77
2004/6/9,941.304
2004/6/10,944.254
2004/6/11,942.862
2004/6/14,924.594
2004/6/15,942.679
2004/6/16,947.163
2004/6/17,926.036
2004/6/18,910.187
2004/6/21,909.046
2004/6/22,918.798
2004/6/23,912.853
2004/6/24,906.417
2004/6/25,891.79
2004/6/28,883.755
2004/6/29,901.048
2004/6/30,897.707
2004/7/1,925.001
2004/7/2,926.617
2004/7/5,928.666
2004/7/6,931.883
2004/7/7,923.864
2004/7/8,927.035
2004/7/9,923.202
2004/7/12,904.553
2004/7/13,906.966
2004/7/14,912.191
2004/7/15,925.678
2004/7/16,946.178
2004/7/19,947.424
2004/7/20,939.225
2004/7/21,940.508
2004/7/22,913.138
2004/7/23,915.043
2004/7/26,903.751
2004/7/27,903.321
2004/7/28,906.054
2004/7/29,918.792
2004/7/30,906.265
2004/8/2,900.018
2004/8/3,893.301
2004/8/4,923.019
2004/8/5,909.077
2004/8/6,911.555
2004/8/9,920.755
2004/8/10,926.537
2004/8/11,914.606
2004/8/12,907.827
2004/8/13,907.001
2004/8/16,904.008
2004/8/17,910.86
2004/8/18,911.846
2004/8/19,903.316
2004/8/20,904.827
2004/8/23,889.658
2004/8/24,897.767
2004/8/25,894.368
2004/8/26,892.098
2004/8/27,883.704
2004/8/30,882.046
2004/8/31,895.783
2004/9/1,880.542
2004/9/2,881.567
2004/9/3,879.417
2004/9/6,874.691
2004/9/7,877.773
2004/9/8,864.59
2004/9/9,848.455
2004/9/10,851.969
2004/9/13,834.104
2004/9/14,860.097
2004/9/15,892.769
2004/9/16,903.403
2004/9/17,932.315
2004/9/20,965.109
2004/9/21,955.001
2004/9/22,933.101
2004/9/23,967.323
2004/9/24,951.091
2004/9/27,946.137
2004/9/28,947.773
2004/9/29,936.462
2004/9/30,924.355
2004/10/8,936.008
2004/10/11,923.217
2004/10/12,902.718
2004/10/13,901.97
2004/10/14,876.818
2004/10/15,879.718
2004/10/18,882.663
2004/10/19,884.929
2004/10/20,879.385
2004/10/21,864.307
2004/10/22,878.74
2004/10/25,865.653
2004/10/26,875.855
2004/10/27,884.85
2004/10/28,882.912
2004/10/29,870.79
2004/11/1,862.827
2004/11/2,862.246
2004/11/3,877.53
2004/11/4,860.814
2004/11/5,862.261
2004/11/8,864.34
2004/11/9,864.565
2004/11/10,897.765
2004/11/11,894.112
2004/11/12,898.166
2004/11/15,906.985
2004/11/16,906.734
2004/11/17,896.105
2004/11/18,900.816
2004/11/19,906.991
2004/11/22,905.841
2004/11/23,893.285
2004/11/24,889.118
2004/11/25,890.777
2004/11/26,889.083
2004/11/29,879.258
2004/11/30,879.308
2004/12/1,875.397
2004/12/2,871.125
2004/12/3,871.558
2004/12/6,874.998
2004/12/7,868.292
2004/12/8,868.904
2004/12/9,878.716
2004/12/10,868.427
2004/12/13,865.762
2004/12/14,862.056
2004/12/15,867.604
2004/12/16,866.998
2004/12/17,857.251
2004/12/20,845.678
2004/12/21,845.382
2004/12/22,865.077
2004/12/23,850.7
2004/12/24,851.775
2004/12/27,848.194
2004/12/28,848.63
2004/12/29,843.781
2004/12/30,843.529
2004/12/31,842.728
2005/1/4,827.071
2005/1/5,831.428
2005/1/6,822.499
2005/1/7,823.616
2005/1/10,832.986
2005/1/11,837.861
2005/1/12,837.244
2005/1/13,834.221
2005/1/14,829.042
2005/1/17,811.554
2005/1/18,817.309
2005/1/19,810.989
2005/1/20,805.081
2005/1/21,831.847
2005/1/24,842.414
2005/1/25,841.64
2005/1/26,834.669
2005/1/27,821.705
2005/1/28,820.689
2005/1/31,813.753
2005/2/1,817.872
2005/2/2,860.504
2005/2/3,848.486
2005/2/4,872.884
2005/2/16,875.46
2005/2/17,870.085
2005/2/18,856.212
2005/2/21,874.021
2005/2/22,887.07
2005/2/23,877.914
2005/2/24,877.345
2005/2/25,878.503
2005/2/28,868.886
2005/3/1,866.258
2005/3/2,855.879
2005/3/3,861.688
2005/3/4,859.489
2005/3/7,863.704
2005/3/8,876.344
2005/3/9,869.403
2005/3/10,851.531
2005/3/11,853.898
2005/3/14,857.614
2005/3/15,840.955
2005/3/16,832.823
2005/3/17,826.683
2005/3/18,821.028
2005/3/21,823.129
2005/3/22,808.104
2005/3/23,801.981
2005/3/24,808.18
2005/3/25,806.425
2005/3/28,805.556
2005/3/29,802.739
2005/3/30,790.58
2005/3/31,795.667
2005/4/1,822.91
2005/4/4,808.591
2005/4/5,801.885
2005/4/6,816.879
2005/4/7,824.609
2005/4/8,838.056
2005/4/11,830.908
2005/4/12,818.467
2005/4/13,835.628
2005/4/14,826.005
2005/4/15,817.094
2005/4/18,806.389
2005/4/19,809.361
2005/4/20,798.517
2005/4/21,793.445
2005/4/22,794.819
2005/4/25,790.749
2005/4/26,792.303
2005/4/27,782.432
2005/4/28,793.878
2005/4/29,789.732
2005/5/9,775.321
2005/5/10,779.099
2005/5/11,771.586
2005/5/12,753.875
2005/5/13,757.304
2005/5/16,747.871
2005/5/17,750.711
2005/5/18,752.662
2005/5/19,754.785
2005/5/20,753.071
2005/5/23,737.741
2005/5/24,737.35
2005/5/25,737.538
2005/5/26,728.697
2005/5/27,724.522
2005/5/30,729.067
2005/5/31,730.997
2005/6/1,719.025
2005/6/2,701.373
2005/6/3,700.434
2005/6/6,717.213
2005/6/7,713.62
2005/6/8,772.134
2005/6/9,778.577
2005/6/10,766.663
2005/6/13,759.917
2005/6/14,754.548
2005/6/15,745.216
2005/6/16,757.392
2005/6/17,762.178
2005/6/20,780.291
2005/6/21,770.295
2005/6/22,774.15
2005/6/23,768.331
2005/6/24,772.319
2005/6/27,782.382
2005/6/28,775.634
2005/6/29,772.02
2005/6/30,758.717
2005/7/1,748.046
2005/7/4,747.086
2005/7/5,741.205
2005/7/6,734.768
2005/7/7,735.554
2005/7/8,727.556
2005/7/11,726.905
2005/7/12,753.06
2005/7/13,748.55
2005/7/14,753.639
2005/7/15,748.519
2005/7/18,746.921
2005/7/19,747.485
2005/7/20,753.546
2005/7/21,756.981
2005/7/22,768.724
2005/7/25,764.647
2005/7/26,780.753
2005/7/27,792.489
2005/7/28,789.853
2005/7/29,788.632
2005/8/1,789.996
2005/8/2,797.348
2005/8/3,797.744
2005/8/4,795.145
2005/8/5,812.329
2005/8/8,812.722
2005/8/9,814.611
2005/8/10,822.164
2005/8/11,832.238
2005/8/12,822.329
2005/8/15,839.512
2005/8/16,828.229
2005/8/17,833.838
2005/8/18,814.291
2005/8/19,817.685
2005/8/22,823.083
2005/8/23,818.053
2005/8/24,825.453
2005/8/25,823.576
2005/8/26,822.197
2005/8/29,811.312
2005/8/30,809.063
2005/8/31,816.755
2005/9/1,827.9
2005/9/2,829.463
2005/9/5,829.341
2005/9/6,815.753
2005/9/7,825.118
2005/9/8,827.116
2005/9/9,823.639
2005/9/12,821.978
2005/9/13,829.92
2005/9/14,834.013
2005/9/15,833.509
2005/9/16,830.621
2005/9/19,831.569
2005/9/20,827.266
2005/9/21,811.135
2005/9/22,796.939
2005/9/23,793.163
2005/9/26,793.73
2005/9/27,782.235
2005/9/28,782.998
2005/9/29,792.251
2005/9/30,793.652
2005/10/10,787.748
2005/10/11,796.071
2005/10/12,795.324
2005/10/13,788.361
2005/10/14,777.492
2005/10/17,769.321
2005/10/18,771.448
2005/10/19,769.682
2005/10/20,773.676
2005/10/21,774.058
2005/10/24,771.154
2005/10/25,765.029
2005/10/26,749.125
2005/10/27,751.261
2005/10/28,749.964
2005/10/31,759.239
2005/11/1,757.053
2005/11/2,762.938
2005/11/3,755.777
2005/11/4,758.924
2005/11/7,754.201
2005/11/8,758.322
2005/11/9,756.171
2005/11/10,746.352
2005/11/11,746.45
2005/11/14,743.345
2005/11/15,739.234
2005/11/16,744.138
2005/11/17,743.799
2005/11/18,760.566
2005/11/21,758.555
2005/11/22,747.307
2005/11/23,754.156
2005/11/24,761.662
2005/11/25,766.678
2005/11/28,762.905
2005/11/29,755.293
2005/11/30,759.633
2005/12/1,758.936
2005/12/2,757.021
2005/12/5,751.353
2005/12/6,760.202
2005/12/7,767.543
2005/12/8,765.555
2005/12/9,777.031
2005/12/12,774.709
2005/12/13,773.589
2005/12/14,778.494
2005/12/15,778.233
2005/12/16,782.04
2005/12/19,781.804
2005/12/20,787.234
2005/12/21,783.984
2005/12/22,787.388
2005/12/23,791.441
2005/12/26,795.559
2005/12/27,792.155
2005/12/28,793.54
2005/12/29,801.899
2005/12/30,796.396
2006/1/4,812.597
2006/1/5,827.836
2006/1/6,836.895
2006/1/9,838.292
2006/1/10,838.563
2006/1/11,832.276
2006/1/12,836.579
2006/1/13,831.136
2006/1/16,814.891
2006/1/17,818.355
2006/1/18,835.15
2006/1/19,840.591
2006/1/20,840.376
2006/1/23,840.128
2006/1/24,838.46
2006/1/25,846.989
2006/2/6,861.07
2006/2/7,856.669
2006/2/8,862.575
2006/2/9,850.802
2006/2/10,859.97
2006/2/13,859.598
2006/2/14,862.648
2006/2/15,868.021
2006/2/16,856.05
2006/2/17,857.994
2006/2/20,857.973
2006/2/21,872.565
2006/2/22,870.097
2006/2/23,877.654
2006/2/24,882.777
2006/2/27,887.616
2006/2/28,892.904
2006/3/1,895.626
2006/3/2,876.621
2006/3/3,880.371
2006/3/6,879.33
2006/3/7,861.865
2006/3/8,859.32
2006/3/9,853.381
2006/3/10,857.143
2006/3/13,863.677
2006/3/14,860.874
2006/3/15,868.324
2006/3/16,865.722
2006/3/17,863.267
2006/3/20,875.126
2006/3/21,875.232
2006/3/22,875.823
2006/3/23,875.108
2006/3/24,869.439
2006/3/27,872.557
2006/3/28,874.773
2006/3/29,885.291
2006/3/30,877.781
2006/3/31,878.366
2006/4/3,891.556
2006/4/4,900.84
