1991/8/12,510
1991/8/13,514.4
1991/8/14,517.68
1991/8/15,515.67
1991/8/16,512.47
1991/8/19,497.64
1991/8/20,502.05
1991/8/21,517.97
1991/8/22,518.3
1991/8/23,521.06
1991/8/26,521.38
1991/8/27,521.75
1991/8/28,526.29
1991/8/29,526.39
1991/8/30,525.68
1991/9/3,520.91
1991/9/4,517.92
1991/9/5,516.93
1991/9/6,516.94
1991/9/9,518.07
1991/9/10,511.28
1991/9/11,514.76
1991/9/12,521.13
1991/9/13,516.71
1991/9/16,515.68
1991/9/17,515.17
1991/9/18,518.55
1991/9/19,522.67
1991/9/20,527.19
1991/9/23,524.69
1991/9/24,526.47
1991/9/25,527.82
1991/9/26,526.94
1991/9/27,524.48
1991/9/30,526.88
1991/10/1,528.51
1991/10/2,526.33
1991/10/3,520.51
1991/10/4,520.4
1991/10/7,516.2
1991/10/8,517.25
1991/10/9,513.81
1991/10/10,515.94
1991/10/11,519.05
1991/10/14,525.66
1991/10/15,534.11
1991/10/16,540.94
1991/10/17,536.27
1991/10/18,538.9
1991/10/21,536.96
1991/10/22,537.14
1991/10/23,535.17
1991/10/24,528.75
1991/10/25,525.17
1991/10/28,529.41
1991/10/29,534.51
1991/10/30,541.32
1991/10/31,542.98
1991/11/1,540.93
1991/11/4,537.5
1991/11/5,538.82
1991/11/6,539.48
1991/11/7,545.28
1991/11/8,548.08
1991/11/11,550.71
1991/11/12,555.68
1991/11/13,556.17
1991/11/14,554.84
1991/11/15,531.29
1991/11/18,534.73
1991/11/19,523.47
1991/11/20,526.12
1991/11/21,530.33
1991/11/22,526.46
1991/11/25,522.88
1991/11/26,522.23
1991/11/27,522.78
1991/11/29,523.9
1991/12/2,530.91
1991/12/3,533.34
1991/12/4,535.28
1991/12/5,534.03
1991/12/6,536.3
1991/12/9,535.35
1991/12/10,534.23
1991/12/11,531.64
1991/12/12,536.02
1991/12/13,540.9
1991/12/16,543.73
1991/12/17,539.7
1991/12/18,539.84
1991/12/19,534.53
1991/12/20,535.76
1991/12/23,543.9
1991/12/24,549.56
1991/12/26,559.3
1991/12/27,565.71
1991/12/30,579.75
1991/12/31,586.34
1992/1/2,586.45
1992/1/3,592.65
1992/1/6,597.9
1992/1/7,602.29
1992/1/8,610.32
1992/1/9,619.8
1992/1/10,615.7
1992/1/13,617.63
1992/1/14,625.75
1992/1/15,630.82
1992/1/16,627.34
1992/1/17,626.85
1992/1/20,619.38
1992/1/21,604.87
1992/1/22,620.68
1992/1/23,622.86
1992/1/24,624.68
1992/1/27,621
1992/1/28,621.29
1992/1/29,616.31
1992/1/30,621.37
1992/1/31,620.21
1992/2/3,623.43
1992/2/4,631
1992/2/5,636.97
1992/2/6,637.67
1992/2/7,634.95
1992/2/10,634.13
1992/2/11,633.37
1992/2/12,644.92
1992/2/13,639.1
1992/2/14,636.43
1992/2/18,626.41
1992/2/19,622.41
1992/2/20,632.23
1992/2/21,629.75
1992/2/24,624.93
1992/2/25,621.4
1992/2/26,632.4
1992/2/27,633.95
1992/2/28,633.47
1992/3/2,635.47
1992/3/3,634.25
1992/3/4,630.29
1992/3/5,621.97
1992/3/6,615.95
1992/3/9,615.82
1992/3/10,623.46
1992/3/11,617.14
1992/3/12,615.92
1992/3/13,618.62
1992/3/16,617.94
1992/3/17,623.27
1992/3/18,624.94
1992/3/19,625.96
1992/3/20,624.28
1992/3/23,621.83
1992/3/24,618.68
1992/3/25,619.48
1992/3/26,615.4
1992/3/27,604.67
1992/3/30,602.07
1992/3/31,603.77
1992/4/1,602.09
1992/4/2,593.82
1992/4/3,590.01
1992/4/6,596.29
1992/4/7,581.61
1992/4/8,573.68
1992/4/9,586.75
1992/4/10,584.24
1992/4/13,588.15
1992/4/14,594.81
1992/4/15,600.03
1992/4/16,591.81
1992/4/20,577.2
1992/4/21,575.05
1992/4/22,578.23
1992/4/23,576.05
1992/4/24,572.89
1992/4/27,566.94
1992/4/28,560.33
1992/4/29,569.94
1992/4/30,578.68
1992/5/1,578.14
1992/5/4,583.54
1992/5/5,588.07
1992/5/6,589.36
