1993/7/15,3964.65
1993/7/16,3909.59
1993/7/19,3771.94
1993/7/20,3771.94
1993/7/21,3854.53
1993/7/22,3827
1993/7/23,3827
1993/7/26,3937.12
1993/7/27,3878.72
1993/7/28,3861.39
1993/7/29,3760.78
1993/7/30,3676.97
1993/8/2,3702.37
1993/8/3,3761.34
1993/8/4,3880.89
1993/8/5,4076.69
1993/8/6,4232.45
1993/8/9,4397.02
1993/8/10,4538.32
1993/8/11,4793.13
1993/8/12,5284.86
1993/8/13,5061.1
1993/8/16,5117.59
1993/8/17,4921.23
1993/8/18,4850.71
1993/8/19,4867.6
1993/8/20,4954.19
1993/8/23,4960.05
1993/8/24,4924.96
1993/8/25,4973.34
1993/8/26,5172.04
1993/8/27,5310.56
1993/8/31,5350.77
1993/9/1,5242.82
1993/9/2,5152.55
1993/9/3,5173.43
1993/9/6,5159.84
1993/9/7,5197.58
1993/9/8,5209.17
1993/9/9,5068.3
1993/9/10,5107.3
1993/9/13,5012.68
1993/9/14,5084.11
1993/9/15,5071.73
1993/9/16,5035.39
1993/9/20,5084.72
1993/9/21,5358.55
1993/9/22,5323.59
1993/9/23,5507.88
1993/9/24,5266.84
1993/9/27,5211.34
1993/9/28,5211.65
1993/9/29,5279.39
1993/9/30,5363.93
1993/10/4,5354.51
1993/10/5,5451
1993/10/6,5434.1
1993/10/7,5597.03
1993/10/8,5531.68
1993/10/11,5592.9
1993/10/12,5749.92
1993/10/13,5828.17
1993/10/14,5993.27
1993/10/15,6059.58
1993/10/18,5856.31
1993/10/19,5737.42
1993/10/20,5986.45
1993/10/21,6072.56
1993/10/22,5964.48
1993/10/25,6069
1993/10/26,6042.38
1993/10/27,6377.09
1993/10/28,6330.54
1993/10/29,6464.85
1993/11/1,6510.01
1993/11/2,6542.01
1993/11/3,6600.55
1993/11/4,6404.58
1993/11/5,6225.45
1993/11/8,6521.95
1993/11/9,6512.7
1993/11/10,6619.74
1993/11/11,6742.02
1993/11/12,6965.74
1993/11/15,7159.02
1993/11/16,7236.87
1993/11/17,7166.61
1993/11/18,7009.12
1993/11/19,7082.46
1993/11/22,6947.59
1993/11/23,6784.18
1993/11/24,6903.16
1993/11/25,6910.85
1993/11/26,6914.8
1993/11/29,6778.19
1993/11/30,6914.41
1993/12/1,7013.2
1993/12/2,7109.25
1993/12/3,7409.53
1993/12/6,7853.49
1993/12/7,7828.3
1993/12/8,7860.13
1993/12/9,8230.66
1993/12/10,8842.07
1993/12/13,9452.86
1993/12/14,9212.86
1993/12/15,8931
1993/12/16,9055.32
1993/12/17,9010.72
1993/12/20,9026.92
1993/12/21,8540.06
1993/12/22,8711.54
1993/12/23,8777.02
1993/12/24,8796.21
1993/12/28,8801.16
1993/12/29,8821.53
1993/12/30,8662.03
1993/12/31,8429.02
1994/1/3,8456.42
1994/1/4,7833.21
1994/1/5,8341.39
1994/1/6,8096.44
1994/1/7,7999.43
1994/1/10,8116.59
1994/1/11,7943.42
1994/1/12,7921.36
1994/1/13,7452.04
1994/1/14,7723.17
1994/1/17,7951.89
1994/1/18,8042.08
1994/1/19,7794.26
1994/1/20,7604.11
1994/1/21,7491.29
1994/1/24,7438.75
1994/1/25,7165.88
1994/1/26,6990.88
1994/1/27,7100.52
1994/1/28,7158.19
1994/1/31,7222.98
1994/2/1,7090.45
1994/2/2,6887.84
1994/2/3,7016.15
1994/2/4,7189.85
1994/2/7,6848.36
1994/2/8,7055.58
1994/2/9,7389.59
1994/2/14,7247.47
1994/2/15,7209.34
1994/2/16,6939.34
1994/2/17,7005.77
1994/2/18,7457.55
1994/2/21,7132.7
1994/2/22,7134.39
1994/2/23,7084.28
1994/2/24,6948.15
1994/2/25,6680.88
1994/2/28,6839.55
1994/3/1,6696.82
1994/3/2,6546.48
1994/3/3,6309.48
1994/3/4,6450.47
1994/3/7,6574.36
1994/3/8,6513.7
1994/3/9,6381.82
1994/3/10,6307.39
1994/3/11,6393.24
1994/3/14,6295.93
1994/3/15,6268.66
1994/3/16,6327.98
1994/3/17,6077.47
1994/3/18,5591.56
1994/3/21,5468.67
1994/3/22,5571.67
1994/3/23,6046.64
1994/3/24,6253.85
1994/3/25,6342.7
1994/3/28,6116.85
1994/3/29,5787.22
1994/3/30,5694.73
1994/3/31,5620.17
1994/4/6,5612.14
1994/4/7,5671.89
