code	display_name	date	weight
601766.XSHG	中国中车	2018-09-30	1.333
600030.XSHG	中信证券	2018-09-30	2.805
600999.XSHG	招商证券	2018-09-30	0.668
601186.XSHG	中国铁建	2018-09-30	1.088
601688.XSHG	华泰证券	2018-09-30	1.119
600036.XSHG	招商银行	2018-09-30	6.508
601288.XSHG	农业银行	2018-09-30	3.102
601818.XSHG	光大银行	2018-09-30	1.325
601336.XSHG	新华保险	2018-09-30	0.853
601211.XSHG	国泰君安	2018-09-30	1.225
600606.XSHG	绿地控股	2018-09-30	0.524
601857.XSHG	中国石油	2018-09-30	1.161
600703.XSHG	三安光电	2018-09-30	0.888
601229.XSHG	上海银行	2018-09-30	1.427
601878.XSHG	浙商证券	2018-09-30	0.055
600340.XSHG	华夏幸福	2018-09-30	0.662
600000.XSHG	浦发银行	2018-09-30	2.705
600690.XSHG	青岛海尔	2018-09-30	1.215
600104.XSHG	上汽集团	2018-09-30	2.279
601360.XSHG	三六零	2018-09-30	0.22
601881.XSHG	中国银河	2018-09-30	0.212
601328.XSHG	交通银行	2018-09-30	3.444
600276.XSHG	恒瑞医药	2018-09-30	3.26
600028.XSHG	中国石化	2018-09-30	1.604
600029.XSHG	南方航空	2018-09-30	0.529
600309.XSHG	万华化学	2018-09-30	1.804
600048.XSHG	保利地产	2018-09-30	1.949
601988.XSHG	中国银行	2018-09-30	1.669
601989.XSHG	中国重工	2018-09-30	0.843
601668.XSHG	中国建筑	2018-09-30	2.529
600585.XSHG	海螺水泥	2018-09-30	1.656
601390.XSHG	中国中铁	2018-09-30	0.895
600050.XSHG	中国联通	2018-09-30	1.165
601398.XSHG	工商银行	2018-09-30	2.617
600958.XSHG	东方证券	2018-09-30	0.701
600887.XSHG	伊利股份	2018-09-30	3.281
603993.XSHG	洛阳钼业	2018-09-30	0.241
600519.XSHG	贵州茅台	2018-09-30	7.387
601006.XSHG	大秦铁路	2018-09-30	1.145
601628.XSHG	中国人寿	2018-09-30	0.821
601169.XSHG	北京银行	2018-09-30	1.924
600547.XSHG	山东黄金	2018-09-30	0.374
601800.XSHG	中国交建	2018-09-30	0.427
600016.XSHG	民生银行	2018-09-30	3.777
601318.XSHG	中国平安	2018-09-30	15.216
600019.XSHG	宝钢股份	2018-09-30	1.565
601088.XSHG	中国神华	2018-09-30	0.816
601601.XSHG	中国太保	2018-09-30	2.297
601166.XSHG	兴业银行	2018-09-30	4.192
600111.XSHG	北方稀土	2018-09-30	0.498
