code	display_name	date	weight
000828.XSHE	东莞控股	2018-09-30	0.6
600312.XSHG	平高电气	2018-09-30	0.725
000625.XSHE	长安汽车	2018-09-30	0.769
000550.XSHE	江铃汽车	2018-09-30	0.72
002372.XSHE	伟星新材	2018-09-30	1.805
601877.XSHG	正泰电器	2018-09-30	1.194
600897.XSHG	厦门空港	2018-09-30	0.897
600894.XSHG	广日股份	2018-09-30	0.79
002478.XSHE	常宝股份	2018-09-30	1.239
600004.XSHG	白云机场	2018-09-30	0.663
600000.XSHG	浦发银行	2018-09-30	0.562
600642.XSHG	申能股份	2018-09-30	1.027
600066.XSHG	宇通客车	2018-09-30	1.305
002206.XSHE	海利得	2018-09-30	0.649
000429.XSHE	粤高速A	2018-09-30	1.03
000488.XSHE	晨鸣纸业	2018-09-30	0.778
601988.XSHG	中国银行	2018-09-30	1.46
600660.XSHG	福耀玻璃	2018-09-30	1.349
600999.XSHG	招商证券	2018-09-30	0.395
601398.XSHG	工商银行	2018-09-30	1.555
600153.XSHG	建发股份	2018-09-30	0.535
000027.XSHE	深圳能源	2018-09-30	0.706
600398.XSHG	海澜之家	2018-09-30	1.427
600795.XSHG	国电电力	2018-09-30	0.881
600011.XSHG	华能国际	2018-09-30	1.862
000157.XSHE	中联重科	2018-09-30	0.998
600016.XSHG	民生银行	2018-09-30	0.986
600015.XSHG	华夏银行	2018-09-30	0.723
600019.XSHG	宝钢股份	2018-09-30	0.648
600018.XSHG	上港集团	2018-09-30	0.685
000402.XSHE	金融街	2018-09-30	0.783
000726.XSHE	鲁泰A	2018-09-30	1.247
601998.XSHG	中信银行	2018-09-30	1.066
600376.XSHG	首开股份	2018-09-30	0.611
002543.XSHE	万和电气	2018-09-30	0.942
000600.XSHE	建投能源	2018-09-30	0.95
000333.XSHE	美的集团	2018-09-30	0.882
600383.XSHG	金地集团	2018-09-30	1.164
600900.XSHG	长江电力	2018-09-30	1.398
600012.XSHG	皖通高速	2018-09-30	0.232
000783.XSHE	长江证券	2018-09-30	0.459
600704.XSHG	物产中大	2018-09-30	0.75
601158.XSHG	重庆水务	2018-09-30	1.023
600578.XSHG	京能电力	2018-09-30	1.243
600269.XSHG	赣粤高速	2018-09-30	0.786
600048.XSHG	保利地产	2018-09-30	1.096
603001.XSHG	奥康国际	2018-09-30	0.806
601009.XSHG	南京银行	2018-09-30	0.834
600674.XSHG	川投能源	2018-09-30	0.859
000012.XSHE	南玻A	2018-09-30	0.334
601006.XSHG	大秦铁路	2018-09-30	1.567
601088.XSHG	中国神华	2018-09-30	2.5
600563.XSHG	法拉电子	2018-09-30	0.877
601166.XSHG	兴业银行	2018-09-30	1.118
600197.XSHG	伊力特	2018-09-30	0.677
002083.XSHE	孚日股份	2018-09-30	0.992
002001.XSHE	新和成	2018-09-30	0.466
601939.XSHG	建设银行	2018-09-30	1.878
000858.XSHE	五粮液	2018-09-30	0.736
600028.XSHG	中国石化	2018-09-30	1.449
600183.XSHG	生益科技	2018-09-30	1.081
600023.XSHG	浙能电力	2018-09-30	1.342
600020.XSHG	中原高速	2018-09-30	0.594
600021.XSHG	上海电力	2018-09-30	0.563
600027.XSHG	华电国际	2018-09-30	1.281
600583.XSHG	海油工程	2018-09-30	0.791
600585.XSHG	海螺水泥	2018-09-30	1.014
000776.XSHE	广发证券	2018-09-30	0.889
000338.XSHE	潍柴动力	2018-09-30	1.034
601668.XSHG	中国建筑	2018-09-30	0.76
600350.XSHG	山东高速	2018-09-30	0.717
002202.XSHE	金风科技	2018-09-30	0.484
600177.XSHG	雅戈尔	2018-09-30	1.213
600033.XSHG	福建高速	2018-09-30	0.926
601688.XSHG	华泰证券	2018-09-30	0.728
600036.XSHG	招商银行	2018-09-30	1.242
002146.XSHE	荣盛发展	2018-09-30	1.188
600835.XSHG	上海机电	2018-09-30	0.336
002142.XSHE	宁波银行	2018-09-30	0.799
000543.XSHE	皖能电力	2018-09-30	0.717
002419.XSHE	天虹股份	2018-09-30	1.344
601818.XSHG	光大银行	2018-09-30	1.11
601288.XSHG	农业银行	2018-09-30	1.688
600743.XSHG	华远地产	2018-09-30	0.392
600741.XSHG	华域汽车	2018-09-30	1.444
600104.XSHG	上汽集团	2018-09-30	2.011
000876.XSHE	新希望	2018-09-30	1.298
601328.XSHG	交通银行	2018-09-30	1.374
600325.XSHG	华发股份	2018-09-30	1.132
000651.XSHE	格力电器	2018-09-30	1.991
002304.XSHE	洋河股份	2018-09-30	0.939
000895.XSHE	双汇发展	2018-09-30	2.446
000568.XSHE	泸州老窖	2018-09-30	0.6
000899.XSHE	赣能股份	2018-09-30	0.993
600886.XSHG	国投电力	2018-09-30	1.127
600887.XSHG	伊利股份	2018-09-30	0.805
000002.XSHE	万科A	2018-09-30	0.915
603328.XSHG	依顿电子	2018-09-30	0.785
601333.XSHG	广深铁路	2018-09-30	0.441
601601.XSHG	中国太保	2018-09-30	0.779
