code	display_name	date	weight
000006.XSHE	深振业A	2020-07-11	0.137
000011.XSHE	深物业A	2020-07-11	0.072
000016.XSHE	深康佳A	2020-07-11	0.161
000019.XSHE	深粮控股	2020-07-11	0.057
000030.XSHE	富奥股份	2020-07-11	0.096
000034.XSHE	神州数码	2020-07-11	0.204
000035.XSHE	中国天楹	2020-07-11	0.192
000036.XSHE	华联控股	2020-07-11	0.098
000038.XSHE	深大通	2020-07-11	0.054
000040.XSHE	东旭蓝天	2020-07-11	0.065
000049.XSHE	德赛电池	2020-07-11	0.13
000056.XSHE	皇庭国际	2020-07-11	0.031
000058.XSHE	深赛格	2020-07-11	0.05
000059.XSHE	华锦股份	2020-07-11	0.093
000065.XSHE	北方国际	2020-07-11	0.048
000070.XSHE	特发信息	2020-07-11	0.119
000088.XSHE	盐田港	2020-07-11	0.098
000150.XSHE	宜华健康	2020-07-11	0.04
000155.XSHE	川能动力	2020-07-11	0.08
000403.XSHE	双林生物	2020-07-11	0.217
000429.XSHE	粤高速A	2020-07-11	0.13
000498.XSHE	山东路桥	2020-07-11	0.046
000503.XSHE	国新健康	2020-07-11	0.171
000507.XSHE	珠海港	2020-07-11	0.073
000514.XSHE	渝开发	2020-07-11	0.028
000516.XSHE	国际医学	2020-07-11	0.136
000517.XSHE	荣安地产	2020-07-11	0.033
000520.XSHE	长航凤凰	2020-07-11	0.055
000525.XSHE	红太阳	2020-07-11	0.049
000532.XSHE	华金资本	2020-07-11	0.053
000540.XSHE	中天金融	2020-07-11	0.289
000544.XSHE	中原环保	2020-07-11	0.054
000546.XSHE	金圆股份	2020-07-11	0.108
000550.XSHE	江铃汽车	2020-07-11	0.055
000555.XSHE	神州信息	2020-07-11	0.159
000557.XSHE	西部创业	2020-07-11	0.065
000560.XSHE	我爱我家	2020-07-11	0.097
000561.XSHE	烽火电子	2020-07-11	0.046
000567.XSHE	海德股份	2020-07-11	0.053
000576.XSHE	广东甘化	2020-07-11	0.041
000582.XSHE	北部湾港	2020-07-11	0.15
000584.XSHE	哈工智能	2020-07-11	0.051
000591.XSHE	太阳能	2020-07-11	0.152
000592.XSHE	平潭发展	2020-07-11	0.085
000597.XSHE	东北制药	2020-07-11	0.075
000601.XSHE	韶能股份	2020-07-11	0.073
000603.XSHE	盛达资源	2020-07-11	0.087
000615.XSHE	京汉股份	2020-07-11	0.05
000620.XSHE	新华联	2020-07-11	0.051
000626.XSHE	远大控股	2020-07-11	0.028
000639.XSHE	西王食品	2020-07-11	0.064
000650.XSHE	仁和药业	2020-07-11	0.111
000652.XSHE	泰达股份	2020-07-11	0.138
000657.XSHE	中钨高新	2020-07-11	0.045
