code	display_name	date	weight
600000.XSHG	浦发银行	2020-07-11	0.885
600004.XSHG	白云机场	2020-07-11	0.09
600006.XSHG	东风汽车	2020-07-11	0.023
600007.XSHG	中国国贸	2020-07-11	0.038
600008.XSHG	首创股份	2020-07-11	0.049
600009.XSHG	上海机场	2020-07-11	0.396
600010.XSHG	包钢股份	2020-07-11	0.14
600011.XSHG	华能国际	2020-07-11	0.132
600012.XSHG	皖通高速	2020-07-11	0.017
600015.XSHG	华夏银行	2020-07-11	0.269
600016.XSHG	民生银行	2020-07-11	0.573
600019.XSHG	宝钢股份	2020-07-11	0.29
600020.XSHG	中原高速	2020-07-11	0.023
600021.XSHG	上海电力	2020-07-11	0.055
600026.XSHG	中远海能	2020-07-11	0.064
600028.XSHG	中国石化	2020-07-11	1.065
600029.XSHG	南方航空	2020-07-11	0.163
600030.XSHG	中信证券	2020-07-11	0.732
600031.XSHG	三一重工	2020-07-11	0.451
600033.XSHG	福建高速	2020-07-11	0.021
600035.XSHG	楚天高速	2020-07-11	0.015
600036.XSHG	招商银行	2020-07-11	1.983
600037.XSHG	歌华有线	2020-07-11	0.06
600038.XSHG	中直股份	2020-07-11	0.069
600039.XSHG	四川路桥	2020-07-11	0.04
600050.XSHG	中国联通	2020-07-11	0.428
600051.XSHG	宁波联合	2020-07-11	0.008
600052.XSHG	浙江广厦	2020-07-11	0.008
600053.XSHG	九鼎投资	2020-07-11	0.037
600054.XSHG	黄山旅游	2020-07-11	0.012
600055.XSHG	万东医疗	2020-07-11	0.025
600056.XSHG	中国医药	2020-07-11	0.043
600057.XSHG	厦门象屿	2020-07-11	0.034
600058.XSHG	五矿发展	2020-07-11	0.018
600059.XSHG	古越龙山	2020-07-11	0.021
600060.XSHG	海信视像	2020-07-11	0.045
600061.XSHG	国投资本	2020-07-11	0.153
600062.XSHG	华润双鹤	2020-07-11	0.039
600063.XSHG	皖维高新	2020-07-11	0.018
600064.XSHG	南京高科	2020-07-11	0.034
600066.XSHG	宇通客车	2020-07-11	0.077
600067.XSHG	冠城大通	2020-07-11	0.015
600068.XSHG	葛洲坝	2020-07-11	0.078
600069.XSHG	退市银鸽	2020-07-11	0.004
600070.XSHG	浙江富润	2020-07-11	0.019
600071.XSHG	凤凰光学	2020-07-11	0.008
600072.XSHG	中船科技	2020-07-11	0.023
600073.XSHG	上海梅林	2020-07-11	0.025
600075.XSHG	新疆天业	2020-07-11	0.019
600076.XSHG	康欣新材	2020-07-11	0.009
600077.XSHG	宋都股份	2020-07-11	0.011
600078.XSHG	澄星股份	2020-07-11	0.008
600079.XSHG	人福医药	2020-07-11	0.105
600080.XSHG	ST金花	2020-07-11	0.006
600081.XSHG	东风科技	2020-07-11	0.009
600082.XSHG	海泰发展	2020-07-11	0.006
600083.XSHG	*ST博信	2020-07-11	0.003
600084.XSHG	ST中葡	2020-07-11	0.008
600085.XSHG	同仁堂	2020-07-11	0.106
600086.XSHG	*ST金钰	2020-07-11	0.004
600088.XSHG	中视传媒	2020-07-11	0.016
600089.XSHG	特变电工	2020-07-11	0.072
600090.XSHG	*ST济堂	2020-07-11	0.012
600091.XSHG	ST明科	2020-07-11	0.004
600093.XSHG	易见股份	2020-07-11	0.038
600094.XSHG	大名城	2020-07-11	0.039
600095.XSHG	哈高科	2020-07-11	0.075
600096.XSHG	云天化	2020-07-11	0.019
600097.XSHG	开创国际	2020-07-11	0.006
600098.XSHG	广州发展	2020-07-11	0.043
600099.XSHG	林海股份	2020-07-11	0.004
600100.XSHG	同方股份	2020-07-11	0.062
600101.XSHG	明星电力	2020-07-11	0.007
600103.XSHG	青山纸业	2020-07-11	0.013
600104.XSHG	上汽集团	2020-07-11	0.566
