code	display_name	date	weight
000156.XSHE	华数传媒	2020-07-11	1.008
000676.XSHE	智度股份	2020-07-11	0.735
000681.XSHE	视觉中国	2020-07-11	1.27
000917.XSHE	电广传媒	2020-07-11	1.163
002181.XSHE	粤传媒	2020-07-11	0.375
600037.XSHG	歌华有线	2020-07-11	2.403
600373.XSHG	中文传媒	2020-07-11	1.295
600633.XSHG	浙数文化	2020-07-11	1.24
600637.XSHG	东方明珠	2020-07-11	3.208
600640.XSHG	号百控股	2020-07-11	1.03
600757.XSHG	长江传媒	2020-07-11	0.501
002027.XSHE	分众传媒	2020-07-11	9.286
002131.XSHE	利欧股份	2020-07-11	4.231
300031.XSHE	宝通科技	2020-07-11	1.29
300043.XSHE	星辉娱乐	2020-07-11	0.485
300058.XSHE	蓝色光标	2020-07-11	2.522
300113.XSHE	顺网科技	2020-07-11	1.717
300133.XSHE	华策影视	2020-07-11	1.446
601098.XSHG	中南传媒	2020-07-11	1.233
300182.XSHE	捷成股份	2020-07-11	1.334
002558.XSHE	巨人网络	2020-07-11	1.715
002555.XSHE	三七互娱	2020-07-11	9.624
002602.XSHE	世纪华通	2020-07-11	6.188
300251.XSHE	光线传媒	2020-07-11	2.077
002624.XSHE	完美世界	2020-07-11	6.045
601928.XSHG	凤凰传媒	2020-07-11	0.842
601929.XSHG	吉视传媒	2020-07-11	0.756
300315.XSHE	掌趣科技	2020-07-11	3.28
603000.XSHG	人民网	2020-07-11	1.779
002739.XSHE	万达电影	2020-07-11	2.06
600959.XSHG	江苏有线	2020-07-11	1.831
300418.XSHE	昆仑万维	2020-07-11	3.323
601811.XSHG	新华文轩	2020-07-11	0.261
601900.XSHG	南方传媒	2020-07-11	0.394
603258.XSHG	电魂网络	2020-07-11	0.881
603444.XSHG	吉比特	2020-07-11	3.841
600977.XSHG	中国电影	2020-07-11	1.591
601858.XSHG	中国科传	2020-07-11	0.346
603888.XSHG	新华网	2020-07-11	0.753
300413.XSHE	芒果超媒	2020-07-11	7.534
600996.XSHG	贵广网络	2020-07-11	0.487
601949.XSHG	中国出版	2020-07-11	0.466
603533.XSHG	掌阅科技	2020-07-11	0.744
603103.XSHG	横店影视	2020-07-11	0.195
300785.XSHE	值得买	2020-07-11	0.493
300788.XSHE	中信出版	2020-07-11	0.446
300766.XSHE	每日互动	2020-07-11	1.483
300770.XSHE	新媒股份	2020-07-11	1.398
300792.XSHE	壹网壹创	2020-07-11	1.223
300805.XSHE	电声股份	2020-07-11	0.173
