code	display_name	date	weight
000001.XSHE	平安银行	2020-07-11	2.402
000002.XSHE	万科A	2020-07-11	3.441
000031.XSHE	大悦城	2020-07-11	0.127
001914.XSHE	招商积余	2020-07-11	0.252
000046.XSHE	泛海控股	2020-07-11	0.114
000069.XSHE	华侨城A	2020-07-11	0.481
000402.XSHE	金融街	2020-07-11	0.154
000517.XSHE	荣安地产	2020-07-11	0.03
000537.XSHE	广宇发展	2020-07-11	0.079
000540.XSHE	中天金融	2020-07-11	0.262
000560.XSHE	我爱我家	2020-07-11	0.087
000563.XSHE	陕国投A	2020-07-11	0.142
000627.XSHE	天茂集团	2020-07-11	0.199
000656.XSHE	金科股份	2020-07-11	0.337
000671.XSHE	阳光城	2020-07-11	0.201
000686.XSHE	东北证券	2020-07-11	0.229
000712.XSHE	锦龙股份	2020-07-11	0.108
000718.XSHE	苏宁环球	2020-07-11	0.091
000728.XSHE	国元证券	2020-07-11	0.328
000732.XSHE	泰禾集团	2020-07-11	0.098
000750.XSHE	国海证券	2020-07-11	0.32
000776.XSHE	广发证券	2020-07-11	0.808
000783.XSHE	长江证券	2020-07-11	0.505
000918.XSHE	嘉凯城	2020-07-11	0.066
000958.XSHE	东方能源	2020-07-11	0.056
000961.XSHE	中南建设	2020-07-11	0.319
000987.XSHE	越秀金控	2020-07-11	0.124
600000.XSHG	浦发银行	2020-07-11	2.402
600007.XSHG	中国国贸	2020-07-11	0.052
600015.XSHG	华夏银行	2020-07-11	0.728
600016.XSHG	民生银行	2020-07-11	2.333
600030.XSHG	中信证券	2020-07-11	3.972
600036.XSHG	招商银行	2020-07-11	6.726
600053.XSHG	九鼎投资	2020-07-11	0.075
600061.XSHG	国投资本	2020-07-11	0.416
600064.XSHG	南京高科	2020-07-11	0.163
600094.XSHG	大名城	2020-07-11	0.183
600109.XSHG	国金证券	2020-07-11	0.534
600120.XSHG	浙江东方	2020-07-11	0.148
600155.XSHG	华创阳安	2020-07-11	0.282
600158.XSHG	中体产业	2020-07-11	0.107
600162.XSHG	香江控股	2020-07-11	0.052
600185.XSHG	格力地产	2020-07-11	0.278
600208.XSHG	新湖中宝	2020-07-11	0.248
600246.XSHG	万通地产	2020-07-11	0.133
600266.XSHG	城建发展	2020-07-11	0.133
600291.XSHG	西水股份	2020-07-11	0.115
600325.XSHG	华发股份	2020-07-11	0.231
600340.XSHG	华夏幸福	2020-07-11	0.533
600369.XSHG	西南证券	2020-07-11	0.251
600376.XSHG	首开股份	2020-07-11	0.146
600383.XSHG	金地集团	2020-07-11	0.598
600390.XSHG	五矿资本	2020-07-11	0.307
600393.XSHG	粤泰股份	2020-07-11	0.056
600466.XSHG	蓝光发展	2020-07-11	0.157
600515.XSHG	海航基础	2020-07-11	0.157
600565.XSHG	迪马股份	2020-07-11	0.079
600570.XSHG	恒生电子	2020-07-11	1.74
600604.XSHG	市北高新	2020-07-11	0.128
600606.XSHG	绿地控股	2020-07-11	0.436
600621.XSHG	华鑫股份	2020-07-11	0.158
600639.XSHG	浦东金桥	2020-07-11	0.105
600641.XSHG	万业企业	2020-07-11	0.22
600643.XSHG	爱建集团	2020-07-11	0.15
600649.XSHG	城投控股	2020-07-11	0.145
600657.XSHG	信达地产	2020-07-11	0.068
600663.XSHG	陆家嘴	2020-07-11	0.191
600675.XSHG	中华企业	2020-07-11	0.144
600705.XSHG	中航资本	2020-07-11	0.412
600708.XSHG	光明地产	2020-07-11	0.061
600736.XSHG	苏州高新	2020-07-11	0.069
600748.XSHG	上实发展	2020-07-11	0.091
600783.XSHG	鲁信创投	2020-07-11	0.088
600823.XSHG	世茂股份	2020-07-11	0.097
600837.XSHG	海通证券	2020-07-11	1.969
600848.XSHG	上海临港	2020-07-11	0.248
600864.XSHG	哈投股份	2020-07-11	0.121
600895.XSHG	张江高科	2020-07-11	0.305
601988.XSHG	中国银行	2020-07-11	1.418
600048.XSHG	保利地产	2020-07-11	2.046
601588.XSHG	北辰实业	2020-07-11	0.087
601398.XSHG	工商银行	2020-07-11	3.376
601628.XSHG	中国人寿	2020-07-11	0.877
601166.XSHG	兴业银行	2020-07-11	3.804
601318.XSHG	中国平安	2020-07-11	9.268
601998.XSHG	中信银行	2020-07-11	0.305
601328.XSHG	交通银行	2020-07-11	2.726
002142.XSHE	宁波银行	2020-07-11	1.526
601009.XSHG	南京银行	2020-07-11	0.851
002146.XSHE	荣盛发展	2020-07-11	0.272
601169.XSHG	北京银行	2020-07-11	1.403
601939.XSHG	建设银行	2020-07-11	0.82
601601.XSHG	中国太保	2020-07-11	1.434
601099.XSHG	太平洋	2020-07-11	0.418
002244.XSHE	滨江集团	2020-07-11	0.128
601788.XSHG	光大证券	2020-07-11	0.607
002285.XSHE	世联行	2020-07-11	0.066
600999.XSHG	招商证券	2020-07-11	1.214
002314.XSHE	南山控股	2020-07-11	0.059
300033.XSHE	同花顺	2020-07-11	0.553
601688.XSHG	华泰证券	2020-07-11	2.14
300059.XSHE	东方财富	2020-07-11	2.519
002423.XSHE	中粮资本	2020-07-11	0.031
601288.XSHG	农业银行	2020-07-11	1.878
601377.XSHG	兴业证券	2020-07-11	0.621
601818.XSHG	光大银行	2020-07-11	1.103
002500.XSHE	山西证券	2020-07-11	0.279
601519.XSHG	大智慧	2020-07-11	0.155
601901.XSHG	方正证券	2020-07-11	0.564
601555.XSHG	东吴证券	2020-07-11	0.49
002673.XSHE	西部证券	2020-07-11	0.276
002647.XSHE	仁东控股	2020-07-11	0.192
601336.XSHG	新华保险	2020-07-11	0.714
002670.XSHE	国盛金控	2020-07-11	0.205
600909.XSHG	华安证券	2020-07-11	0.239
601211.XSHG	国泰君安	2020-07-11	1.505
600958.XSHG	东方证券	2020-07-11	0.657
601198.XSHG	东兴证券	2020-07-11	0.291
601512.XSHG	中新集团	2020-07-11	0.037
002797.XSHE	第一创业	2020-07-11	0.328
601878.XSHG	浙商证券	2020-07-11	0.256
002736.XSHE	国信证券	2020-07-11	0.538
600908.XSHG	无锡银行	2020-07-11	0.123
002839.XSHE	张家港行	2020-07-11	0.141
601229.XSHG	上海银行	2020-07-11	1.596
603323.XSHG	苏农银行	2020-07-11	0.108
600919.XSHG	江苏银行	2020-07-11	1.013
002807.XSHE	江阴银行	2020-07-11	0.165
601128.XSHG	常熟银行	2020-07-11	0.398
601997.XSHG	贵阳银行	2020-07-11	0.312
600926.XSHG	杭州银行	2020-07-11	0.409
601838.XSHG	成都银行	2020-07-11	0.334
601881.XSHG	中国银河	2020-07-11	0.286
601375.XSHG	中原证券	2020-07-11	0.122
000166.XSHE	申万宏源	2020-07-11	0.88
002961.XSHE	瑞达期货	2020-07-11	0.026
002926.XSHE	华西证券	2020-07-11	0.27
603093.XSHG	南华期货	2020-07-11	0.031
601108.XSHG	财通证券	2020-07-11	0.498
601155.XSHG	新城控股	2020-07-11	0.545
601162.XSHG	天风证券	2020-07-11	0.391
001979.XSHE	招商蛇口	2020-07-11	1.006
600901.XSHG	江苏租赁	2020-07-11	0.09
002939.XSHE	长城证券	2020-07-11	0.222
002945.XSHE	华林证券	2020-07-11	0.072
002958.XSHE	青农商行	2020-07-11	0.238
002966.XSHE	苏州银行	2020-07-11	0.059
601860.XSHG	紫金银行	2020-07-11	0.15
002948.XSHE	青岛银行	2020-07-11	0.081
002936.XSHE	郑州银行	2020-07-11	0.129
600928.XSHG	西安银行	2020-07-11	0.136
601990.XSHG	南京证券	2020-07-11	0.455
601066.XSHG	中信建投	2020-07-11	0.389
601236.XSHG	红塔证券	2020-07-11	0.15
601319.XSHG	中国人保	2020-07-11	0.265
300803.XSHE	指南针	2020-07-11	0.066
601916.XSHG	浙商银行	2020-07-11	0.166
601577.XSHG	长沙银行	2020-07-11	0.158
601077.XSHG	渝农商行	2020-07-11	0.105
601658.XSHG	邮储银行	2020-07-11	0.237
