code	display_name	date	weight
600310.XSHG	桂东电力	2018-09-30	0.05
002274.XSHE	华昌化工	2018-09-30	0.055
002579.XSHE	中京电子	2018-09-30	0.052
002574.XSHE	明牌珠宝	2018-09-30	0.043
002575.XSHE	群兴玩具	2018-09-30	0.042
002577.XSHE	雷柏科技	2018-09-30	0.043
002279.XSHE	久其软件	2018-09-30	0.101
002618.XSHE	丹邦科技	2018-09-30	0.235
000626.XSHE	远大控股	2018-09-30	0.039
000155.XSHE	川化股份	2018-09-30	0.113
000150.XSHE	宜华健康	2018-09-30	0.158
000151.XSHE	中成股份	2018-09-30	0.066
002378.XSHE	章源钨业	2018-09-30	0.053
300518.XSHE	盛讯达	2018-09-30	0.052
002376.XSHE	新北洋	2018-09-30	0.225
300567.XSHE	精测电子	2018-09-30	0.147
002372.XSHE	伟星新材	2018-09-30	0.272
601388.XSHG	怡球资源	2018-09-30	0.104
600720.XSHG	祁连山	2018-09-30	0.149
603609.XSHG	禾丰牧业	2018-09-30	0.065
300367.XSHE	东方网力	2018-09-30	0.145
600728.XSHG	佳都科技	2018-09-30	0.206
600318.XSHG	新力金融	2018-09-30	0.098
002668.XSHE	奥马电器	2018-09-30	0.234
601636.XSHG	旗滨集团	2018-09-30	0.214
002590.XSHE	万安科技	2018-09-30	0.057
002053.XSHE	云南能投	2018-09-30	0.049
300009.XSHE	安科生物	2018-09-30	0.258
002055.XSHE	得润电子	2018-09-30	0.088
300459.XSHE	金科文化	2018-09-30	0.149
603939.XSHG	益丰药房	2018-09-30	0.235
002059.XSHE	云南旅游	2018-09-30	0.065
002727.XSHE	一心堂	2018-09-30	0.179
300252.XSHE	金信诺	2018-09-30	0.087
002726.XSHE	龙大肉食	2018-09-30	0.051
300256.XSHE	星星科技	2018-09-30	0.063
002267.XSHE	陕天然气	2018-09-30	0.097
300255.XSHE	常山药业	2018-09-30	0.056
300393.XSHE	中来股份	2018-09-30	0.044
002113.XSHE	天润数娱	2018-09-30	0.136
600662.XSHG	强生控股	2018-09-30	0.077
002114.XSHE	罗平锌电	2018-09-30	0.049
002115.XSHE	三维通信	2018-09-30	0.095
300494.XSHE	盛天网络	2018-09-30	0.04
600963.XSHG	岳阳林纸	2018-09-30	0.105
000022.XSHE	深赤湾A	2018-09-30	0.08
300497.XSHE	富祥股份	2018-09-30	0.064
300558.XSHE	贝达药业	2018-09-30	0.203
603730.XSHG	岱美股份	2018-09-30	0.033
600093.XSHG	易见股份	2018-09-30	0.105
002283.XSHE	天润曲轴	2018-09-30	0.09
601900.XSHG	南方传媒	2018-09-30	0.048
600090.XSHG	同济堂	2018-09-30	0.097
600096.XSHG	云天化	2018-09-30	0.085
002284.XSHE	亚太股份	2018-09-30	0.071
600797.XSHG	浙大网新	2018-09-30	0.207
601700.XSHG	风范股份	2018-09-30	0.054
300194.XSHE	福安药业	2018-09-30	0.062
603636.XSHG	南威软件	2018-09-30	0.073
300369.XSHE	绿盟科技	2018-09-30	0.114
600798.XSHG	宁波海运	2018-09-30	0.078
600650.XSHG	锦江投资	2018-09-30	0.06
603227.XSHG	雪峰科技	2018-09-30	0.05
600652.XSHG	游久游戏	2018-09-30	0.07
000532.XSHE	华金资本	2018-09-30	0.055
000533.XSHE	万家乐	2018-09-30	0.047
600076.XSHG	康欣新材	2018-09-30	0.116
000537.XSHE	广宇发展	2018-09-30	0.147
603919.XSHG	金徽酒	2018-09-30	0.052
600072.XSHG	中船科技	2018-09-30	0.116
000925.XSHE	众合科技	2018-09-30	0.055
000927.XSHE	一汽夏利	2018-09-30	0.066
300426.XSHE	唐德影视	2018-09-30	0.04
000921.XSHE	海信科龙	2018-09-30	0.117
000920.XSHE	南方汇通	2018-09-30	0.045
000923.XSHE	河北宣工	2018-09-30	0.067
300198.XSHE	纳川股份	2018-09-30	0.077
002756.XSHE	永兴特钢	2018-09-30	0.082
002025.XSHE	航天电器	2018-09-30	0.202
300083.XSHE	劲胜智能	2018-09-30	0.084
600988.XSHG	赤峰黄金	2018-09-30	0.122
002020.XSHE	京新药业	2018-09-30	0.159
002695.XSHE	煌上煌	2018-09-30	0.072
300474.XSHE	景嘉微	2018-09-30	0.114
600987.XSHG	航民股份	2018-09-30	0.112
600986.XSHG	科达股份	2018-09-30	0.104
002759.XSHE	天际股份	2018-09-30	0.034
002596.XSHE	海南瑞泽	2018-09-30	0.163
600386.XSHG	北巴传媒	2018-09-30	0.044
600382.XSHG	广东明珠	2018-09-30	0.087
600381.XSHG	青海春天	2018-09-30	0.052
002458.XSHE	益生股份	2018-09-30	0.074
002457.XSHE	青龙管业	2018-09-30	0.057
002453.XSHE	华软科技	2018-09-30	0.07
300294.XSHE	博雅生物	2018-09-30	0.164
002451.XSHE	摩恩电气	2018-09-30	0.032
600571.XSHG	信雅达	2018-09-30	0.071
603357.XSHG	设计总院	2018-09-30	0.056
600577.XSHG	精达股份	2018-09-30	0.146
603980.XSHG	吉华集团	2018-09-30	0.041
600475.XSHG	华光股份	2018-09-30	0.052
603358.XSHG	华达科技	2018-09-30	0.037
600477.XSHG	杭萧钢构	2018-09-30	0.154
000869.XSHE	张裕A	2018-09-30	0.152
600206.XSHG	有研新材	2018-09-30	0.137
600207.XSHG	安彩高科	2018-09-30	0.056
000901.XSHE	航天科技	2018-09-30	0.13
600200.XSHG	江苏吴中	2018-09-30	0.15
601222.XSHG	林洋能源	2018-09-30	0.151
603848.XSHG	好太太	2018-09-30	0.023
300307.XSHE	慈星股份	2018-09-30	0.054
002349.XSHE	精华制药	2018-09-30	0.056
000996.XSHE	中国中期	2018-09-30	0.097
300173.XSHE	智慧松德	2018-09-30	0.039
300172.XSHE	中电环保	2018-09-30	0.056
002622.XSHE	融钰集团	2018-09-30	0.06
300170.XSHE	汉得信息	2018-09-30	0.237
