code	display_name	date	weight
000001.XSHE	平安银行	2020-07-11	0.839
000002.XSHE	万科A	2020-07-11	1.202
000063.XSHE	中兴通讯	2020-07-11	0.731
000066.XSHE	中国长城	2020-07-11	0.157
000069.XSHE	华侨城A	2020-07-11	0.168
000100.XSHE	TCL科技	2020-07-11	0.567
000157.XSHE	中联重科	2020-07-11	0.225
000425.XSHE	徐工机械	2020-07-11	0.188
000538.XSHE	云南白药	2020-07-11	0.324
000568.XSHE	泸州老窖	2020-07-11	0.451
000596.XSHE	古井贡酒	2020-07-11	0.117
000625.XSHE	长安汽车	2020-07-11	0.145
000627.XSHE	天茂集团	2020-07-11	0.07
000651.XSHE	格力电器	2020-07-11	1.84
000656.XSHE	金科股份	2020-07-11	0.118
000661.XSHE	长春高新	2020-07-11	0.833
000671.XSHE	阳光城	2020-07-11	0.07
000703.XSHE	恒逸石化	2020-07-11	0.114
000708.XSHE	中信特钢	2020-07-11	0.041
000709.XSHE	河钢股份	2020-07-11	0.059
000723.XSHE	美锦能源	2020-07-11	0.052
000725.XSHE	京东方A	2020-07-11	0.855
000728.XSHE	国元证券	2020-07-11	0.115
000768.XSHE	中航飞机	2020-07-11	0.166
000776.XSHE	广发证券	2020-07-11	0.282
000783.XSHE	长江证券	2020-07-11	0.176
000786.XSHE	北新建材	2020-07-11	0.122
000858.XSHE	五粮液	2020-07-11	2.244
000860.XSHE	顺鑫农业	2020-07-11	0.2
000876.XSHE	新希望	2020-07-11	0.424
000895.XSHE	双汇发展	2020-07-11	0.31
000938.XSHE	紫光股份	2020-07-11	0.297
000961.XSHE	中南建设	2020-07-11	0.112
000963.XSHE	华东医药	2020-07-11	0.15
000977.XSHE	浪潮信息	2020-07-11	0.267
002001.XSHE	新和成	2020-07-11	0.253
600000.XSHG	浦发银行	2020-07-11	0.839
600004.XSHG	白云机场	2020-07-11	0.107
600009.XSHG	上海机场	2020-07-11	0.469
600010.XSHG	包钢股份	2020-07-11	0.166
