code	display_name	date	weight
300226.XSHE	上海钢联	2018-09-30	0.6197
300222.XSHE	科大智能	2018-09-30	0.5439
300383.XSHE	光环新网	2018-09-30	1.4453
300676.XSHE	华大基因	2018-09-30	0.3334
300679.XSHE	电连技术	2018-09-30	0.1682
300308.XSHE	中际旭创	2018-09-30	0.4629
300122.XSHE	智飞生物	2018-09-30	2.032
300024.XSHE	机器人	2018-09-30	2.103
300027.XSHE	华谊兄弟	2018-09-30	0.9235
300026.XSHE	红日药业	2018-09-30	0.663
300020.XSHE	银江股份	2018-09-30	0.4185
300142.XSHE	沃森生物	2018-09-30	2.6539
300413.XSHE	芒果超媒	2018-09-30	0.88
300146.XSHE	汤臣倍健	2018-09-30	1.5692
300144.XSHE	宋城演艺	2018-09-30	1.6842
300145.XSHE	中金环境	2018-09-30	0.483
300459.XSHE	金科文化	2018-09-30	0.4826
300253.XSHE	卫宁健康	2018-09-30	1.5113
300251.XSHE	光线传媒	2018-09-30	0.8148
300418.XSHE	昆仑万维	2018-09-30	0.8787
300558.XSHE	贝达药业	2018-09-30	0.7055
300098.XSHE	高新兴	2018-09-30	0.6275
300496.XSHE	中科创达	2018-09-30	0.6572
300310.XSHE	宜通世纪	2018-09-30	0.2942
300317.XSHE	珈伟股份	2018-09-30	0.1614
300316.XSHE	晶盛机电	2018-09-30	0.7999
300315.XSHE	掌趣科技	2018-09-30	1.0789
300090.XSHE	盛运环保	2018-09-30	0.2394
300498.XSHE	温氏股份	2018-09-30	8.2199
300159.XSHE	新研股份	2018-09-30	0.6943
300014.XSHE	亿纬锂能	2018-09-30	0.7245
300015.XSHE	爱尔眼科	2018-09-30	2.7259
300017.XSHE	网宿科技	2018-09-30	1.6735
300156.XSHE	神雾环保	2018-09-30	0.3425
300058.XSHE	蓝色光标	2018-09-30	0.6946
300699.XSHE	光威复材	2018-09-30	0.4104
300059.XSHE	东方财富	2018-09-30	5.1924
300085.XSHE	银之杰	2018-09-30	0.3663
300408.XSHE	三环集团	2018-09-30	2.7377
300083.XSHE	劲胜智能	2018-09-30	0.3643
300244.XSHE	迪安诊断	2018-09-30	0.6149
300088.XSHE	长信科技	2018-09-30	1.1216
300296.XSHE	利亚德	2018-09-30	1.5882
300166.XSHE	东方国信	2018-09-30	1.0382
300168.XSHE	万达信息	2018-09-30	1.5931
300367.XSHE	东方网力	2018-09-30	0.4943
300364.XSHE	中文在线	2018-09-30	0.3504
300009.XSHE	安科生物	2018-09-30	0.9205
300003.XSHE	乐普医疗	2018-09-30	3.0104
300002.XSHE	神州泰岳	2018-09-30	0.4953
300001.XSHE	特锐德	2018-09-30	0.5396
300274.XSHE	阳光电源	2018-09-30	0.69
300271.XSHE	华宇软件	2018-09-30	0.7904
300170.XSHE	汉得信息	2018-09-30	0.7793
300601.XSHE	康泰生物	2018-09-30	1.2636
300474.XSHE	景嘉微	2018-09-30	0.3544
300377.XSHE	赢时胜	2018-09-30	0.6699
300373.XSHE	扬杰科技	2018-09-30	0.5608
300072.XSHE	三聚环保	2018-09-30	1.6476
300073.XSHE	当升科技	2018-09-30	0.642
300070.XSHE	碧水源	2018-09-30	1.9356
300010.XSHE	立思辰	2018-09-30	0.5544
300180.XSHE	华峰超纤	2018-09-30	0.6652
300266.XSHE	兴源环境	2018-09-30	0.3221
300188.XSHE	美亚柏科	2018-09-30	0.7971
300182.XSHE	捷成股份	2018-09-30	0.837
300463.XSHE	迈克生物	2018-09-30	0.6553
300068.XSHE	南都电源	2018-09-30	0.594
300347.XSHE	泰格医药	2018-09-30	1.8539
300101.XSHE	振芯科技	2018-09-30	0.5822
300628.XSHE	亿联网络	2018-09-30	0.5202
300458.XSHE	全志科技	2018-09-30	0.4304
300055.XSHE	万邦达	2018-09-30	0.6592
300199.XSHE	翰宇药业	2018-09-30	0.5427
300053.XSHE	欧比特	2018-09-30	0.5325
300450.XSHE	先导智能	2018-09-30	0.9048
300197.XSHE	铁汉生态	2018-09-30	0.7272
300212.XSHE	易华录	2018-09-30	0.6761
300409.XSHE	道氏技术	2018-09-30	0.3713
300115.XSHE	长盈精密	2018-09-30	0.6068
300294.XSHE	博雅生物	2018-09-30	0.5675
300116.XSHE	坚瑞沃能	2018-09-30	0.1874
300113.XSHE	顺网科技	2018-09-30	0.7034
300355.XSHE	蒙草生态	2018-09-30	0.6408
300207.XSHE	欣旺达	2018-09-30	0.6425
300078.XSHE	思创医惠	2018-09-30	0.5024
300203.XSHE	聚光科技	2018-09-30	0.8266
300285.XSHE	国瓷材料	2018-09-30	0.7725
300287.XSHE	飞利信	2018-09-30	0.6691
300124.XSHE	汇川技术	2018-09-30	2.689
300323.XSHE	华灿光电	2018-09-30	0.4492
300324.XSHE	旋极信息	2018-09-30	0.8616
300618.XSHE	寒锐钴业	2018-09-30	0.7252
300433.XSHE	蓝思科技	2018-09-30	0.9091
300431.XSHE	暴风集团	2018-09-30	0.3261
300033.XSHE	同花顺	2018-09-30	0.7686
300136.XSHE	信维通信	2018-09-30	2.833
300134.XSHE	大富科技	2018-09-30	0.4764
300133.XSHE	华策影视	2018-09-30	0.6834
300038.XSHE	梅泰诺	2018-09-30	0.4525
