code	display_name	date	weight
600196.XSHG	复星医药	2018-09-30	1.032
600258.XSHG	首旅酒店	2018-09-30	1.054
600332.XSHG	白云山	2018-09-30	1.332
600315.XSHG	上海家化	2018-09-30	1.001
002555.XSHE	三七互娱	2018-09-30	1.216
600056.XSHG	中国医药	2018-09-30	1.218
000538.XSHE	云南白药	2018-09-30	1.111
600054.XSHG	黄山旅游	2018-09-30	1.309
600053.XSHG	九鼎投资	2018-09-30	1.032
600977.XSHG	中国电影	2018-09-30	1.203
300122.XSHE	智飞生物	2018-09-30	1.519
601933.XSHG	永辉超市	2018-09-30	1.277
002001.XSHE	新和成	2018-09-30	1.248
002411.XSHE	必康股份	2018-09-30	1.325
002925.XSHE	盈趣科技	2018-09-30	1.181
002007.XSHE	华兰生物	2018-09-30	1.504
002517.XSHE	恺英网络	2018-09-30	0.889
000661.XSHE	长春高新	2018-09-30	1.723
300027.XSHE	华谊兄弟	2018-09-30	1.136
002252.XSHE	上海莱士	2018-09-30	1.546
600535.XSHG	天士力	2018-09-30	1.735
601019.XSHG	山东出版	2018-09-30	1.196
603868.XSHG	飞科电器	2018-09-30	1.467
300676.XSHE	华大基因	2018-09-30	0.824
600085.XSHG	同仁堂	2018-09-30	1.289
002292.XSHE	奥飞娱乐	2018-09-30	0.865
300182.XSHE	捷成股份	2018-09-30	1.168
002294.XSHE	信立泰	2018-09-30	1.069
603858.XSHG	步长制药	2018-09-30	1.052
002739.XSHE	万达电影	2018-09-30	1.542
600518.XSHG	康美药业	2018-09-30	1.282
600436.XSHG	片仔癀	2018-09-30	1.49
002044.XSHE	美年健康	2018-09-30	1.097
600373.XSHG	中文传媒	2018-09-30	1.082
600661.XSHG	新南洋	2018-09-30	1.207
601360.XSHG	三六零	2018-09-30	1.091
002511.XSHE	中顺洁柔	2018-09-30	1.273
300003.XSHE	乐普医疗	2018-09-30	1.305
601601.XSHG	中国太保	2018-09-30	1.477
000839.XSHE	中信国安	2018-09-30	1.064
300015.XSHE	爱尔眼科	2018-09-30	1.531
601888.XSHG	中国国旅	2018-09-30	1.456
002773.XSHE	康弘药业	2018-09-30	1.289
000503.XSHE	国新健康	2018-09-30	0.848
601318.XSHG	中国平安	2018-09-30	1.564
601336.XSHG	新华保险	2018-09-30	1.615
002558.XSHE	巨人网络	2018-09-30	1.292
000423.XSHE	东阿阿胶	2018-09-30	1.212
603711.XSHG	香飘飘	2018-09-30	0.9
601801.XSHG	皖新传媒	2018-09-30	1.3
300251.XSHE	光线传媒	2018-09-30	1.273
000587.XSHE	金洲慈航	2018-09-30	0.626
600827.XSHG	百联股份	2018-09-30	1.21
600998.XSHG	九州通	2018-09-30	1.275
002032.XSHE	苏泊尔	2018-09-30	1.406
000999.XSHE	华润三九	2018-09-30	1.403
601628.XSHG	中国人寿	2018-09-30	1.371
300413.XSHE	芒果超媒	2018-09-30	1.762
300144.XSHE	宋城演艺	2018-09-30	1.512
600887.XSHG	伊利股份	2018-09-30	1.208
002624.XSHE	完美世界	2018-09-30	1.181
603517.XSHG	绝味食品	2018-09-30	1.315
000627.XSHE	天茂集团	2018-09-30	1.269
002422.XSHE	科伦药业	2018-09-30	1.353
600715.XSHG	文投控股	2018-09-30	0.942
300178.XSHE	腾邦国际	2018-09-30	1.149
600637.XSHG	东方明珠	2018-09-30	1.133
300059.XSHE	东方财富	2018-09-30	1.47
000100.XSHE	TCL集团	2018-09-30	1.409
300418.XSHE	昆仑万维	2018-09-30	1.178
000963.XSHE	华东医药	2018-09-30	1.429
601098.XSHG	中南传媒	2018-09-30	1.289
600959.XSHG	江苏有线	2018-09-30	1.166
600276.XSHG	恒瑞医药	2018-09-30	1.352
600867.XSHG	通化东宝	2018-09-30	1.099
600566.XSHG	济川药业	2018-09-30	1.221
601607.XSHG	上海医药	2018-09-30	1.288
300017.XSHE	网宿科技	2018-09-30	1.368
600754.XSHG	锦江股份	2018-09-30	0.982
002508.XSHE	老板电器	2018-09-30	0.924
