code	display_name	date	weight
000100.XSHE	TCL科技	2020-07-11	1.186
000538.XSHE	云南白药	2020-07-11	1.241
000563.XSHE	陕国投A	2020-07-11	1.222
000627.XSHE	天茂集团	2020-07-11	1.191
000661.XSHE	长春高新	2020-07-11	1.504
000963.XSHE	华东医药	2020-07-11	1.31
000999.XSHE	华润三九	2020-07-11	1.198
002001.XSHE	新和成	2020-07-11	1.285
600085.XSHG	同仁堂	2020-07-11	1.191
600161.XSHG	天坛生物	2020-07-11	1.281
600196.XSHG	复星医药	2020-07-11	1.258
600276.XSHG	恒瑞医药	2020-07-11	1.322
600315.XSHG	上海家化	2020-07-11	1.427
600332.XSHG	白云山	2020-07-11	1.168
600436.XSHG	片仔癀	2020-07-11	1.287
600637.XSHG	东方明珠	2020-07-11	1.132
600754.XSHG	锦江酒店	2020-07-11	1.085
600763.XSHG	通策医疗	2020-07-11	1.343
601607.XSHG	上海医药	2020-07-11	1.171
600887.XSHG	伊利股份	2020-07-11	1.215
002007.XSHE	华兰生物	2020-07-11	1.432
002032.XSHE	苏泊尔	2020-07-11	1.204
002044.XSHE	美年健康	2020-07-11	1.44
601628.XSHG	中国人寿	2020-07-11	1.083
601318.XSHG	中国平安	2020-07-11	1.07
002195.XSHE	二三四五	2020-07-11	1.128
601601.XSHG	中国太保	2020-07-11	0.93
002252.XSHE	上海莱士	2020-07-11	1.185
601888.XSHG	中国中免	2020-07-11	1.668
300003.XSHE	乐普医疗	2020-07-11	1.241
300017.XSHE	网宿科技	2020-07-11	1.247
300015.XSHE	爱尔眼科	2020-07-11	1.25
002422.XSHE	科伦药业	2020-07-11	1.149
002439.XSHE	启明星辰	2020-07-11	1.261
601098.XSHG	中南传媒	2020-07-11	1.093
300122.XSHE	智飞生物	2020-07-11	1.352
300142.XSHE	沃森生物	2020-07-11	1.289
002511.XSHE	中顺洁柔	2020-07-11	1.345
002508.XSHE	老板电器	2020-07-11	1.049
300144.XSHE	宋城演艺	2020-07-11	1.019
002507.XSHE	涪陵榨菜	2020-07-11	1.259
300146.XSHE	汤臣倍健	2020-07-11	1.194
601933.XSHG	永辉超市	2020-07-11	1.201
002558.XSHE	巨人网络	2020-07-11	1.218
002555.XSHE	三七互娱	2020-07-11	1.578
603156.XSHG	养元饮品	2020-07-11	1.155
002607.XSHE	中公教育	2020-07-11	1.189
002602.XSHE	世纪华通	2020-07-11	1.334
300251.XSHE	光线传媒	2020-07-11	1.052
002830.XSHE	名雕股份	2020-07-11	1.135
002624.XSHE	完美世界	2020-07-11	1.442
601360.XSHG	三六零	2020-07-11	1.168
601336.XSHG	新华保险	2020-07-11	1.103
603000.XSHG	人民网	2020-07-11	1.171
300347.XSHE	泰格医药	2020-07-11	1.424
300383.XSHE	光环新网	2020-07-11	1.19
002773.XSHE	康弘药业	2020-07-11	1.543
002739.XSHE	万达电影	2020-07-11	1.018
603866.XSHG	桃李面包	2020-07-11	1.17
600959.XSHG	江苏有线	2020-07-11	1.201
300529.XSHE	健帆生物	2020-07-11	1.325
300464.XSHE	星徽精密	2020-07-11	1.614
002821.XSHE	凯莱英	2020-07-11	1.288
603939.XSHG	益丰药房	2020-07-11	1.363
603444.XSHG	吉比特	2020-07-11	1.602
603658.XSHG	安图生物	2020-07-11	1.226
600977.XSHG	中国电影	2020-07-11	1.111
603716.XSHG	塞力斯	2020-07-11	1.157
603983.XSHG	丸美股份	2020-07-11	1.22
300413.XSHE	芒果超媒	2020-07-11	1.456
603517.XSHG	绝味食品	2020-07-11	1.291
002867.XSHE	周大生	2020-07-11	1.234
300601.XSHE	康泰生物	2020-07-11	1.415
600901.XSHG	江苏租赁	2020-07-11	1.114
002925.XSHE	盈趣科技	2020-07-11	1.314
300773.XSHE	拉卡拉	2020-07-11	1.2
300783.XSHE	三只松鼠	2020-07-11	1.053
300760.XSHE	迈瑞医疗	2020-07-11	1.297
601319.XSHG	中国人保	2020-07-11	1.162
603489.XSHG	八方股份	2020-07-11	1.364
