code	display_name	date	weight
600000.XSHG	浦发银行	2020-07-11	2.139
600009.XSHG	上海机场	2020-07-11	1.196
600016.XSHG	民生银行	2020-07-11	2.077
600028.XSHG	中国石化	2020-07-11	0.901
600030.XSHG	中信证券	2020-07-11	3.536
600031.XSHG	三一重工	2020-07-11	1.907
600036.XSHG	招商银行	2020-07-11	5.988
600050.XSHG	中国联通	2020-07-11	0.776
600104.XSHG	上汽集团	2020-07-11	1.025
600196.XSHG	复星医药	2020-07-11	0.703
600276.XSHG	恒瑞医药	2020-07-11	5.903
600309.XSHG	万华化学	2020-07-11	1.351
600519.XSHG	贵州茅台	2020-07-11	12.656
600547.XSHG	山东黄金	2020-07-11	0.82
600585.XSHG	海螺水泥	2020-07-11	2.186
600588.XSHG	用友网络	2020-07-11	1.233
600690.XSHG	海尔智家	2020-07-11	1.154
600703.XSHG	三安光电	2020-07-11	1.053
600745.XSHG	闻泰科技	2020-07-11	0.975
600837.XSHG	海通证券	2020-07-11	1.753
600887.XSHG	伊利股份	2020-07-11	3.251
601988.XSHG	中国银行	2020-07-11	1.263
600048.XSHG	保利地产	2020-07-11	1.822
601398.XSHG	工商银行	2020-07-11	3.005
601628.XSHG	中国人寿	2020-07-11	0.78
601166.XSHG	兴业银行	2020-07-11	3.387
601318.XSHG	中国平安	2020-07-11	13.317
601328.XSHG	交通银行	2020-07-11	2.427
601088.XSHG	中国神华	2020-07-11	0.815
601857.XSHG	中国石油	2020-07-11	0.701
601601.XSHG	中国太保	2020-07-11	1.276
601186.XSHG	中国铁建	2020-07-11	0.664
601668.XSHG	中国建筑	2020-07-11	1.723
601888.XSHG	中国中免	2020-07-11	2.589
601989.XSHG	中国重工	2020-07-11	0.628
601688.XSHG	华泰证券	2020-07-11	1.905
601012.XSHG	隆基股份	2020-07-11	1.852
601288.XSHG	农业银行	2020-07-11	1.672
601818.XSHG	光大银行	2020-07-11	0.982
601336.XSHG	新华保险	2020-07-11	0.636
603993.XSHG	洛阳钼业	2020-07-11	0.447
601211.XSHG	国泰君安	2020-07-11	1.34
603160.XSHG	汇顶科技	2020-07-11	0.7
601066.XSHG	中信建投	2020-07-11	0.346
601236.XSHG	红塔证券	2020-07-11	0.133
603259.XSHG	药明康德	2020-07-11	1.724
601319.XSHG	中国人保	2020-07-11	0.236
601138.XSHG	工业富联	2020-07-11	0.518
601658.XSHG	邮储银行	2020-07-11	0.211
601816.XSHG	京沪高铁	2020-07-11	0.316
