code	display_name	date	weight
002044.XSHE	美年健康	2018-09-30	0.203
000413.XSHE	东旭光电	2018-09-30	0.203
000415.XSHE	渤海金控	2018-09-30	0.065
600999.XSHG	招商证券	2018-09-30	0.295
000826.XSHE	启迪桑德	2018-09-30	0.096
002294.XSHE	信立泰	2018-09-30	0.121
000709.XSHE	河钢股份	2018-09-30	0.12
000627.XSHE	天茂集团	2018-09-30	0.093
000625.XSHE	长安汽车	2018-09-30	0.134
002236.XSHE	大华股份	2018-09-30	0.267
000623.XSHE	吉林敖东	2018-09-30	0.15
002450.XSHE	康得新	2018-09-30	0.357
600816.XSHG	安信信托	2018-09-30	0.118
600498.XSHG	烽火通信	2018-09-30	0.158
600893.XSHG	航发动力	2018-09-30	0.209
601877.XSHG	正泰电器	2018-09-30	0.193
600089.XSHG	特变电工	2018-09-30	0.247
002415.XSHE	海康威视	2018-09-30	1.144
600085.XSHG	同仁堂	2018-09-30	0.173
601229.XSHG	上海银行	2018-09-30	0.631
601238.XSHG	广汽集团	2018-09-30	0.066
601878.XSHG	浙商证券	2018-09-30	0.024
000792.XSHE	盐湖股份	2018-09-30	0.116
300024.XSHE	机器人	2018-09-30	0.175
300027.XSHE	华谊兄弟	2018-09-30	0.089
600436.XSHG	片仔癀	2018-09-30	0.306
600000.XSHG	浦发银行	2018-09-30	1.195
000959.XSHE	首钢股份	2018-09-30	0.066
002081.XSHE	金螳螂	2018-09-30	0.147
300124.XSHE	汇川技术	2018-09-30	0.257
600415.XSHG	小商品城	2018-09-30	0.11
601318.XSHG	中国平安	2018-09-30	6.725
600008.XSHG	首创股份	2018-09-30	0.094
600009.XSHG	上海机场	2018-09-30	0.521
300144.XSHE	宋城演艺	2018-09-30	0.161
600066.XSHG	宇通客车	2018-09-30	0.198
600025.XSHG	华能水电	2018-09-30	0.05
002050.XSHE	三花智控	2018-09-30	0.105
000938.XSHE	紫光股份	2018-09-30	0.091
600061.XSHG	国投资本	2018-09-30	0.073
000425.XSHE	徐工机械	2018-09-30	0.189
601988.XSHG	中国银行	2018-09-30	0.738
601989.XSHG	中国重工	2018-09-30	0.373
601555.XSHG	东吴证券	2018-09-30	0.15
600958.XSHG	东方证券	2018-09-30	0.31
