code	display_name	date	weight
000019.XSHE	深粮控股	2020-07-11	0.115
000505.XSHE	京粮控股	2020-07-11	0.11
000523.XSHE	广州浪奇	2020-07-11	0.09
000529.XSHE	广弘控股	2020-07-11	0.093
000568.XSHE	泸州老窖	2020-07-11	2.893
000596.XSHE	古井贡酒	2020-07-11	0.75
000639.XSHE	西王食品	2020-07-11	0.131
000713.XSHE	丰乐种业	2020-07-11	0.112
000729.XSHE	燕京啤酒	2020-07-11	0.418
000735.XSHE	罗牛山	2020-07-11	0.409
000799.XSHE	酒鬼酒	2020-07-11	0.754
000848.XSHE	承德露露	2020-07-11	0.196
000858.XSHE	五粮液	2020-07-11	9.933
000860.XSHE	顺鑫农业	2020-07-11	1.283
000869.XSHE	张裕A	2020-07-11	0.201
000876.XSHE	新希望	2020-07-11	2.723
000895.XSHE	双汇发展	2020-07-11	1.99
000930.XSHE	中粮科技	2020-07-11	0.331
000998.XSHE	隆平高科	2020-07-11	0.665
600059.XSHG	古越龙山	2020-07-11	0.196
600073.XSHG	上海梅林	2020-07-11	0.27
600108.XSHG	亚盛集团	2020-07-11	0.213
600127.XSHG	金健米业	2020-07-11	0.215
600132.XSHG	重庆啤酒	2020-07-11	0.766
600197.XSHG	伊力特	2020-07-11	0.186
600199.XSHG	金种子酒	2020-07-11	0.112
600251.XSHG	冠农股份	2020-07-11	0.127
600298.XSHG	安琪酵母	2020-07-11	1.061
600300.XSHG	维维股份	2020-07-11	0.149
600305.XSHG	恒顺醋业	2020-07-11	0.484
600315.XSHG	上海家化	2020-07-11	0.697
600438.XSHG	通威股份	2020-07-11	1.938
600439.XSHG	瑞贝卡	2020-07-11	0.103
600467.XSHG	好当家	2020-07-11	0.095
600519.XSHG	贵州茅台	2020-07-11	9.699
600559.XSHG	老白干酒	2020-07-11	0.353
600597.XSHG	光明乳业	2020-07-11	0.394
600598.XSHG	北大荒	2020-07-11	0.496
600600.XSHG	青岛啤酒	2020-07-11	1.154
600702.XSHG	舍得酒业	2020-07-11	0.382
600737.XSHG	中粮糖业	2020-07-11	0.361
600779.XSHG	水井坊	2020-07-11	0.529
600809.XSHG	山西汾酒	2020-07-11	1.644
600811.XSHG	东方集团	2020-07-11	0.569
600827.XSHG	百联股份	2020-07-11	0.503
600866.XSHG	星湖科技	2020-07-11	0.102
600872.XSHG	中炬高新	2020-07-11	1.415
600873.XSHG	梅花生物	2020-07-11	0.427
600882.XSHG	妙可蓝多	2020-07-11	0.515
600887.XSHG	伊利股份	2020-07-11	8.186
600975.XSHG	新五丰	2020-07-11	0.157
600965.XSHG	福成股份	2020-07-11	0.092
002041.XSHE	登海种业	2020-07-11	0.193
002094.XSHE	青岛金王	2020-07-11	0.086
002100.XSHE	天康生物	2020-07-11	0.522
002124.XSHE	天邦股份	2020-07-11	0.452
002157.XSHE	正邦科技	2020-07-11	0.948
002216.XSHE	三全食品	2020-07-11	0.414
002234.XSHE	民和股份	2020-07-11	0.174
002264.XSHE	新华都	2020-07-11	0.092
002461.XSHE	珠江啤酒	2020-07-11	0.144
002299.XSHE	圣农发展	2020-07-11	0.782
002304.XSHE	洋河股份	2020-07-11	2.748
002311.XSHE	海大集团	2020-07-11	1.63
002330.XSHE	得利斯	2020-07-11	0.062
002329.XSHE	皇氏集团	2020-07-11	0.146
002385.XSHE	大北农	2020-07-11	1.16
300087.XSHE	荃银高科	2020-07-11	0.173
