code	display_name	date	weight
000028.XSHE	国药一致	2020-07-11	0.213
000078.XSHE	海王生物	2020-07-11	0.221
000150.XSHE	宜华健康	2020-07-11	0.06
000403.XSHE	双林生物	2020-07-11	0.323
000423.XSHE	东阿阿胶	2020-07-11	0.521
000513.XSHE	丽珠集团	2020-07-11	0.566
000516.XSHE	国际医学	2020-07-11	0.203
000538.XSHE	云南白药	2020-07-11	1.522
000566.XSHE	海南海药	2020-07-11	0.21
000590.XSHE	启迪古汉	2020-07-11	0.046
000597.XSHE	东北制药	2020-07-11	0.112
000623.XSHE	吉林敖东	2020-07-11	0.465
000650.XSHE	仁和药业	2020-07-11	0.165
000661.XSHE	长春高新	2020-07-11	3.917
000710.XSHE	贝瑞基因	2020-07-11	0.404
000739.XSHE	普洛药业	2020-07-11	0.436
000756.XSHE	新华制药	2020-07-11	0.07
000766.XSHE	通化金马	2020-07-11	0.089
000788.XSHE	北大医药	2020-07-11	0.079
000790.XSHE	华神科技	2020-07-11	0.076
000813.XSHE	德展健康	2020-07-11	0.177
000908.XSHE	景峰医药	2020-07-11	0.078
000915.XSHE	山大华特	2020-07-11	0.195
000919.XSHE	金陵药业	2020-07-11	0.064
000931.XSHE	中关村	2020-07-11	0.17
000950.XSHE	重药控股	2020-07-11	0.083
000963.XSHE	华东医药	2020-07-11	0.703
000989.XSHE	九芝堂	2020-07-11	0.139
000999.XSHE	华润三九	2020-07-11	0.363
002001.XSHE	新和成	2020-07-11	1.192
600055.XSHG	万东医疗	2020-07-11	0.165
600056.XSHG	中国医药	2020-07-11	0.24
600062.XSHG	华润双鹤	2020-07-11	0.219
600079.XSHG	人福医药	2020-07-11	0.819
600085.XSHG	同仁堂	2020-07-11	0.473
600090.XSHG	*ST济堂	2020-07-11	0.08
600129.XSHG	太极集团	2020-07-11	0.175
600161.XSHG	天坛生物	2020-07-11	0.753
600195.XSHG	中牧股份	2020-07-11	0.262
600196.XSHG	复星医药	2020-07-11	1.297
600201.XSHG	生物股份	2020-07-11	0.996
600211.XSHG	西藏药业	2020-07-11	0.251
600216.XSHG	浙江医药	2020-07-11	0.413
600222.XSHG	太龙药业	2020-07-11	0.086
600252.XSHG	中恒集团	2020-07-11	0.283
600267.XSHG	海正药业	2020-07-11	0.264
600276.XSHG	恒瑞医药	2020-07-11	10.037
600285.XSHG	羚锐制药	2020-07-11	0.135
600299.XSHG	安迪苏	2020-07-11	0.115
