code	display_name	date	weight
603648.XSHG	畅联股份	2018-10-15	0.017
603139.XSHG	康惠制药	2018-10-15	0.006
603138.XSHG	海量数据	2018-10-15	0.011
603136.XSHG	天目湖	2018-10-15	0.008
603131.XSHG	上海沪工	2018-10-15	0.01
600781.XSHG	辅仁药业	2018-10-15	0.034
603133.XSHG	碳元科技	2018-10-15	0.012
600780.XSHG	通宝能源	2018-10-15	0.014
601360.XSHG	三六零	2018-10-15	0.569
603737.XSHG	三棵树	2018-10-15	0.02
601866.XSHG	中远海发	2018-10-15	0.063
603733.XSHG	仙鹤股份	2018-10-15	0.044
603730.XSHG	岱美股份	2018-10-15	0.031
601869.XSHG	长飞光纤	2018-10-15	0.071
603738.XSHG	泰晶科技	2018-10-15	0.008
603229.XSHG	奥翔药业	2018-10-15	0.008
603228.XSHG	景旺电子	2018-10-15	0.08
603223.XSHG	恒通股份	2018-10-15	0.008
603222.XSHG	济民制药	2018-10-15	0.012
603225.XSHG	新凤鸣	2018-10-15	0.065
603227.XSHG	雪峰科技	2018-10-15	0.009
603226.XSHG	菲林格尔	2018-10-15	0.007
603919.XSHG	金徽酒	2018-10-15	0.019
601388.XSHG	怡球资源	2018-10-15	0.017
603917.XSHG	合力科技	2018-10-15	0.007
603916.XSHG	苏博特	2018-10-15	0.015
603912.XSHG	佳力图	2018-10-15	0.01
603355.XSHG	莱克电气	2018-10-15	0.037
603822.XSHG	嘉澳环保	2018-10-15	0.006
603357.XSHG	设计总院	2018-10-15	0.021
603356.XSHG	华菱精工	2018-10-15	0.007
603826.XSHG	坤彩科技	2018-10-15	0.02
603825.XSHG	华扬联众	2018-10-15	0.013
603829.XSHG	洛凯股份	2018-10-15	0.006
603828.XSHG	柯利达	2018-10-15	0.012
603359.XSHG	东珠生态	2018-10-15	0.02
603358.XSHG	华达科技	2018-10-15	0.014
600933.XSHG	爱柯迪	2018-10-15	0.028
600936.XSHG	广西广电	2018-10-15	0.026
600939.XSHG	重庆建工	2018-10-15	0.031
601188.XSHG	龙江交通	2018-10-15	0.015
601186.XSHG	中国铁建	2018-10-15	0.421
600857.XSHG	宁波中百	2018-10-15	0.007
600856.XSHG	中天能源	2018-10-15	0.02
600855.XSHG	航天长峰	2018-10-15	0.013
600854.XSHG	春兰股份	2018-10-15	0.007
600853.XSHG	龙建股份	2018-10-15	0.008
600851.XSHG	海欣股份	2018-10-15	0.021
600850.XSHG	华东电脑	2018-10-15	0.028
600859.XSHG	王府井	2018-10-15	0.043
600858.XSHG	银座股份	2018-10-15	0.01
601678.XSHG	滨化股份	2018-10-15	0.03
601677.XSHG	明泰铝业	2018-10-15	0.02
601699.XSHG	潞安环能	2018-10-15	0.083
600581.XSHG	八一钢铁	2018-10-15	0.026
600580.XSHG	卧龙电气	2018-10-15	0.033
600583.XSHG	海油工程	2018-10-15	0.092
600582.XSHG	天地科技	2018-10-15	0.054
600585.XSHG	海螺水泥	2018-10-15	0.513
600584.XSHG	长电科技	2018-10-15	0.07
600587.XSHG	新华医疗	2018-10-15	0.017
600586.XSHG	金晶科技	2018-10-15	0.017
600589.XSHG	广东榕泰	2018-10-15	0.011
600588.XSHG	用友网络	2018-10-15	0.183
600611.XSHG	大众交通	2018-10-15	0.021
600610.XSHG	*ST毅达	2018-10-15	0.004
600613.XSHG	神奇制药	2018-10-15	0.01
600612.XSHG	老凤祥	2018-10-15	0.037
600615.XSHG	丰华股份	2018-10-15	0.006
600614.XSHG	鹏起科技	2018-10-15	0.023
600617.XSHG	国新能源	2018-10-15	0.019
600616.XSHG	金枫酒业	2018-10-15	0.01
600619.XSHG	海立股份	2018-10-15	0.024
600618.XSHG	氯碱化工	2018-10-15	0.019
601218.XSHG	吉鑫科技	2018-10-15	0.009
601212.XSHG	白银有色	2018-10-15	0.095
601211.XSHG	国泰君安	2018-10-15	0.38
601216.XSHG	君正集团	2018-10-15	0.092
600039.XSHG	四川路桥	2018-10-15	0.045
600038.XSHG	中直股份	2018-10-15	0.077
600031.XSHG	三一重工	2018-10-15	0.24
600030.XSHG	中信证券	2018-10-15	0.543
600033.XSHG	福建高速	2018-10-15	0.028
600035.XSHG	楚天高速	2018-10-15	0.019
600037.XSHG	歌华有线	2018-10-15	0.046
