code	display_name	date	weight
000009.XSHE	中国宝安	2020-07-11	1.113
000035.XSHE	中国天楹	2020-07-11	0.993
000400.XSHE	许继电气	2020-07-11	0.944
000591.XSHE	太阳能	2020-07-11	0.97
000598.XSHE	兴蓉环境	2020-07-11	0.922
000690.XSHE	宝新能源	2020-07-11	0.938
000826.XSHE	启迪环境	2020-07-11	0.919
000967.XSHE	盈峰环境	2020-07-11	0.924
600008.XSHG	首创股份	2020-07-11	0.934
600021.XSHG	上海电力	2020-07-11	0.95
600068.XSHG	葛洲坝	2020-07-11	0.934
600089.XSHG	特变电工	2020-07-11	0.916
600116.XSHG	三峡水利	2020-07-11	1.019
600217.XSHG	中再资环	2020-07-11	0.898
600312.XSHG	平高电气	2020-07-11	0.936
600323.XSHG	瀚蓝环境	2020-07-11	0.917
600388.XSHG	龙净环保	2020-07-11	0.949
600406.XSHG	国电南瑞	2020-07-11	1.002
600438.XSHG	通威股份	2020-07-11	1.117
600483.XSHG	福能股份	2020-07-11	1.044
600487.XSHG	亨通光电	2020-07-11	0.933
600517.XSHG	国网英大	2020-07-11	0.939
600549.XSHG	厦门钨业	2020-07-11	0.929
600563.XSHG	法拉电子	2020-07-11	1.077
600674.XSHG	川投能源	2020-07-11	0.978
600703.XSHG	三安光电	2020-07-11	0.932
600869.XSHG	智慧能源	2020-07-11	0.929
600874.XSHG	创业环保	2020-07-11	0.936
600875.XSHG	东方电气	2020-07-11	0.93
600884.XSHG	杉杉股份	2020-07-11	1.294
600886.XSHG	国投电力	2020-07-11	0.955
600900.XSHG	长江电力	2020-07-11	1.006
002028.XSHE	思源电气	2020-07-11	1.07
600482.XSHG	中国动力	2020-07-11	0.917
002056.XSHE	横店东磁	2020-07-11	0.995
002074.XSHE	国轩高科	2020-07-11	0.892
002080.XSHE	中材科技	2020-07-11	1.03
002129.XSHE	中环股份	2020-07-11	1.067
002202.XSHE	金风科技	2020-07-11	0.934
002266.XSHE	浙富控股	2020-07-11	0.908
601727.XSHG	上海电气	2020-07-11	0.939
002506.XSHE	协鑫集成	2020-07-11	0.95
002310.XSHE	东方园林	2020-07-11	0.931
300001.XSHE	特锐德	2020-07-11	0.975
300014.XSHE	亿纬锂能	2020-07-11	1.174
601877.XSHG	正泰电器	2020-07-11	0.99
002340.XSHE	格林美	2020-07-11	1.044
300037.XSHE	新宙邦	2020-07-11	1.187
601179.XSHG	中国西电	2020-07-11	0.912
300068.XSHE	南都电源	2020-07-11	0.947
002459.XSHE	晶澳科技	2020-07-11	1.183
300073.XSHE	当升科技	2020-07-11	1.083
300070.XSHE	碧水源	2020-07-11	0.963
300072.XSHE	三聚环保	2020-07-11	0.977
601012.XSHG	隆基股份	2020-07-11	1.213
002466.XSHE	天齐锂业	2020-07-11	0.944
002460.XSHE	赣锋锂业	2020-07-11	1.016
300118.XSHE	东方日升	2020-07-11	1.097
002531.XSHE	天顺风能	2020-07-11	0.955
300203.XSHE	聚光科技	2020-07-11	0.93
300207.XSHE	欣旺达	2020-07-11	1.078
601222.XSHG	林洋能源	2020-07-11	0.982
300232.XSHE	洲明科技	2020-07-11	0.912
002745.XSHE	木林森	2020-07-11	1.149
002617.XSHE	露笑科技	2020-07-11	0.896
300274.XSHE	阳光电源	2020-07-11	1.139
300296.XSHE	利亚德	2020-07-11	0.964
002665.XSHE	首航高科	2020-07-11	0.885
300316.XSHE	晶盛机电	2020-07-11	1.049
002709.XSHE	天赐材料	2020-07-11	1.088
601016.XSHG	节能风电	2020-07-11	0.937
603806.XSHG	福斯特	2020-07-11	1.194
300376.XSHE	易事特	2020-07-11	1.006
300365.XSHE	恒华科技	2020-07-11	0.938
601865.XSHG	福莱特	2020-07-11	1.252
601985.XSHG	中国核电	2020-07-11	0.943
300495.XSHE	美尚生态	2020-07-11	0.839
603421.XSHG	鼎信通讯	2020-07-11	0.983
603515.XSHG	欧普照明	2020-07-11	0.97
603799.XSHG	华友钴业	2020-07-11	1.039
601611.XSHG	中国核建	2020-07-11	0.938
603568.XSHG	伟明环保	2020-07-11	0.999
300450.XSHE	先导智能	2020-07-11	0.986
300457.XSHE	赢合科技	2020-07-11	0.988
603218.XSHG	日月股份	2020-07-11	1.041
300682.XSHE	朗新科技	2020-07-11	0.96
002850.XSHE	科达利	2020-07-11	1.119
300618.XSHE	寒锐钴业	2020-07-11	1.142
603659.XSHG	璞泰来	2020-07-11	1.02
600025.XSHG	华能水电	2020-07-11	0.973
601330.XSHG	绿色动力	2020-07-11	0.942
601200.XSHG	上海环境	2020-07-11	0.942
300724.XSHE	捷佳伟创	2020-07-11	1.135
300751.XSHE	迈为股份	2020-07-11	1.138
300776.XSHE	帝尔激光	2020-07-11	1.019
300750.XSHE	宁德时代	2020-07-11	1.094
601615.XSHG	明阳智能	2020-07-11	0.958
002973.XSHE	侨银环保	2020-07-11	0.986
003816.XSHE	中国广核	2020-07-11	0.953
300815.XSHE	玉禾田	2020-07-11	1.022
