开始日期	结束日期	开始	结束	幅度	持有期
2011/08/02	2012/01/16	7022.33	5282.9	-24.77%	167
2012/01/16	2012/07/13	5282.9	6688.43	26.61%	179
2012/07/13	2012/12/03	6688.43	4867.02	-27.23%	143
2012/12/03	2013/10/21	4867.02	6231.41	28.03%	322
2013/10/21	2014/06/19	6231.41	5088.16	-18.35%	241
2014/06/19	2015/06/12	5088.16	12316.64	142.06%	358
2015/06/12	2015/07/08	12316.64	7701.75	-37.47%	26
2015/07/08	2015/07/23	7701.75	9783.85	27.03%	15
2015/07/23	2015/09/15	9783.85	7136.35	-27.06%	54
2015/09/15	2015/12/22	7136.35	9249.76	29.61%	98
2015/12/22	2016/01/28	9249.76	6706.73	-27.49%	37
2016/01/28	2018/01/23	6706.73	12235.15	82.43%	726
2018/01/23	2018/03/28	12235.15	10282.24	-15.96%	64
2018/03/28	2018/06/05	10282.24	11934.56	16.07%	69
2018/06/05	2018/10/30	11934.56	8122.75	-31.94%	147
2018/10/30	2019/10/11	8122.75	13887.42	70.97%	346
