开始日期	结束日期	开始	结束	幅度	持有期
1991/08/12	1992/02/12	510.0	644.92	26.45%	184
1992/02/12	1992/06/26	644.92	547.84	-15.05%	135
1992/06/26	1996/06/05	547.84	1249.15	128.01%	1440
1996/06/05	1996/07/24	1249.15	1042.37	-16.55%	49
1996/07/24	1998/07/20	1042.37	2014.25	93.24%	726
1998/07/20	1998/08/31	2014.25	1499.25	-25.57%	42
1998/08/31	1998/09/23	1499.25	1760.27	17.41%	23
1998/09/23	1998/10/08	1760.27	1419.12	-19.38%	15
1998/10/08	2000/03/10	1419.12	5048.62	255.76%	519
2000/03/10	2000/04/14	5048.62	3321.29	-34.21%	35
2000/04/14	2000/05/01	3321.29	3958.08	19.17%	17
2000/05/01	2000/05/23	3958.08	3164.55	-20.05%	22
2000/05/23	2000/07/17	3164.55	4274.67	35.08%	55
2000/07/17	2000/11/30	4274.67	2597.93	-39.23%	136
2000/11/30	2000/12/11	2597.93	3015.1	16.06%	11
2000/12/11	2001/01/02	3015.1	2291.86	-23.99%	22
2001/01/02	2001/01/24	2291.86	2859.15	24.75%	22
2001/01/24	2001/04/04	2859.15	1638.8	-42.68%	70
2001/04/04	2001/05/22	1638.8	2313.85	41.19%	48
2001/05/22	2001/09/21	2313.85	1423.19	-38.49%	122
2001/09/21	2002/01/04	1423.19	2059.38	44.7%	105
2002/01/04	2002/08/05	2059.38	1206.01	-41.44%	213
2002/08/05	2002/08/22	1206.01	1422.95	17.99%	17
2002/08/22	2002/10/09	1422.95	1114.11	-21.7%	48
2002/10/09	2004/01/26	1114.11	2153.83	93.32%	474
2004/01/26	2004/08/12	2153.83	1752.49	-18.63%	199
2004/08/12	2007/10/31	1752.49	2859.12	63.15%	1175
2007/10/31	2008/03/10	2859.12	2169.34	-24.13%	131
2008/03/10	2008/06/05	2169.34	2549.94	17.54%	87
2008/06/05	2008/10/27	2549.94	1505.9	-40.94%	144
2008/10/27	2008/11/04	1505.9	1780.12	18.21%	8
2008/11/04	2008/11/20	1780.12	1316.12	-26.07%	16
2008/11/20	2009/01/06	1316.12	1652.38	25.55%	47
2009/01/06	2009/03/09	1652.38	1268.64	-23.22%	62
2009/03/09	2010/04/23	1268.64	2530.15	99.44%	410
2010/04/23	2010/07/02	2530.15	2091.79	-17.33%	70
2010/07/02	2011/04/29	2091.79	2873.54	37.37%	301
2011/04/29	2011/10/03	2873.54	2335.83	-18.71%	157
2011/10/03	2015/07/20	2335.83	5218.86	123.43%	1386
2015/07/20	2016/02/11	5218.86	4266.84	-18.24%	206
2016/02/11	2018/08/29	4266.84	8109.69	90.06%	930
2018/08/29	2018/12/24	8109.69	6192.92	-23.64%	117
2018/12/24	2019/10/10	6192.92	7950.78	28.38%	290
