开始日期	结束日期	开始	结束	幅度	持有期
1987/04/21	1989/12/29	23886.1	38915.87	62.92%	983
1989/12/29	1990/04/02	38915.87	28002.07	-28.04%	94
1990/04/02	1990/06/07	28002.07	33192.5	18.54%	66
1990/06/07	1990/10/01	33192.5	20221.86	-39.08%	116
1990/10/01	1991/03/18	20221.86	27146.91	34.25%	168
1991/03/18	1991/08/19	27146.91	21456.76	-20.96%	154
1991/08/19	1991/10/31	21456.76	25222.28	17.55%	73
1991/10/31	1992/08/18	25222.28	14309.41	-43.27%	292
1992/08/18	1992/09/10	14309.41	18908.47	32.14%	23
1992/09/10	1992/11/17	18908.47	15993.48	-15.42%	68
1992/11/17	1993/09/13	15993.48	21148.11	32.23%	300
1993/09/13	1993/11/29	21148.11	16078.71	-23.97%	77
1993/11/29	1994/06/13	16078.71	21552.81	34.05%	196
1994/06/13	1995/07/03	21552.81	14485.41	-32.79%	385
1995/07/03	1996/06/26	14485.41	22666.8	56.48%	359
1996/06/26	1997/01/10	22666.8	17303.65	-23.66%	198
1997/01/10	1997/06/16	17303.65	20681.07	19.52%	157
1997/06/16	1998/01/12	20681.07	14664.44	-29.09%	210
1998/01/12	1998/03/02	14664.44	17264.34	17.73%	49
1998/03/02	1998/10/09	17264.34	12879.97	-25.4%	221
1998/10/09	2000/04/12	12879.97	20833.21	61.75%	551
2000/04/12	2001/03/13	20833.21	11819.7	-43.27%	335
2001/03/13	2001/05/07	11819.7	14529.41	22.93%	55
2001/05/07	2001/09/17	14529.41	9504.41	-34.59%	133
2001/09/17	2002/05/23	9504.41	11979.85	26.05%	248
2002/05/23	2003/04/28	11979.85	7607.88	-36.49%	340
2003/04/28	2006/04/07	7607.88	17563.37	130.86%	1075
2006/04/07	2006/06/13	17563.37	14218.6	-19.04%	67
2006/06/13	2007/07/09	14218.6	18261.98	28.44%	391
2007/07/09	2008/03/17	18261.98	11787.51	-35.45%	252
2008/03/17	2008/06/06	11787.51	14489.44	22.92%	81
2008/06/06	2008/10/10	14489.44	8276.43	-42.88%	126
2008/10/10	2008/10/15	8276.43	9547.47	15.36%	5
2008/10/15	2008/10/27	9547.47	7162.9	-24.98%	12
2008/10/27	2008/11/05	7162.9	9521.24	32.92%	9
2008/11/05	2008/11/20	9521.24	7703.04	-19.1%	15
2008/11/20	2009/01/07	7703.04	9239.24	19.94%	48
2009/01/07	2009/03/10	9239.24	7054.98	-23.64%	62
2009/03/10	2010/04/05	7054.98	11339.3	60.73%	391
2010/04/05	2010/08/31	11339.3	8824.06	-22.18%	148
2010/08/31	2011/02/21	8824.06	10857.53	23.04%	174
2011/02/21	2011/03/15	10857.53	8605.15	-20.74%	22
2011/03/15	2011/07/08	8605.15	10137.73	17.81%	115
2011/07/08	2011/11/25	10137.73	8160.01	-19.51%	140
2011/11/25	2012/03/27	8160.01	10255.15	25.68%	123
2012/03/27	2012/06/04	10255.15	8295.63	-19.11%	69
2012/06/04	2013/05/22	8295.63	15627.26	88.38%	352
2013/05/22	2013/06/13	15627.26	12445.38	-20.36%	22
2013/06/13	2015/06/24	12445.38	20868.03	67.68%	741
2015/06/24	2015/09/29	20868.03	16930.84	-18.87%	97
2015/09/29	2015/12/01	16930.84	20012.4	18.2%	63
2015/12/01	2016/02/12	20012.4	14952.61	-25.28%	73
2016/02/12	2018/10/02	14952.61	24270.62	62.32%	963
2018/10/02	2018/12/25	24270.62	19155.74	-21.07%	84
2018/12/25	2019/10/11	19155.74	21771.5	13.66%	290
