2001/1/3,6434.96
2001/1/4,6376.54
2001/1/5,6382.31
2001/1/8,6392.17
2001/1/9,6404.52
2001/1/10,6320.07
2001/1/11,6465.21
2001/1/12,6490.03
2001/1/15,6522.87
2001/1/16,6502.89
2001/1/17,6653.38
2001/1/18,6635.76
2001/1/19,6651.53
2001/1/22,6675.00
2001/1/23,6722.41
2001/1/24,6706.67
2001/1/25,6727.49
2001/1/26,6695.20
2001/1/29,6750.96
2001/1/30,6739.30
2001/1/31,6795.14
2001/2/1,6704.68
2001/2/2,6638.20
2001/2/5,6628.07
2001/2/6,6693.03
2001/2/7,6578.96
2001/2/8,6636.81
2001/2/9,6497.07
2001/2/12,6564.91
2001/2/13,6557.93
2001/2/14,6479.87
2001/2/15,6591.67
2001/2/16,6439.26
2001/2/19,6472.21
2001/2/20,6451.57
2001/2/21,6347.99
2001/2/22,6277.99
2001/2/23,6075.34
2001/2/26,6189.07
2001/2/27,6220.48
2001/2/28,6208.24
2001/3/1,6123.38
2001/3/2,6159.02
2001/3/5,6216.38
2001/3/6,6284.06
2001/3/7,6305.64
2001/3/8,6267.06
2001/3/9,6204.42
2001/3/12,6046.56
2001/3/13,5962.93
2001/3/14,5794.12
2001/3/15,5889.95
2001/3/16,5734.49
2001/3/19,5657.29
2001/3/20,5782.16
2001/3/21,5622.09
2001/3/22,5388.02
2001/3/23,5544.67
2001/3/26,5726.97
2001/3/27,5938.21
2001/3/28,5817.52
2001/3/29,5879.30
2001/3/30,5829.95
2001/4/2,5760.76
2001/4/3,5553.46
2001/4/4,5597.66
2001/4/5,5773.34
2001/4/6,5698.88
2001/4/9,5781.01
2001/4/10,5913.84
2001/4/11,5951.16
2001/4/12,6002.30
2001/4/17,5935.58
2001/4/18,6164.88
2001/4/19,6181.91
2001/4/20,6127.97
2001/4/23,6051.48
2001/4/24,6124.57
2001/4/25,6115.19
2001/4/26,6123.66
2001/4/27,6175.24
2001/4/30,6264.51
2001/5/2,6213.84
2001/5/3,6089.17
2001/5/4,6138.28
2001/5/7,6122.62
2001/5/8,6108.72
2001/5/9,6063.94
2001/5/10,6165.18
2001/5/11,6141.02
2001/5/14,6064.68
2001/5/15,6070.38
2001/5/16,6148.44
