	date	value	pe	pb
0	2005/01/05	118.0	31.17	1.94
1	2005/01/06	118.0	30.88	1.92
2	2005/01/07	118.0	30.99	1.93
3	2005/01/10	118.0	31.25	1.94
4	2005/01/11	118.0	31.28	1.95
5	2005/01/12	118.0	31.22	1.95
6	2005/01/13	118.0	31.22	1.95
7	2005/01/14	118.0	31.03	1.94
8	2005/01/17	118.0	30.24	1.89
9	2005/01/18	118.0	30.64	1.92
10	2005/01/19	118.0	30.4	1.91
11	2005/01/20	118.0	29.96	1.88
12	2005/01/21	118.0	30.53	1.92
13	2005/01/24	118.0	31.04	1.95
14	2005/01/25	118.0	30.83	1.94
15	2005/01/26	118.0	30.5	1.92
16	2005/01/27	118.0	30.04	1.89
17	2005/01/28	118.0	29.53	1.84
18	2005/01/31	118.0	28.88	1.77
19	2005/02/01	118.0	28.61	1.75
20	2005/02/02	118.0	30.03	1.84
21	2005/02/03	118.0	29.51	1.8
22	2005/02/04	118.0	29.86	1.83
23	2005/02/16	118.0	30.2	1.85
24	2005/02/17	118.0	30.6	1.87
25	2005/02/18	118.0	30.29	1.85
26	2005/02/21	118.0	30.81	1.88
27	2005/02/22	118.0	31.61	1.92
28	2005/02/23	118.0	31.89	1.94
29	2005/02/24	118.0	31.99	1.95
30	2005/02/25	118.0	32.12	1.96
31	2005/02/28	118.0	32.04	1.95
32	2005/03/01	118.0	31.92	1.97
33	2005/03/02	118.0	31.12	1.94
34	2005/03/03	118.0	31.24	1.94
35	2005/03/04	118.0	31.01	1.93
36	2005/03/07	118.0	31.45	1.94
37	2005/03/08	118.0	32.64	1.97
38	2005/03/09	118.0	32.72	1.98
39	2005/03/10	118.0	32.28	1.93
40	2005/03/11	118.0	32.23	1.93
41	2005/03/14	118.0	32.29	1.91
42	2005/03/15	118.0	31.88	1.9
43	2005/03/16	118.0	31.61	1.89
44	2005/03/17	118.0	31.53	1.86
45	2005/03/18	118.0	30.85	1.82
46	2005/03/21	118.0	31.69	1.82
47	2005/03/22	118.0	30.95	1.76
48	2005/03/23	118.0	31.08	1.76
49	2005/03/24	118.0	31.41	1.79
50	2005/03/25	118.0	31.39	1.8
51	2005/03/28	118.0	31.64	1.79
52	2005/03/29	118.0	31.82	1.78
53	2005/03/30	118.0	31.25	1.73
54	2005/03/31	118.0	31.54	1.69
55	2005/04/01	118.0	32.46	1.74
56	2005/04/04	118.0	31.79	1.71
57	2005/04/05	118.0	31.39	1.69
58	2005/04/06	118.0	31.8	1.71
59	2005/04/07	118.0	32.57	1.75
60	2005/04/08	118.0	33.37	1.79
61	2005/04/11	118.0	33.48	1.79
