	date	value	pe	pb
0	2005/01/05	257.0	28.18	1.91
1	2005/01/06	257.0	27.96	1.9
2	2005/01/07	257.0	28.16	1.91
3	2005/01/10	257.0	28.45	1.93
4	2005/01/11	257.0	28.53	1.94
5	2005/01/12	257.0	28.5	1.94
6	2005/01/13	257.0	28.51	1.94
7	2005/01/14	257.0	28.22	1.92
8	2005/01/17	257.0	27.56	1.87
9	2005/01/18	257.0	27.82	1.9
10	2005/01/19	257.0	27.76	1.9
11	2005/01/20	257.0	27.33	1.87
12	2005/01/21	257.0	27.96	1.91
13	2005/01/24	257.0	28.49	1.94
14	2005/01/25	257.0	28.27	1.93
15	2005/01/26	257.0	28.05	1.91
16	2005/01/27	257.0	27.57	1.88
17	2005/01/28	257.0	27.07	1.84
18	2005/01/31	257.0	26.17	1.77
19	2005/02/01	257.0	25.81	1.74
20	2005/02/02	257.0	27.43	1.84
21	2005/02/03	257.0	27.0	1.8
22	2005/02/04	257.0	27.8	1.84
23	2005/02/16	257.0	28.01	1.86
24	2005/02/17	257.0	28.06	1.87
25	2005/02/18	257.0	27.84	1.85
26	2005/02/21	257.0	28.33	1.89
27	2005/02/22	257.0	29.08	1.94
28	2005/02/23	257.0	29.44	1.96
29	2005/02/24	257.0	29.63	1.97
30	2005/02/25	257.0	29.48	1.97
31	2005/02/28	257.0	29.35	1.96
32	2005/03/01	257.0	29.2	1.96
33	2005/03/02	257.0	28.72	1.93
34	2005/03/03	257.0	28.82	1.94
35	2005/03/04	257.0	28.65	1.92
36	2005/03/07	257.0	28.89	1.93
37	2005/03/08	257.0	29.52	1.97
38	2005/03/09	257.0	29.6	1.97
39	2005/03/10	257.0	28.96	1.92
40	2005/03/11	257.0	29.02	1.92
41	2005/03/14	257.0	28.86	1.91
42	2005/03/15	257.0	28.48	1.88
43	2005/03/16	257.0	28.28	1.87
44	2005/03/17	257.0	27.88	1.84
45	2005/03/18	257.0	27.78	1.81
46	2005/03/21	257.0	27.94	1.81
47	2005/03/22	257.0	27.16	1.74
48	2005/03/23	257.0	27.21	1.74
49	2005/03/24	257.0	27.49	1.76
50	2005/03/25	256.0	27.87	1.76
51	2005/03/28	256.0	27.75	1.74
52	2005/03/29	256.0	27.5	1.73
53	2005/03/30	256.0	26.56	1.67
54	2005/03/31	256.0	26.93	1.65
55	2005/04/01	256.0	27.69	1.7
56	2005/04/04	256.0	27.11	1.67
57	2005/04/05	256.0	26.9	1.66
58	2005/04/06	256.0	27.3	1.67
59	2005/04/07	256.0	27.83	1.7
60	2005/04/08	256.0	28.39	1.73
61	2005/04/11	256.0	28.31	1.73
62	2005/04/12	256.0	27.78	1.7
63	2005/04/13	256.0	28.64	1.74
64	2005/04/14	256.0	28.38	1.72
65	2005/04/15	256.0	27.61	1.66
66	2005/04/18	257.0	27.19	1.63
67	2005/04/19	257.0	27.1	1.64
68	2005/04/20	257.0	26.84	1.6
69	2005/04/21	257.0	26.42	1.56
70	2005/04/22	257.0	25.87	1.53
71	2005/04/25	257.0	25.27	1.5
72	2005/04/26	257.0	25.68	1.54
73	2005/04/27	258.0	25.24	1.51
74	2005/04/28	258.0	25.54	1.54
75	2005/04/29	259.0	25.59	1.52
76	2005/05/09	259.0	24.83	1.46
77	2005/05/10	259.0	24.87	1.46
78	2005/05/11	259.0	24.55	1.45
79	2005/05/12	259.0	24.48	1.45
80	2005/05/13	259.0	24.74	1.47
81	2005/05/16	259.0	24.71	1.47
82	2005/05/17	259.0	24.95	1.49
83	2005/05/18	260.0	25.15	1.51
84	2005/05/19	260.0	25.22	1.51
85	2005/05/20	260.0	25.01	1.49
86	2005/05/23	261.0	24.11	1.43
87	2005/05/24	261.0	24.49	1.46
88	2005/05/25	261.0	24.61	1.47
89	2005/05/26	261.0	24.39	1.46
90	2005/05/27	261.0	24.18	1.46
91	2005/05/30	261.0	24.41	1.48
92	2005/05/31	262.0	24.37	1.48
93	2005/06/01	262.0	23.85	1.45
94	2005/06/02	262.0	23.51	1.44
95	2005/06/03	263.0	23.36	1.44
96	2005/06/06	263.0	23.68	1.46
97	2005/06/07	263.0	23.73	1.46
98	2005/06/08	263.0	25.56	1.57
99	2005/06/09	263.0	25.86	1.59
100	2005/06/10	263.0	25.31	1.55
101	2005/06/13	263.0	25.62	1.57
102	2005/06/14	263.0	25.07	1.54
103	2005/06/15	263.0	24.4	1.49
104	2005/06/16	263.0	24.7	1.5
105	2005/06/17	263.0	24.65	1.5
106	2005/06/20	263.0	25.45	1.54
107	2005/06/21	263.0	25.34	1.53
108	2005/06/22	263.0	25.48	1.54
109	2005/06/23	263.0	25.15	1.52
110	2005/06/24	263.0	25.22	1.52
111	2005/06/27	263.0	25.98	1.57
112	2005/06/28	263.0	25.55	1.54
113	2005/06/29	263.0	25.36	1.52
114	2005/06/30	263.0	24.7	1.49
115	2005/07/01	263.0	23.86	1.43
