	date	value	pe	pb
0	2005/01/05	271.0	21.18	1.81
1	2005/01/06	271.0	20.88	1.78
2	2005/01/07	271.0	20.89	1.79
3	2005/01/10	271.0	21.06	1.81
4	2005/01/11	271.0	21.12	1.81
5	2005/01/12	271.0	21.19	1.82
6	2005/01/13	271.0	21.18	1.82
7	2005/01/14	271.0	20.96	1.8
8	2005/01/17	271.0	20.41	1.75
9	2005/01/18	271.0	20.56	1.77
10	2005/01/19	271.0	20.39	1.77
11	2005/01/20	271.0	20.07	1.74
12	2005/01/21	271.0	20.57	1.78
13	2005/01/24	271.0	20.94	1.81
14	2005/01/25	271.0	20.88	1.8
15	2005/01/26	271.0	20.78	1.79
16	2005/01/27	271.0	20.5	1.76
17	2005/01/28	271.0	20.33	1.73
18	2005/01/31	271.0	19.8	1.68
19	2005/02/01	271.0	19.68	1.66
20	2005/02/02	271.0	20.74	1.75
21	2005/02/03	271.0	20.38	1.72
22	2005/02/04	271.0	20.91	1.75
23	2005/02/16	271.0	21.15	1.77
24	2005/02/17	271.0	21.11	1.78
25	2005/02/18	271.0	20.8	1.76
26	2005/02/21	271.0	21.13	1.79
27	2005/02/22	271.0	21.65	1.84
28	2005/02/23	271.0	21.7	1.85
29	2005/02/24	271.0	21.8	1.86
30	2005/02/25	271.0	21.83	1.86
31	2005/02/28	271.0	21.78	1.85
32	2005/03/01	271.0	21.65	1.86
33	2005/03/02	271.0	21.28	1.83
34	2005/03/03	271.0	21.44	1.84
35	2005/03/04	271.0	21.18	1.82
36	2005/03/07	271.0	21.31	1.83
37	2005/03/08	271.0	21.68	1.87
38	2005/03/09	271.0	21.81	1.88
39	2005/03/10	271.0	21.24	1.83
40	2005/03/11	271.0	21.3	1.83
41	2005/03/14	271.0	21.43	1.82
42	2005/03/15	271.0	21.1	1.8
43	2005/03/16	271.0	20.88	1.78
44	2005/03/17	271.0	20.54	1.76
45	2005/03/18	271.0	20.15	1.72
46	2005/03/21	271.0	20.23	1.73
47	2005/03/22	270.0	19.61	1.67
48	2005/03/23	270.0	19.59	1.67
49	2005/03/24	270.0	19.77	1.69
50	2005/03/25	270.0	19.72	1.69
51	2005/03/28	270.0	19.63	1.67
52	2005/03/29	270.0	19.62	1.67
53	2005/03/30	270.0	19.08	1.61
54	2005/03/31	270.0	19.18	1.59
55	2005/04/01	270.0	20.0	1.65
56	2005/04/04	270.0	19.64	1.62
