开始日期	结束日期	开始	结束	幅度	持有期
1993/07/15	1993/12/13	3964.65	9452.86	138.43%	151
1993/12/13	1994/07/06	9452.86	4238.57	-55.16%	205
1994/07/06	1994/09/08	4238.57	6585.65	55.37%	64
1994/09/08	1995/11/16	6585.65	2973.86	-54.84%	434
1995/11/16	1997/08/25	2973.86	7499.28	152.17%	648
1997/08/25	1997/10/28	7499.28	3125.97	-58.32%	64
1997/10/28	1997/11/03	3125.97	4420.3	41.41%	6
1997/11/03	1998/01/12	4420.3	1932.69	-56.28%	70
1998/01/12	1998/03/25	1932.69	3294.84	70.48%	72
1998/03/25	1998/08/28	3294.84	1008.68	-69.39%	156
1998/08/28	1998/11/04	1008.68	2128.97	111.06%	68
1998/11/04	1999/01/22	2128.97	1267.97	-40.44%	79
1999/01/22	1999/07/05	1267.97	2778.58	119.14%	164
1999/07/05	2000/03/02	2778.58	1396.2	-49.75%	241
2000/03/02	2000/08/07	1396.2	2413.26	72.84%	158
2000/08/07	2000/12/21	2413.26	1543.27	-36.05%	136
2000/12/21	2001/06/04	1543.27	2562.64	66.05%	165
2001/06/04	2001/09/17	2562.64	1560.55	-39.1%	105
2001/09/17	2004/01/05	1560.55	5391.28	245.47%	840
2004/01/05	2004/05/17	5391.28	3546.25	-34.22%	133
2004/05/17	2007/10/30	3546.25	20400.07	475.26%	1261
2007/10/30	2008/03/20	20400.07	10836.2	-46.88%	142
2008/03/20	2008/05/06	10836.2	14651.29	35.21%	47
2008/05/06	2008/10/27	14651.29	4990.08	-65.94%	174
2008/10/27	2010/11/08	4990.08	14204.13	184.65%	742
2010/11/08	2011/10/04	14204.13	8102.58	-42.96%	330
2011/10/04	2015/05/26	8102.58	14801.94	82.68%	1330
2015/05/26	2016/02/12	14801.94	7505.37	-49.29%	262
2016/02/12	2019/10/11	7505.37	10452.58	39.27%	1337
