开始日期	结束日期	开始	结束	幅度	持有期
2004/01/02	2005/06/03	1011.35	700.43	-30.74%	518
2005/06/03	2007/10/16	700.43	4731.83	575.56%	865
2007/10/16	2008/10/27	4731.83	1305.7	-72.41%	377
2008/10/27	2009/08/03	1305.7	2837.74	117.33%	280
2009/08/03	2012/12/03	2837.74	1532.18	-46.01%	1218
2012/12/03	2013/02/06	1532.18	2078.49	35.66%	65
2013/02/06	2014/03/20	2078.49	1406.91	-32.31%	407
2014/03/20	2015/06/08	1406.91	3458.71	145.84%	445
2015/06/08	2015/08/25	3458.71	1914.05	-44.66%	78
2015/08/25	2019/10/11	1914.05	2983.12	55.85%	1508
