	code	name	market_cap	weight
0		华数传媒		1.259
1		国新健康		3.622
2		智度股份		0.779
3		视觉中国		1.997
4		华闻传媒		1.353
5		中信国安		2.937
6		分众传媒		8.275
7		利欧股份		1.402
8		ST印纪		0.377
9		游族网络		2.286
10		二三四五		3.396
11		天神娱乐		0.572
12		启明星辰		2.858
13		恺英网络		0.939
14		三七互娱		1.597
15		巨人网络		2.415
16		完美世界		2.269
17		网宿科技		3.342
18		华谊兄弟		1.922
19		数知科技		1.599
20		蓝色光标		1.293
21		东方财富		11.769
22		顺网科技		1.493
23		华策影视		1.023
24		捷成股份		1.868
25		光线传媒		1.37
26		掌趣科技		2.003
27		光环新网		3.121
28		芒果超媒		2.371
29		昆仑万维		1.546
30		金科文化		1.174
31		彩讯股份		0.221
32		歌华有线		1.485
33		中文传媒		1.509
34		浙数文化		1.207
35		东方明珠		4.585
36		文投控股		0.658
37		江苏有线		1.958
38		中国电影		2.391
39		山东出版		0.422
40		中南传媒		1.666
41		三六零		1.888
42		皖新传媒		0.861
43		凤凰传媒		1.178
44		中国出版		0.57
45		人民网		2.511
46		横店影视		0.241
47		吉比特		1.337
48		掌阅科技		0.167
49		新华网		0.916
