	code	name	market_cap	weight
0		浦发银行		2.488
1		民生银行		2.957
2		宝钢股份		1.21
3		中国石化		1.34
4		南方航空		0.553
5		中信证券		3.665
6		招商银行		6.574
7		保利地产		1.909
8		中国联通		1.188
9		上汽集团		1.717
10		复星医药		0.563
11		恒瑞医药		3.259
12		万华化学		1.343
13		华夏幸福		1.05
14		贵州茅台		8.063
15		山东黄金		0.434
16		海螺水泥		1.435
17		绿地控股		0.517
18		青岛海尔		1.176
19		三安光电		0.675
20		伊利股份		3.324
21		大秦铁路		0.932
22		中国神华		0.729
23		工业富联		0.328
24		兴业银行		4.255
25		北京银行		1.724
26		中国铁建		0.995
27		国泰君安		1.707
28		上海银行		1.23
29		农业银行		2.685
30		中国平安		15.693
31		交通银行		3.221
32		新华保险		0.842
33		三六零		0.197
34		中国中铁		1.018
35		工商银行		2.257
36		中国太保		2.01
37		中国人寿		0.886
38		中国建筑		2.414
39		华泰证券		1.375
40		中国中车		1.664
41		中国交建		0.552
42		光大银行		1.227
43		中国石油		1.156
44		中国国旅		1.285
45		建设银行		0.877
46		中国银行		1.493
47		中国重工		1.004
48		药明康德		0.185
49		洛阳钼业		0.619
