	code	name	market_cap	weight
0		深粮控股		0.164
1		京粮控股		0.094
2		泸州老窖		2.896
3		古井贡酒		0.735
4		西王食品		0.189
5		燕京啤酒		0.537
6		罗牛山		0.677
7		中百集团		0.088
8		酒鬼酒		0.349
9		承德露露		0.315
10		五粮液		10.951
11		顺鑫农业		1.438
12		张裕A		0.258
13		新希望		1.665
14		双汇发展		1.52
15		中粮生化		0.57
16		隆平高科		0.849
17		登海种业		0.137
18		云南能投		0.121
19		ST东海洋		0.144
20		青岛金王		0.18
21		天邦股份		0.602
22		正邦科技		1.144
23		三全食品		0.193
24		天宝食品		0.072
25		民和股份		0.276
26		新华都		0.161
27		圣农发展		0.733
28		洋河股份		4.669
29		海大集团		1.324
30		华英农业		0.164
31		皇氏集团		0.127
32		得利斯		0.053
33		人人乐		0.051
34		大北农		0.672
35		益生股份		0.282
36		珠江啤酒		0.118
37		雏鹰农牧		0.222
38		双塔食品		0.174
39		大康农业		0.354
40		涪陵榨菜		0.873
41		中顺洁柔		0.362
42		金字火腿		0.178
43		洽洽食品		0.388
44		唐人神		0.327
45		百润股份		0.232
46		好想你		0.189
47		青青稞酒		0.141
48		加加食品		0.168
49		克明面业		0.205
50		煌上煌		0.157
51		百洋股份		0.098
52		红旗连锁		0.37
53		牧原股份		2.352
54		龙大肉食		0.162
55		仙坛股份		0.213
56		科迪乳业		0.118
57		众兴菌业		0.123
58		华统股份		0.151
59		盐津铺子		0.062
60		道道全		0.11
61		中宠股份		0.087
62		康旗股份		0.102
63		国联水产		0.14
64		晨光生物		0.16
65		汤臣倍健		1.196
66		神农基因		0.279
67		温氏股份		8.97
68		雪榕生物		0.108
69		佩蒂股份		0.119
70		华宝股份		0.168
71		古越龙山		0.233
72		上海梅林		0.347
73		中葡股份		0.131
74		亚盛集团		0.357
75		重庆啤酒		0.507
76		华资实业		0.083
77		伊力特		0.337
78		金种子酒		0.181
79		冠农股份		0.171
80		安琪酵母		0.795
81		维维股份		0.207
82		恒顺醋业		0.383
83		上海家化		0.63
84		敦煌种业		0.101
85		华联综超		0.109
86		青海春天		0.11
87		天润乳业		0.099
88		通威股份		1.402
89		瑞贝卡		0.175
90		好当家		0.151
91		贵州茅台		10.398
92		老白干酒		0.369
93		光明乳业		0.361
94		北大荒		0.409
95		青岛啤酒		0.892
96		金枫酒业		0.132
97		舍得酒业		0.516
98		新华锦		0.087
99		中粮糖业		0.548
100		水井坊		0.912
101		山西汾酒		0.933
102		东方集团		0.741
103		百联股份		0.485
104		中炬高新		1.212
105		梅花生物		0.672
106		伊利股份		9.06
107		湖南盐业		0.102
108		新五丰		0.261
109		三江购物		0.171
110		永辉超市		1.965
111		苏垦农发		0.187
112		千禾味业		0.187
113		广州酒家		0.289
114		倍加洁		0.05
115		养元饮品		0.207
116		迎驾贡酒		0.259
117		海天味业		4.173
118		宏辉果蔬		0.079
119		安井食品		0.209
120		傲农生物		0.107
121		今世缘		0.855
122		绝味食品		0.479
123		口子窖		1.163
124		珀莱雅		0.249
125		禾丰牧业		0.158
126		拉芳家化		0.095
127		家家悦		0.274
128		香飘飘		0.083
129		来伊份		0.094
130		威龙股份		0.079
131		桃李面包		0.209
132		元祖股份		0.102
133		金徽酒		0.103
