	code	name	market_cap	weight
0		南玻A		1.087
1		许继电气		0.958
2		佛山照明		0.922
3		中原环保		0.961
4		威孚高科		1.027
5		太阳能		1.042
6		兴蓉环境		0.913
7		中山公用		0.996
8		宝新能源		0.993
9		京蓝科技		1.043
10		北新建材		1.059
11		启迪桑德		1.179
12		盈峰环境		0.895
13		横店东磁		0.991
14		中材科技		1.422
15		科陆电子		1.056
16		梦网集团		1.42
17		中环股份		1.154
18		金风科技		1.322
19		大洋电机		1.248
20		兆新股份		0.919
21		浙富控股		1.014
22		中利集团		0.985
23		东方园林		0.801
24		格林美		1.008
25		新纶科技		0.692
26		台海核电		0.949
27		伟星新材		1.12
28		达实智能		1.029
29		棕榈股份		0.976
30		国星光电		1.13
31		协鑫集成		0.866
32		科士达		1.303
33		天顺风能		1.241
34		清新环境		0.955
35		比亚迪		0.792
36		爱康科技		1.138
37		华西能源		0.918
38		首航节能		1.03
39		东江环保		0.896
40		岭南股份		0.846
41		万邦达		0.875
42		碧水源		0.845
43		三聚环保		0.788
44		东方日升		1.458
45		中金环境		0.977
46		神雾环保		0.824
47		铁汉生态		0.695
48		聚光科技		0.894
49		鸿利智汇		0.812
50		洲明科技		1.315
51		美晨生态		0.879
52		兴源环境		0.929
53		阳光电源		0.978
54		利亚德		0.924
55		晶盛机电		1.087
56		珈伟新能		0.98
57		华灿光电		0.864
58		蒙草生态		0.96
59		美尚生态		0.8
60		鹏鹞环保		0.778
61		宁德时代		0.891
62		首创股份		0.94
63		上海电力		0.971
64		华能水电		1.129
65		特变电工		0.979
66		三峡水利		1.008
67		航天机电		1.265
68		中再资环		1.103
69		桂冠电力		0.943
70		瀚蓝环境		1.033
71		龙净环保		1.05
72		国电南瑞		0.92
73		湘电股份		0.974
74		科力远		1.16
75		保变电气		1.027
76		川投能源		0.94
77		三安光电		0.838
78		综艺股份		1.138
79		创业环保		0.919
80		东方电气		1.124
81		杉杉股份		0.819
82		长江电力		0.964
83		隆基股份		1.129
84		节能风电		1.06
85		小康股份		0.834
86		中国西电		0.975
87		上海环境		0.986
88		嘉泽新能		1.036
89		上海电气		0.981
90		正泰电器		0.968
91		京运通		0.989
92		芯能科技		0.993
93		日月股份		1.246
94		欧普照明		1.14
95		伟明环保		0.891
96		璞泰来		0.89
97		江苏新能		0.943
98		纽威股份		0.871
99		福斯特		0.973
