	code	name	market_cap	weight
0		国药一致		0.424
1		海王生物		0.386
2		宜华健康		0.214
3		英特集团		0.077
4		东阿阿胶		1.199
5		丽珠集团		0.548
6		国际医学		0.532
7		云南白药		2.457
8		海南海药		0.39
9		东北制药		0.22
10		吉林敖东		0.935
11		仁和药业		0.317
12		长春高新		2.381
13		贝瑞基因		0.256
14		普洛药业		0.362
15		新华制药		0.09
16		通化金马		0.236
17		北大医药		0.16
18		泰合健康		0.133
19		德展健康		0.704
20		景峰医药		0.193
21		山大华特		0.241
22		中关村		0.269
23		广济药业		0.158
24		华东医药		1.313
25		九芝堂		0.315
26		华润三九		0.623
27		新和成		0.877
28		华兰生物		1.386
29		亿帆医药		0.53
30		京新药业		0.315
31		科华生物		0.264
32		达安基因		0.41
33		双鹭药业		0.626
34		美年健康		1.922
35		海翔药业		0.355
36		紫鑫药业		0.29
37		莱茵生物		0.146
38		嘉应制药		0.184
39		恒康医疗		0.234
40		鱼跃医疗		0.838
41		上海莱士		0.792
42		恩华药业		0.353
43		桂林三金		0.146
44		奇正藏药		0.074
45		信立泰		0.628
46		众生药业		0.364
47		仙琚制药		0.302
48		精华制药		0.126
49		永安药业		0.15
50		亚太药业		0.198
51		蓝帆医疗		0.242
52		信邦制药		0.272
53		力生制药		0.14
54		海普瑞		0.535
55		延安必康		0.344
56		科伦药业		1.38
57		贵州百灵		0.247
58		九安医疗		0.119
59		太安堂		0.176
60		誉衡药业		0.252
61		嘉事堂		0.199
62		千红制药		0.252
63		尚荣医疗		0.119
64		兄弟科技		0.153
65		未名医药		0.145
66		瑞康医药		0.526
67		以岭药业		0.434
68		金达威		0.181
69		佛慈制药		0.099
70		海思科		0.132
71		东诚药业		0.28
72		一心堂		0.317
73		葵花药业		0.302
74		康弘药业		0.379
75		鹭燕医药		0.081
76		凯莱英		0.704
77		易明医药		0.063
78		盘龙药业		0.049
79		天圣制药		0.13
80		新天药业		0.047
81		卫光生物		0.086
82		赛隆药业		0.059
83		哈三联		0.102
84		大博医疗		0.073
85		华森制药		0.057
86		润都股份		0.056
87		明德生物		0.052
88		乐普医疗		1.563
89		莱美药业		0.201
90		安科生物		0.568
91		爱尔眼科		1.789
92		北陆药业		0.191
93		红日药业		0.361
94		上海凯宝		0.212
95		福瑞股份		0.112
96		康芝药业		0.118
97		华仁药业		0.171
98		瑞普生物		0.126
99		智飞生物		1.354
100		沃森生物		1.731
101		星普医科		0.112
102		香雪制药		0.202
103		量子生物		0.337
104		振东制药		0.145
105		佐力药业		0.168
106		福安药业		0.108
