	code	name	market_cap	weight
0		平安银行		2.219
1		万科A		3.012
2		深振业A		0.129
3		深物业A		0.037
4		大悦城		0.156
5		华联控股		0.12
6		中洲控股		0.068
7		泛海控股		0.23
8		皇庭国际		0.044
9		华侨城A		0.637
10		申万宏源		0.752
11		金融街		0.207
12		荣安地产		0.041
13		广宇发展		0.104
14		我爱我家		0.138
15		陕国投A		0.212
16		新华联		0.09
17		天茂集团		0.204
18		顺发恒业		0.054
19		金科股份		0.393
20		阳光城		0.273
21		东北证券		0.288
22		锦龙股份		0.129
23		苏宁环球		0.124
24		国元证券		0.425
25		泰禾集团		0.19
26		国海证券		0.367
27		广发证券		0.965
28		长江证券		0.588
29		中国武夷		0.076
30		华联股份		0.096
31		嘉凯城		0.112
32		福星股份		0.121
33		中南建设		0.355
34		越秀金控		0.061
35		招商蛇口		1.102
36		世荣兆业		0.052
37		宁波银行		1.115
38		荣盛发展		0.395
39		ST新光		0.047
40		滨江集团		0.148
41		世联行		0.149
42		南山控股		0.064
43		山西证券		0.328
44		仁东控股		0.063
45		国盛金控		0.234
46		西部证券		0.407
47		国信证券		0.672
48		第一创业		0.333
49		江阴银行		0.113
50		张家港行		0.126
51		华西证券		0.131
52		浦发银行		2.67
53		华夏银行		1.024
54		民生银行		3.173
55		中信证券		3.933
56		招商银行		7.055
57		保利地产		2.049
58		九鼎投资		0.071
59		国投资本		0.248
60		南京高科		0.2
61		冠城大通		0.105
62		大名城		0.232
63		国金证券		0.524
64		华创阳安		0.133
65		中体产业		0.165
66		香江控股		0.095
67		格力地产		0.134
68		新湖中宝		0.342
69		华业资本		0.074
70		万通地产		0.057
71		北京城建		0.194
72		西水股份		0.157
73		华发股份		0.317
74		华夏幸福		1.127
75		西南证券		0.315
76		首开股份		0.248
77		金地集团		0.626
78		五矿资本		0.107
79		粤泰股份		0.058
80		蓝光发展		0.222
81		华丽家族		0.144
82		迪马股份		0.115
83		中珠医疗		0.065
84		市北高新		0.204
85		绿地控股		0.555
86		华鑫股份		0.135
87		光大嘉宝		0.121
88		新黄浦		0.056
89		万业企业		0.126
90		爱建集团		0.23
91		城投控股		0.204
92		信达地产		0.096
93		陆家嘴		0.262
94		中华企业		0.201
95		中航资本		0.535
96		光明地产		0.116
97		苏州高新		0.104
98		华远地产		0.058
99		上实发展		0.101
100		西藏城投		0.076
101		安信信托		0.319
102		世茂股份		0.158
103		海通证券		2.289
104		上海临港		0.176
105		张江高科		0.355
106		江苏租赁		0.131
107		无锡银行		0.121
108		华安证券		0.261
109		江苏银行		0.996
110		杭州银行		0.356
111		东方证券		0.86
112		招商证券		1.01
113		南京银行		0.947
114		中信建投		0.23
115		太平洋		0.581
116		财通证券		0.105
117		常熟银行		0.223
118		新城控股		0.822
119		兴业银行		4.567
120		北京银行		1.85
121		东兴证券		0.384
122		国泰君安		1.832
123		上海银行		1.32
124		农业银行		2.881
125		中国平安		10.111
126		交通银行		3.457
127		新华保险		0.903
128		中原证券		0.136
129		兴业证券		0.685
130		工商银行		2.422
131		东吴证券		0.49
132		北辰实业		0.112
133		中国太保		2.158
134		中国人寿		0.951
135		华泰证券		1.476
136		光大证券		0.518
137		光大银行		1.316
138		成都银行		0.072
139		浙商证券		0.312
140		中国银河		0.308
141		方正证券		0.637
142		建设银行		0.941
143		中国银行		1.602
144		南京证券		0.09
145		贵阳银行		0.363
146		中信银行		0.389
147		苏农银行		0.124
