	code	name	market_cap	weight
0		深振业A		0.159
1		神州高铁		0.26
2		中国宝安		0.36
3		南玻A		0.154
4		深科技		0.172
5		特力A		0.066
6		深圳能源		0.193
7		国药一致		0.192
8		大悦城		0.193
9		中集集团		0.33
10		德赛电池		0.107
11		中金岭南		0.315
12		农产品		0.101
13		深圳华强		0.12
14		中国长城		0.464
15		海王生物		0.175
16		深圳机场		0.257
17		天健集团		0.124
18		华数传媒		0.174
19		常山北明		0.141
20		许继电气		0.16
21		冀东水泥		0.414
22		小天鹅A		0.313
23		兴业矿业		0.117
24		晨鸣纸业		0.225
25		鄂武商A		0.115
26		丽珠集团		0.248
27		中兵红箭		0.154
28		柳工		0.199
29		华映科技		0.117
30		广宇发展		0.128
31		佛山照明		0.096
32		皖能电力		0.144
33		航天发展		0.299
34		靖远煤电		0.089
35		万向钱潮		0.231
36		陕国投A		0.262
37		供销大集		0.164
38		威孚高科		0.337
39		金洲慈航		0.083
40		古井贡酒		0.309
41		兴蓉环境		0.208
42		建投能源		0.143
43		焦作万方		0.122
44		吉林敖东		0.423
45		风华高科		0.278
46		金科股份		0.486
47		美好置业		0.179
48		视觉中国		0.276
49		中山公用		0.191
50		东北证券		0.357
51		宝新能源		0.355
52		锦龙股份		0.16
53		韶钢松山		0.172
54		苏宁环球		0.154
55		美锦能源		0.283
56		华东科技		0.184
57		燕京啤酒		0.225
58		泰禾集团		0.235
59		航发控制		0.222
60		国海证券		0.453
61		中色股份		0.166
62		本钢板材		0.04
63		通化金马		0.107
64		新兴铸管		0.357
65		云铝股份		0.19
66		德展健康		0.318
67		天音控股		0.085
68		鲁西化工		0.369
69		承德露露		0.132
70		顺鑫农业		0.604
71		天山股份		0.185
72		云南铜业		0.214
73		中鼎股份		0.226
74		福星股份		0.15
75		中粮生化		0.239
76		华菱钢铁		0.228
77		冀中能源		0.115
78		锡业股份		0.302
79		安泰科技		0.105
80		中科三环		0.208
81		银泰资源		0.269
82		众泰汽车		0.133
83		越秀金控		0.075
84		华工科技		0.232
85		诚志股份		0.163
86		新大陆		0.312
87		隆平高科		0.357
88		华润三九		0.282
89		鸿达兴业		0.175
90		华邦健康		0.21
91		中航机电		0.289
92		亿帆医药		0.239
93		思源电气		0.141
94		达安基因		0.185
95		双鹭药业		0.283
96		登海种业		0.057
97		宁波华翔		0.119
98		紫光国微		0.477
99		中工国际		0.209
100		横店东磁		0.143
101		华峰氨纶		0.158
102		国轩高科		0.299
103		太阳纸业		0.277
104		中泰化学		0.341
105		国脉科技		0.122
106		三钢闽光		0.269
107		紫鑫药业		0.131
108		南极电商		0.351
109		露天煤业		0.149
110		中环股份		0.413
111		利欧股份		0.194
112		ST新光		0.059
113		广电运通		0.221
114		湖南黄金		0.179
115		游族网络		0.316
116		江特电机		0.207
117		怡亚通		0.211
118		劲嘉股份		0.317
119		二三四五		0.47
120		南洋股份		0.197
121		东华能源		0.285
122		鱼跃医疗		0.379
123		塔牌集团		0.11
124		九阳股份		0.177
125		滨江集团		0.184
126		大洋电机		0.162
127		联化科技		0.191
128		步步高		0.083
129		泰和新材		0.122
130		浙富控股		0.201
131		卫士通		0.438
132		水晶光电		0.246
133		万马股份		0.127
134		友阿股份		0.101
135		联络互动		0.157
136		光迅科技		0.306
137		世联行		0.185
138		圣农发展		0.308
139		西部建设		0.138
140		威创股份		0.083
141		众生药业		0.164
142		仙琚制药		0.136
143		格林美		0.365
144		海宁皮城		0.089
145		潮宏基		0.059
146		杰瑞股份		0.284
147		天神娱乐		0.079
148		森源电气		0.203
149		北讯集团		0.151
150		台海核电		0.17
151		太极股份		0.232
152		北方华创		0.322
153		伟星新材		0.264
154		千方科技		0.346
155		亚厦股份		0.112
156		东山精密		0.457
157		大北农		0.282
158		信邦制药		0.123
159		海普瑞		0.242
160		省广集团		0.173
161		多氟多		0.214
162		齐翔腾达		0.184
163		广联达		0.503
164		高德红外		0.168
165		爱施德		0.058
166		贵州百灵		0.112
167		胜利精密		0.18
168		棕榈股份		0.139
169		万里扬		0.104
170		誉衡药业		0.114
171		启明星辰		0.396
172		闰土股份		0.245
173		巨星科技		0.164
174		沪电股份		0.346
175		海格通信		0.394
176		金正大		0.305
177		雏鹰农牧		0.093
178		广田集团		0.097
179		浙江永强		0.107
180		通鼎互联		0.204
181		山西证券		0.406
182		搜于特		0.109
183		大康农业		0.148
184		协鑫集成		0.268
185		涪陵榨菜		0.366
186		天广中茂		0.106
187		达华智能		0.095
188		恺英网络		0.13
189		杰赛科技		0.132
190		森马服饰		0.161
191		清新环境		0.151
192		海能达		0.251
193		史丹利		0.072
194		瑞康医药		0.238
195		以岭药业		0.196
196		安洁科技		0.111
197		跨境通		0.178
198		荣之联		0.08
199		普邦股份		0.117
200		首航节能		0.126
201		国盛金控		0.289
202		东江环保		0.149
203		奋达科技		0.08
204		美亚光电		0.187
205		美盛文化		0.087
206		奥瑞金		0.176
207		众信旅游		0.101
208		天赐材料		0.132
209		木林森		0.148
210		江阴银行		0.14
211		崇达技术		0.105
212		富森美		0.087
213		裕同科技		0.227
214		张家港行		0.155
215		深南电路		0.261
216		德赛西威		0.079
217		特锐德		0.278
218		神州泰岳		0.21
219		立思辰		0.177
220		红日药业		0.163
221		华谊兄弟		0.266
222		万邦达		0.149
223		蓝色光标		0.179
224		长信科技		0.273
225		顺网科技		0.207
226		长盈精密		0.172
227		华策影视		0.142
228		大富科技		0.144
229		汤臣倍健		0.502
230		神雾环保		0.063
231		新研股份		0.149
232		东方国信		0.28
233		万达信息		0.335
234		捷成股份		0.259
235		铁汉生态		0.155
236		翰宇药业		0.124
237		聚龙股份		0.062
238		迪安诊断		0.167
239		卫宁健康		0.412
240		开山股份		0.121
241		兴源环境		0.102
242		阳光电源		0.279
243		飞利信		0.151
244		华录百纳		0.072
245		蓝盾股份		0.107
246		中际旭创		0.132
247		掌趣科技		0.277
248		晶盛机电		0.23
249		旋极信息		0.214
250		泰格医药		0.579
251		易事特		0.13
252		光环新网		0.432
253		芒果超媒		0.328
254		昆仑万维		0.214
255		先导智能		0.409
256		金科文化		0.162
257		东风汽车		0.092
258		首创股份		0.237
259		日照港		0.167
260		上海电力		0.236
261		山东钢铁		0.315
262		中远海能		0.221
263		歌华有线		0.206
264		四川路桥		0.208
265		九鼎投资		0.087
266		中国医药		0.205
267		五矿发展		0.088
268		海信电器		0.206
269		华润双鹤		0.179
270		南京高科		0.248
271		上海梅林		0.146
272		人福医药		0.27
273		东方金钰		0.094
274		大名城		0.287
275		广州发展		0.131
276		浙江东方		0.195
277		宏图高科		0.106
278		铁龙物流		0.197
279		杭钢股份		0.065
280		中青旅		0.243
281		兴发集团		0.119
282		金发科技		0.261
283		航天机电		0.163
284		华创阳安		0.165
285		中体产业		0.205
286		巨化股份		0.295
287		天坛生物		0.273
288		福田汽车		0.273
289		联美控股		0.238
290		太原重工		0.135
291		上海贝岭		0.213
292		安通控股		0.137
293		生益科技		0.35
294		光电股份		0.063
295		中牧股份		0.099
296		生物股份		0.519
297		浙江医药		0.18
298		华业资本		0.092
299		广汇能源		0.439
300		首旅酒店		0.268
301		广晟有色		0.13
302		凯乐科技		0.283
303		北京城建		0.24
304		海正药业		0.163
305		亿利洁能		0.248
306		中央商场		0.064
307		南钢股份		0.273
308		西水股份		0.194
309		安琪酵母		0.334
310		酒钢宏兴		0.184
311		平高电气		0.17
312		上海家化		0.265
313		洪都航空		0.177
314		华发股份		0.392
315		中新药业		0.113
316		国机汽车		0.078
317		西藏珠峰		0.115
318		阳泉煤业		0.183
319		山东高速		0.085
320		宁波韵升		0.116
321		中文传媒		0.209
322		首开股份		0.307
323		健康元		0.213
324		龙净环保		0.236
325		盛和资源		0.31
326		粤泰股份		0.072
327		三友化工		0.217
328		华胜天成		0.249
329		湘电股份		0.121
330		江淮汽车		0.168
331		华鲁恒升		0.433
332		中远海特		0.09
333		北方导航		0.233
334		时代新材		0.091
335		士兰微		0.322
336		蓝光发展		0.275
337		科力远		0.149
338		科达洁能		0.17
339		中化国际		0.206
340		华丽家族		0.179
341		方大特钢		0.26
342		国药股份		0.203
343		长园集团		0.221
344		中铁工业		0.334
345		中国软件		0.411
346		卓郎智能		0.118
347		康缘药业		0.144
348		法拉电子		0.155
349		迪马股份		0.143
350		山鹰纸业		0.316
351		康恩贝		0.408
352		皖江物流		0.135
353		卧龙电驱		0.155
354		天地科技		0.161
355		长电科技		0.338
356		益佰制药		0.108
357		光明乳业		0.152
358		北大荒		0.172
359		青岛啤酒		0.375
360		大众交通		0.135
361		鹏起科技		0.161
362		氯碱化工		0.05
363		华谊集团		0.132
364		浙数文化		0.167
365		浦东金桥		0.097
366		号百控股		0.116
367		申能股份		0.383
368		爱建集团		0.284
369		中源协和		0.165
370		外高桥		0.166
371		城投控股		0.252
372		豫园股份		0.278
373		信达地产		0.119
374		哈药股份		0.238
375		东阳光		0.347
376		ST刚泰		0.05
377		大商股份		0.137
378		均胜电子		0.379
379		天津港		0.184
380		东软集团		0.318
381		重庆百货		0.226
382		中粮糖业		0.23
383		华远地产		0.072
384		上实发展		0.125
385		江中药业		0.114
386		海航科技		0.184
387		锦江股份		0.111
388		厦门国贸		0.291
389		长江传媒		0.11
390		洲际油气		0.116
391		中航重机		0.149
392		综艺股份		0.141
393		西藏城投		0.094
394		新潮能源		0.13
395		水井坊		0.383
396		新钢股份		0.193
397		中储股份		0.149
398		华新水泥		0.278
399		鹏博士		0.378
400		马钢股份		0.29
401		东方集团		0.311
402		隧道股份		0.345
403		世茂股份		0.196
404		百联股份		0.203
405		上海机电		0.142
406		四川长虹		0.328
407		上海临港		0.218
408		王府井		0.146
409		中航高科		0.102
410		内蒙华电		0.212
411		智慧能源		0.12
412		中炬高新		0.509
413		创业环保		0.111
414		东方电气		0.291
415		航天电子		0.39
416		亚泰集团		0.314
417		杉杉股份		0.209
418		宏发股份		0.306
419		张江高科		0.439
420		江苏租赁		0.162
421		无锡银行		0.15
422		重庆燃气		0.034
423		重庆建工		0.078
424		江苏有线		0.271
425		内蒙一机		0.254
426		中材国际		0.2
427		恒源煤电		0.097
428		宜华生活		0.138
429		马应龙		0.121
430		贵广网络		0.08
431		唐山港		0.239
432		大同煤业		0.104
433		柳钢股份		0.1
434		重庆钢铁		0.366
435		节能风电		0.132
436		山东出版		0.058
437		华钰矿业		0.043
438		中南传媒		0.231
439		恒立液压		0.215
440		中国一重		0.268
441		小康股份		0.115
442		常熟银行		0.275
443		西部矿业		0.307
444		中国西电		0.216
445		上海环境		0.137
446		环旭电子		0.251
447		骆驼股份		0.143
448		秦港股份		0.158
449		中国外运		0.233
450		中信重工		0.221
451		滨化股份		0.185
452		拓普集团		0.146
453		郑煤机		0.14
454		际华集团		0.265
455		力帆股份		0.079
456		皖新传媒		0.119
457		新华文轩		0.058
458		中远海发		0.304
459		长飞光纤		0.093
460		招商轮船		0.295
461		大连港		0.192
462		凤凰传媒		0.163
463		金钼股份		0.167
464		玲珑轮胎		0.213
465		海南矿业		0.052
466		南京证券		0.111
467		人民网		0.347
468		大豪科技		0.032
469		德邦股份		0.05
470		和邦生物		0.26
471		兰石重装		0.07
472		迎驾贡酒		0.109
473		新凤鸣		0.064
474		景旺电子		0.133
475		大参林		0.099
476		依顿电子		0.087
477		莱克电气		0.053
478		今世缘		0.359
479		东方时尚		0.075
480		吉比特		0.185
481		科沃斯		0.067
482		欧普照明		0.145
483		海兴电力		0.077
484		伟明环保		0.085
485		长久物流		0.027
486		彤程新材		0.041
487		安图生物		0.139
488		璞泰来		0.088
489		七一二		0.046
490		隆鑫通用		0.13
491		福斯特		0.086
492		顾家家居		0.19
493		桃李面包		0.088
494		飞科电器		0.053
495		太平鸟		0.029
496		老百姓		0.179
497		吉祥航空		0.199
498		新华网		0.127
499		晨光文具		0.255
