2005-12-30	996.03	873.81	-12.27%
2006-12-29	873.36	1626.42	86.23%
2007-12-28	1640.83	5003.62	204.94%
2008-12-31	5021.20	2235.28	-55.48%
2009-12-31	2263.98	4608.59	103.56%
2010-12-31	4630.41	5015.12	8.31%
2011-12-30	5028.58	3527.07	-29.86%
2012-12-31	3553.24	3645.57	2.6%
2013-12-31	3668.34	5508.27	50.16%
2014-12-31	5510.22	6630.09	20.32%
2015-12-31	6650.93	9919.09	49.14%
2016-12-30	9885.17	7874.08	-20.34%
2017-12-29	7885.16	8541.10	8.32%
2018-12-28	8553.92	6121.10	-28.44%
2019-11-07	6120.51	7255.62	18.55%
