1991-12-31	508.27	586.34	15.36%
1992-12-31	584.28	676.95	15.86%
1993-12-31	676.78	776.80	14.78%
1994-12-30	777.29	751.96	-3.26%
1995-12-29	751.31	1052.13	40.04%
1996-12-31	1052.83	1291.03	22.62%
1997-12-31	1292.65	1570.35	21.48%
1998-12-31	1574.10	2192.69	39.3%
1999-12-31	2207.54	4069.31	84.34%
2000-12-29	4186.19	2470.52	-40.98%
2001-12-31	2474.16	1950.40	-21.17%
2002-12-31	1965.18	1335.51	-32.04%
2003-12-31	1346.93	2003.37	48.74%
2004-12-31	2011.08	2175.44	8.17%
2005-12-30	2184.75	2205.32	0.94%
2006-12-29	2216.53	2415.29	8.97%
2007-12-31	2429.72	2652.28	9.16%
2008-12-31	2653.91	1577.03	-40.58%
2009-12-31	1578.87	2269.15	43.72%
2010-12-31	2294.41	2652.87	15.62%
2011-12-30	2676.65	2605.15	-2.67%
2012-12-31	2657.39	3019.51	13.63%
2013-12-31	3091.33	4176.59	35.11%
2014-12-31	4160.03	4736.05	13.85%
2015-12-31	4760.24	5007.41	5.19%
2016-12-30	4897.65	5383.12	9.91%
2017-12-29	5425.62	6903.39	27.24%
2018-12-31	6937.25	6635.28	-4.35%
2019-11-06	6506.97	8410.63	29.26%
