1987-12-28	23885.72	21564.00	-9.72%
1988-12-28	21551.20	30159.00	39.94%
1989-12-29	30165.52	38915.87	29.01%
1990-12-28	38921.65	23848.71	-38.73%
1991-12-30	23827.48	22983.77	-3.54%
1992-12-30	23030.66	16924.95	-26.51%
1993-12-30	16980.23	17417.24	2.57%
1994-12-30	17421.64	19723.06	13.21%
1995-12-29	19724.76	19868.15	0.73%
1996-12-30	19945.68	19361.35	-2.93%
1997-12-30	19364.24	15258.74	-21.2%
1998-12-30	15268.93	13842.17	-9.34%
1999-12-30	13779.05	18934.34	37.41%
2000-12-29	18937.45	13785.69	-27.2%
2001-12-28	13898.09	10542.62	-24.14%
2002-12-30	10631.00	8578.95	-19.3%
2003-12-30	8669.89	10676.64	23.15%
2004-12-30	10787.83	11488.76	6.5%
2005-12-30	11458.27	16111.43	40.61%
2006-12-29	16294.65	17225.83	5.71%
2007-12-28	17322.50	15307.78	-11.63%
2008-12-30	15155.73	8859.56	-41.54%
2009-12-30	8991.21	10546.44	17.3%
2010-12-30	10609.34	10228.92	-3.59%
2011-12-30	10352.19	8455.35	-18.32%
2012-12-28	8549.54	10395.18	21.59%
2013-12-30	10604.50	16291.31	53.63%
2014-12-30	16147.54	17450.77	8.07%
2015-12-30	17325.68	19033.71	9.86%
2016-12-30	18818.58	19114.37	1.57%
2017-12-29	19298.68	22764.94	17.96%
2018-12-28	23073.73	20014.77	-13.26%
2019-11-07	19655.13	23301.50	18.55%
