2005-12-30	996.68	860.13	-13.7%
2006-12-29	860.04	1726.15	100.71%
2007-12-28	1738.93	4947.60	184.52%
2008-12-31	4963.05	1939.43	-60.92%
2009-12-31	1969.63	4485.25	127.72%
2010-12-31	4508.93	4936.72	9.49%
2011-12-30	4964.21	3266.77	-34.19%
2012-12-31	3290.82	3275.86	-0.45%
2013-12-31	3297.04	3829.10	16.14%
2014-12-31	3823.32	5322.71	39.22%
2015-12-31	5338.75	7617.69	42.69%
2016-12-30	7615.51	6263.62	-17.75%
2017-12-29	6273.82	6250.82	-0.37%
2018-12-28	6263.15	4168.04	-33.45%
2019-11-07	4176.11	5007.07	19.9%
