1990-12-31	1645.09	1517.93	-7.73%
1991-12-31	1504.30	1765.66	17.37%
1992-12-31	1755.28	1857.78	5.84%
1993-12-31	1834.47	2268.22	23.64%
1994-12-30	2263.03	1881.15	-16.87%
1995-12-29	1883.43	1871.97	-0.61%
1996-12-31	1873.36	2315.73	23.61%
1997-12-31	2305.87	2998.91	30.06%
1998-12-30	3012.01	3942.66	30.9%
1999-12-30	4030.44	5958.32	47.83%
2000-12-29	6024.38	5926.42	-1.63%
2001-12-28	5956.15	4624.58	-22.36%
2002-12-31	4617.95	3063.91	-33.65%
2003-12-31	3057.06	3557.90	16.38%
2004-12-31	3563.39	3821.16	7.23%
2005-12-30	3830.58	4715.23	23.09%
2006-12-29	4731.92	5541.76	17.11%
2007-12-31	5575.76	5614.08	0.69%
2008-12-31	5609.98	3217.97	-42.64%
2009-12-31	3240.75	3936.33	21.46%
2010-12-31	3952.21	3804.78	-3.73%
2011-12-30	3837.30	3159.81	-17.66%
2012-12-31	3158.24	3641.07	15.29%
2013-12-31	3703.97	4295.95	15.98%
2014-12-31	4309.16	4272.75	-0.84%
2015-12-31	4294.05	4637.06	7.99%
2016-12-30	4637.05	4862.31	4.86%
2017-12-29	4845.96	5312.50	9.63%
2018-12-31	5318.50	4730.69	-11.05%
2019-11-07	4640.61	5874.20	26.58%
