	code	name	market_cap	weight
0	000006.XSHE	深振业A	91.1247	0.159
1	000008.XSHE	神州高铁	128.4727	0.26
2	000009.XSHE	中国宝安	144.221	0.36
3	000012.XSHE	南玻A	158.6256	0.154
4	000021.XSHE	深科技	138.0041	0.172
5	000025.XSHE	特力A	96.7354	0.066
6	000027.XSHE	深圳能源	257.2955	0.193
7	000028.XSHE	国药一致	220.4426	0.192
8	000031.XSHE	大悦城	257.5371	0.193
9	000039.XSHE	中集集团	445.3709	0.33
10	000049.XSHE	德赛电池	71.7327	0.107
11	000060.XSHE	中金岭南	180.2691	0.315
12	000061.XSHE	农产品	101.6482	0.101
13	000062.XSHE	深圳华强	160.3487	0.12
14	000066.XSHE	中国长城	310.3527	0.464
15	000078.XSHE	海王生物	121.8299	0.175
16	000089.XSHE	深圳机场	205.6922	0.257
17	000090.XSHE	天健集团	99.4641	0.124
18	000156.XSHE	华数传媒	174.7256	0.174
19	000158.XSHE	常山北明	113.0566	0.141
20	000400.XSHE	许继电气	106.8827	0.16
21	000401.XSHE	冀东水泥	237.0293	0.414
22	000418.XSHE	小天鹅A	360.0753	0.313
23	000426.XSHE	兴业矿业	116.9681	0.117
24	000488.XSHE	晨鸣纸业	196.3515	0.225
25	000501.XSHE	鄂武商A	92.35600000000001	0.115
26	000513.XSHE	丽珠集团	251.5957	0.248
27	000519.XSHE	中兵红箭	122.5452	0.154
28	000528.XSHE	柳工	114.8322	0.199
29	000536.XSHE	华映科技	93.7685	0.117
30	000537.XSHE	广宇发展	171.5382	0.128
31	000541.XSHE	佛山照明	83.6809	0.096
32	000543.XSHE	皖能电力	96.1443	0.144
33	000547.XSHE	航天发展	175.8218	0.299
34	000552.XSHE	靖远煤电	71.5822	0.089
35	000559.XSHE	万向钱潮	185.5629	0.231
36	000563.XSHE	陕国投A	210.0927	0.262
37	000564.XSHE	供销大集	218.6849	0.164
38	000581.XSHE	威孚高科	232.9667	0.337
39	000587.XSHE	金洲慈航	66.8981	0.083
40	000596.XSHE	古井贡酒	541.37	0.309
41	000598.XSHE	兴蓉环境	138.8592	0.208
42	000600.XSHE	建投能源	143.6884	0.143
43	000612.XSHE	焦作万方	60.9214	0.122
44	000623.XSHE	吉林敖东	211.7419	0.423
45	000636.XSHE	风华高科	139.2983	0.278
46	000656.XSHE	金科股份	389.7993	0.486
47	000667.XSHE	美好置业	71.6686	0.179
48	000681.XSHE	视觉中国	184.6722	0.276
49	000685.XSHE	中山公用	127.7446	0.191
50	000686.XSHE	东北证券	238.2581	0.357
51	000690.XSHE	宝新能源	177.9876	0.355
52	000712.XSHE	锦龙股份	128.2176	0.16
53	000717.XSHE	韶钢松山	138.1548	0.172
54	000718.XSHE	苏宁环球	123.2062	0.154
55	000723.XSHE	美锦能源	377.6334	0.283
56	000727.XSHE	华东科技	122.7513	0.184
57	000729.XSHE	燕京啤酒	180.6684	0.225
58	000732.XSHE	泰禾集团	235.699	0.235
59	000738.XSHE	航发控制	178.3765	0.222
60	000750.XSHE	国海证券	259.6774	0.453
61	000758.XSHE	中色股份	95.3179	0.166
62	000761.XSHE	本钢板材	163.9282	0.04
63	000766.XSHE	通化金马	85.6314	0.107
64	000778.XSHE	新兴铸管	204.3331	0.357
65	000807.XSHE	云铝股份	127.2137	0.19
66	000813.XSHE	德展健康	318.7387	0.318
67	000829.XSHE	天音控股	68.1725	0.085
68	000830.XSHE	鲁西化工	211.5259	0.369
69	000848.XSHE	承德露露	88.2664	0.132
70	000860.XSHE	顺鑫农业	345.9487	0.604
71	000877.XSHE	天山股份	123.7493	0.185
72	000878.XSHE	云南铜业	171.6675	0.214
73	000887.XSHE	中鼎股份	151.1375	0.226
74	000926.XSHE	福星股份	75.0721	0.15
75	000930.XSHE	中粮生化	160.006	0.239
76	000932.XSHE	华菱钢铁	228.5863	0.228
77	000937.XSHE	冀中能源	153.3559	0.115
78	000960.XSHE	锡业股份	201.5882	0.302
79	000969.XSHE	安泰科技	69.8712	0.105
80	000970.XSHE	中科三环	104.2831	0.208
81	000975.XSHE	银泰资源	215.9893	0.269
82	000980.XSHE	众泰汽车	106.4527	0.133
83	000987.XSHE	越秀金控	301.7162	0.075
84	000988.XSHE	华工科技	155.2496	0.232
85	000990.XSHE	诚志股份	326.2843	0.163
86	000997.XSHE	新大陆	184.8101	0.312
87	000998.XSHE	隆平高科	214.1394	0.357
88	000999.XSHE	华润三九	282.3148	0.282
89	002002.XSHE	鸿达兴业	140.3083	0.175
90	002004.XSHE	华邦健康	120.0548	0.21
91	002013.XSHE	中航机电	289.4124	0.289
92	002019.XSHE	亿帆医药	159.9241	0.239
93	002028.XSHE	思源电气	94.494	0.141
94	002030.XSHE	达安基因	106.0559	0.185
95	002038.XSHE	双鹭药业	189.0324	0.283
96	002041.XSHE	登海种业	57.552	0.057
97	002048.XSHE	宁波华翔	79.844	0.119
98	002049.XSHE	紫光国微	273.2501	0.477
99	002051.XSHE	中工国际	167.9024	0.209
100	002056.XSHE	横店东磁	114.7233	0.143
101	002064.XSHE	华峰氨纶	90.5472	0.158
102	002074.XSHE	国轩高科	199.9369	0.299
103	002078.XSHE	太阳纸业	185.2959	0.277
104	002092.XSHE	中泰化学	195.5416	0.341
105	002093.XSHE	国脉科技	97.4253	0.122
106	002110.XSHE	三钢闽光	269.5099	0.269
107	002118.XSHE	紫鑫药业	131.1498	0.131
108	002127.XSHE	南极电商	281.0827	0.351
109	002128.XSHE	露天煤业	148.8919	0.149
110	002129.XSHE	中环股份	276.2875	0.413
111	002131.XSHE	利欧股份	131.5638	0.194
112	002147.XSHE	ST新光	58.8641	0.059
113	002152.XSHE	广电运通	175.8566	0.221
114	002155.XSHE	湖南黄金	102.2936	0.179
115	002174.XSHE	游族网络	211.4554	0.316
116	002176.XSHE	江特电机	103.574	0.207
117	002183.XSHE	怡亚通	120.9938	0.211
118	002191.XSHE	劲嘉股份	207.8651	0.317
119	002195.XSHE	二三四五	269.2437	0.47
120	002212.XSHE	南洋股份	199.4908	0.197
121	002221.XSHE	东华能源	162.9985	0.285
122	002223.XSHE	鱼跃医疗	253.0252	0.379
123	002233.XSHE	塔牌集团	147.6036	0.11
124	002242.XSHE	九阳股份	177.0648	0.177
125	002244.XSHE	滨江集团	147.1713	0.184
126	002249.XSHE	大洋电机	130.1367	0.162
127	002250.XSHE	联化科技	95.8288	0.191
128	002251.XSHE	步步高	83.0212	0.083
129	002254.XSHE	泰和新材	69.8794	0.122
130	002266.XSHE	浙富控股	100.51899999999999	0.201
131	002268.XSHE	卫士通	251.0816	0.438
132	002273.XSHE	水晶光电	123.3837	0.246
133	002276.XSHE	万马股份	72.7949	0.127
134	002277.XSHE	友阿股份	56.7428	0.101
135	002280.XSHE	联络互动	105.1563	0.157
136	002281.XSHE	光迅科技	204.6283	0.306
137	002285.XSHE	世联行	123.3954	0.185
138	002299.XSHE	圣农发展	308.5067	0.308
139	002302.XSHE	西部建设	184.6824	0.138
140	002308.XSHE	威创股份	55.5318	0.083
141	002317.XSHE	众生药业	82.34200000000001	0.164
142	002332.XSHE	仙琚制药	78.0613	0.136
143	002340.XSHE	格林美	209.2067	0.365
144	002344.XSHE	海宁皮城	71.3206	0.089
145	002345.XSHE	潮宏基	46.9909	0.059
146	002353.XSHE	杰瑞股份	227.8735	0.284
147	002354.XSHE	天神娱乐	52.6661	0.079
148	002358.XSHE	森源电气	135.9305	0.203
149	002359.XSHE	北讯集团	120.6783	0.151
150	002366.XSHE	台海核电	113.4111	0.17
151	002368.XSHE	太极股份	154.7626	0.232
152	002371.XSHE	北方华创	322.8473	0.322
153	002372.XSHE	伟星新材	264.283	0.264
154	002373.XSHE	千方科技	281.4183	0.346
155	002375.XSHE	亚厦股份	89.5118	0.112
156	002384.XSHE	东山精密	305.0881	0.457
157	002385.XSHE	大北农	226.1516	0.282
158	002390.XSHE	信邦制药	98.5332	0.123
159	002399.XSHE	海普瑞	323.15	0.242
160	002400.XSHE	省广集团	69.5592	0.173
161	002407.XSHE	多氟多	104.3663	0.214
162	002408.XSHE	齐翔腾达	147.8749	0.184
163	002410.XSHE	广联达	335.8251	0.503
164	002414.XSHE	高德红外	168.6116	0.168
165	002416.XSHE	爱施德	77.703	0.058
166	002424.XSHE	贵州百灵	149.4461	0.112
167	002426.XSHE	胜利精密	120.109	0.18
168	002431.XSHE	棕榈股份	69.8883	0.139
169	002434.XSHE	万里扬	103.18	0.104
170	002437.XSHE	誉衡药业	114.3024	0.114
171	002439.XSHE	启明星辰	264.345	0.396
172	002440.XSHE	闰土股份	163.7161	0.245
173	002444.XSHE	巨星科技	131.1802	0.164
174	002463.XSHE	沪电股份	198.9064	0.346
175	002465.XSHE	海格通信	225.6191	0.394
176	002470.XSHE	金正大	244.1642	0.305
177	002477.XSHE	雏鹰农牧	74.6168	0.093
178	002482.XSHE	广田集团	97.1561	0.097
179	002489.XSHE	浙江永强	85.9416	0.107
180	002491.XSHE	通鼎互联	136.5001	0.204
181	002500.XSHE	山西证券	271.2747	0.406
182	002503.XSHE	搜于特	109.1654	0.109
183	002505.XSHE	大康农业	119.0326	0.148
184	002506.XSHE	协鑫集成	268.9545	0.268
185	002507.XSHE	涪陵榨菜	244.8586	0.366
186	002509.XSHE	天广中茂	70.7868	0.106
187	002512.XSHE	达华智能	63.2038	0.095
188	002517.XSHE	恺英网络	104.1819	0.13
189	002544.XSHE	杰赛科技	88.4151	0.132
190	002563.XSHE	森马服饰	323.7117	0.161
191	002573.XSHE	清新环境	101.0989	0.151
192	002583.XSHE	海能达	201.3594	0.251
193	002588.XSHE	史丹利	57.8442	0.072
194	002589.XSHE	瑞康医药	136.1763	0.238
195	002603.XSHE	以岭药业	157.1817	0.196
196	002635.XSHE	安洁科技	110.5142	0.111
197	002640.XSHE	跨境通	178.2399	0.178
198	002642.XSHE	荣之联	45.9798	0.08
199	002663.XSHE	普邦股份	66.8071	0.117
200	002665.XSHE	首航节能	101.0411	0.126
201	002670.XSHE	国盛金控	289.6822	0.289
202	002672.XSHE	东江环保	110.5327	0.149
203	002681.XSHE	奋达科技	107.3605	0.08
204	002690.XSHE	美亚光电	187.7928	0.187
205	002699.XSHE	美盛文化	87.319	0.087
206	002701.XSHE	奥瑞金	141.078	0.176
207	002707.XSHE	众信旅游	70.30199999999999	0.101
208	002709.XSHE	天赐材料	106.7519	0.132
209	002745.XSHE	木林森	198.3443	0.148
210	002807.XSHE	江阴银行	112.0549	0.14
211	002815.XSHE	崇达技术	141.244	0.105
212	002818.XSHE	富森美	116.8562	0.087
213	002831.XSHE	裕同科技	227.5257	0.227
214	002839.XSHE	张家港行	124.5386	0.155
215	002916.XSHE	深南电路	351.8315	0.261
216	002920.XSHE	德赛西威	158.895	0.079
217	300001.XSHE	特锐德	223.1564	0.278
218	300002.XSHE	神州泰岳	105.1145	0.21
219	300010.XSHE	立思辰	88.2218	0.177
220	300026.XSHE	红日药业	109.0002	0.163
221	300027.XSHE	华谊兄弟	152.3251	0.266
222	300055.XSHE	万邦达	74.5789	0.149
223	300058.XSHE	蓝色光标	129.9752	0.179
224	300088.XSHE	长信科技	137.0132	0.273
225	300113.XSHE	顺网科技	118.376	0.207
226	300115.XSHE	长盈精密	114.6424	0.172
227	300133.XSHE	华策影视	141.8622	0.142
228	300134.XSHE	大富科技	115.8154	0.144
229	300146.XSHE	汤臣倍健	335.6249	0.502
230	300156.XSHE	神雾环保	42.218999999999994	0.063
231	300159.XSHE	新研股份	99.7051	0.149
232	300166.XSHE	东方国信	160.5097	0.28
233	300168.XSHE	万达信息	167.886	0.335
234	300182.XSHE	捷成股份	172.7799	0.259
235	300197.XSHE	铁汉生态	106.53299999999999	0.155
236	300199.XSHE	翰宇药业	99.5102	0.124
237	300202.XSHE	聚龙股份	49.3455	0.062
238	300244.XSHE	迪安诊断	133.8949	0.167
239	300253.XSHE	卫宁健康	236.8681	0.412
240	300257.XSHE	开山股份	121.0638	0.121
241	300266.XSHE	兴源环境	68.2092	0.102
242	300274.XSHE	阳光电源	160.3291	0.279
243	300287.XSHE	飞利信	75.6389	0.151
244	300291.XSHE	华录百纳	57.6847	0.072
245	300297.XSHE	蓝盾股份	89.3591	0.107
246	300308.XSHE	中际旭创	263.878	0.132
247	300315.XSHE	掌趣科技	111.1266	0.277
248	300316.XSHE	晶盛机电	184.2157	0.23
249	300324.XSHE	旋极信息	142.0262	0.214
250	300347.XSHE	泰格医药	331.61699999999996	0.579
251	300376.XSHE	易事特	130.3616	0.13
252	300383.XSHE	光环新网	288.6892	0.432
253	300413.XSHE	芒果超媒	438.5804	0.328
254	300418.XSHE	昆仑万维	171.5248	0.214
255	300450.XSHE	先导智能	327.889	0.409
256	300459.XSHE	金科文化	162.8238	0.162
257	600006.XSHG	东风汽车	92.6	0.092
258	600008.XSHG	首创股份	237.0832	0.237
259	600017.XSHG	日照港	111.6462	0.167
260	600021.XSHG	上海电力	236.3299	0.236
261	600022.XSHG	山东钢铁	210.1738	0.315
262	600026.XSHG	中远海能	260.8725	0.221
263	600037.XSHG	歌华有线	164.7865	0.206
264	600039.XSHG	四川路桥	139.0052	0.208
265	600053.XSHG	九鼎投资	116.7092	0.087
266	600056.XSHG	中国医药	164.4399	0.205
267	600058.XSHG	五矿发展	88.647	0.088
268	600060.XSHG	海信电器	137.6522	0.206
269	600062.XSHG	华润双鹤	143.8625	0.179
270	600064.XSHG	南京高科	141.7643	0.248
271	600073.XSHG	上海梅林	83.5517	0.146
272	600079.XSHG	人福医药	154.593	0.27
273	600086.XSHG	东方金钰	75.195	0.094
274	600094.XSHG	大名城	178.4709	0.287
275	600098.XSHG	广州发展	175.0218	0.131
276	600120.XSHG	浙江东方	156.5155	0.195
277	600122.XSHG	宏图高科	53.1641	0.106
278	600125.XSHG	铁龙物流	112.7971	0.197
279	600126.XSHG	杭钢股份	173.5875	0.065
280	600138.XSHG	中青旅	121.7499	0.243
281	600141.XSHG	兴发集团	79.7717	0.119
282	600143.XSHG	金发科技	149.6948	0.261
283	600151.XSHG	航天机电	93.3698	0.163
284	600155.XSHG	华创阳安	220.2279	0.165
285	600158.XSHG	中体产业	102.5138	0.205
286	600160.XSHG	巨化股份	236.6333	0.295
287	600161.XSHG	天坛生物	218.6559	0.273
288	600166.XSHG	福田汽车	156.0811	0.273
289	600167.XSHG	联美控股	238.3164	0.238
290	600169.XSHG	太原重工	77.175	0.135
291	600171.XSHG	上海贝岭	106.6905	0.213
292	600179.XSHG	安通控股	109.7391	0.137
293	600183.XSHG	生益科技	280.3558	0.35
294	600184.XSHG	光电股份	62.6793	0.063
295	600195.XSHG	中牧股份	79.42699999999999	0.099
296	600201.XSHG	生物股份	206.1867	0.519
297	600216.XSHG	浙江医药	103.1861	0.18
298	600240.XSHG	华业资本	46.0034	0.092
299	600256.XSHG	广汇能源	295.5379	0.439
300	600258.XSHG	首旅酒店	215.1603	0.268
301	600259.XSHG	广晟有色	104.2123	0.13
302	600260.XSHG	凯乐科技	162.1158	0.283
303	600266.XSHG	北京城建	160.6216	0.24
304	600267.XSHG	海正药业	108.912	0.163
305	600277.XSHG	亿利洁能	198.5732	0.248
306	600280.XSHG	中央商场	51.2157	0.064
307	600282.XSHG	南钢股份	182.6417	0.273
308	600291.XSHG	西水股份	155.3244	0.194
309	600298.XSHG	安琪酵母	222.9963	0.334
310	600307.XSHG	酒钢宏兴	147.8152	0.184
311	600312.XSHG	平高电气	113.3029	0.17
312	600315.XSHG	上海家化	212.0474	0.265
313	600316.XSHG	洪都航空	118.3956	0.177
314	600325.XSHG	华发股份	196.546	0.392
315	600329.XSHG	中新药业	122.8659	0.113
316	600335.XSHG	国机汽车	78.0541	0.078
317	600338.XSHG	西藏珠峰	153.7832	0.115
318	600348.XSHG	阳泉煤业	146.4645	0.183
319	600350.XSHG	山东高速	243.445	0.085
320	600366.XSHG	宁波韵升	65.7761	0.116
321	600373.XSHG	中文传媒	209.3091	0.209
322	600376.XSHG	首开股份	246.3485	0.307
323	600380.XSHG	健康元	171.1283	0.213
324	600388.XSHG	龙净环保	135.02100000000002	0.236
325	600392.XSHG	盛和资源	207.1097	0.31
326	600393.XSHG	粤泰股份	71.7758	0.072
327	600409.XSHG	三友化工	144.7109	0.217
328	600410.XSHG	华胜天成	99.9803	0.249
329	600416.XSHG	湘电股份	69.0459	0.121
330	600418.XSHG	江淮汽车	96.1803	0.168
331	600426.XSHG	华鲁恒升	248.7163	0.433
332	600428.XSHG	中远海特	90.374	0.09
333	600435.XSHG	北方导航	155.6339	0.233
334	600458.XSHG	时代新材	73.2152	0.091
335	600460.XSHG	士兰微	215.3093	0.322
336	600466.XSHG	蓝光发展	220.2272	0.275
337	600478.XSHG	科力远	85.2418	0.149
338	600499.XSHG	科达洁能	85.0114	0.17
339	600500.XSHG	中化国际	165.3912	0.206
340	600503.XSHG	华丽家族	71.6224	0.179
341	600507.XSHG	方大特钢	208.6365	0.26
342	600511.XSHG	国药股份	203.0258	0.203
343	600525.XSHG	长园集团	88.4209	0.221
344	600528.XSHG	中铁工业	267.4748	0.334
345	600536.XSHG	中国软件	274.4823	0.411
346	600545.XSHG	卓郎智能	157.5088	0.118
347	600557.XSHG	康缘药业	82.2343	0.144
348	600563.XSHG	法拉电子	103.68	0.155
349	600565.XSHG	迪马股份	94.0404	0.143
350	600567.XSHG	山鹰纸业	181.5496	0.316
351	600572.XSHG	康恩贝	272.6001	0.408
352	600575.XSHG	皖江物流	108.4267	0.135
353	600580.XSHG	卧龙电驱	124.2726	0.155
354	600582.XSHG	天地科技	160.9911	0.161
355	600584.XSHG	长电科技	226.1656	0.338
356	600594.XSHG	益佰制药	54.1678	0.108
357	600597.XSHG	光明乳业	121.7141	0.152
358	600598.XSHG	北大荒	172.2572	0.172
359	600600.XSHG	青岛啤酒	583.2193	0.375
360	600611.XSHG	大众交通	116.5513	0.135
361	600614.XSHG	鹏起科技	106.7439	0.161
362	600618.XSHG	氯碱化工	102.1101	0.05
363	600623.XSHG	华谊集团	198.31900000000002	0.132
364	600633.XSHG	浙数文化	133.968	0.167
365	600639.XSHG	浦东金桥	170.3823	0.097
366	600640.XSHG	号百控股	116.3307	0.116
367	600642.XSHG	申能股份	255.8246	0.383
368	600643.XSHG	爱建集团	189.7649	0.284
369	600645.XSHG	中源协和	94.6346	0.165
370	600648.XSHG	外高桥	202.2057	0.166
371	600649.XSHG	城投控股	202.1131	0.252
372	600655.XSHG	豫园股份	371.4178	0.278
373	600657.XSHG	信达地产	159.42	0.119
374	600664.XSHG	哈药股份	157.4597	0.238
375	600673.XSHG	东阳光科	277.8813	0.347
376	600687.XSHG	刚泰控股	66.9922	0.05
377	600694.XSHG	大商股份	91.229	0.137
378	600699.XSHG	均胜电子	253.0804	0.379
379	600717.XSHG	天津港	147.7146	0.184
380	600718.XSHG	东软集团	182.0072	0.318
381	600729.XSHG	重庆百货	151.1473	0.226
382	600737.XSHG	中粮糖业	184.6689	0.23
383	600743.XSHG	华远地产	71.7907	0.072
384	600748.XSHG	上实发展	167.1174	0.125
385	600750.XSHG	江中药业	75.936	0.114
386	600751.XSHG	海航科技	118.5829	0.184
387	600754.XSHG	锦江股份	266.0189	0.111
388	600755.XSHG	厦门国贸	166.9154	0.291
389	600757.XSHG	长江传媒	88.2324	0.11
390	600759.XSHG	洲际油气	77.1856	0.116
391	600765.XSHG	中航重机	85.1914	0.149
392	600770.XSHG	综艺股份	93.99	0.141
393	600773.XSHG	西藏城投	62.5401	0.094
394	600777.XSHG	新潮能源	174.0927	0.13
395	600779.XSHG	水井坊	219.3082	0.383
396	600782.XSHG	新钢股份	193.8743	0.193
397	600787.XSHG	中储股份	148.9265	0.149
398	600801.XSHG	华新水泥	342.9438	0.278
399	600804.XSHG	鹏博士	151.6971	0.378
400	600808.XSHG	马钢股份	299.5565	0.29
401	600811.XSHG	东方集团	156.0122	0.311
402	600820.XSHG	隧道股份	230.7767	0.345
403	600823.XSHG	世茂股份	196.1861	0.196
404	600827.XSHG	百联股份	181.4499	0.203
405	600835.XSHG	上海机电	179.8998	0.142
406	600839.XSHG	四川长虹	164.3383	0.328
407	600848.XSHG	上海临港	321.5288	0.218
408	600859.XSHG	王府井	146.3232	0.146
409	600862.XSHG	中航高科	136.3795	0.102
410	600863.XSHG	内蒙华电	170.1698	0.212
411	600869.XSHG	智慧能源	120.5109	0.12
412	600872.XSHG	中炬高新	291.4099	0.509
413	600874.XSHG	创业环保	146.1482	0.111
414	600875.XSHG	东方电气	327.9342	0.291
415	600879.XSHG	航天电子	195.5156	0.39
416	600881.XSHG	亚泰集团	125.73299999999999	0.314
417	600884.XSHG	杉杉股份	167.5165	0.209
418	600885.XSHG	宏发股份	204.1391	0.306
419	600895.XSHG	张江高科	351.7074	0.439
420	600901.XSHG	江苏租赁	215.9348	0.162
421	600908.XSHG	无锡银行	120.5024	0.15
422	600917.XSHG	重庆燃气	114.366	0.034
423	600939.XSHG	重庆建工	103.9708	0.078
424	600959.XSHG	江苏有线	271.6684	0.271
425	600967.XSHG	内蒙一机	203.7696	0.254
426	600970.XSHG	中材国际	133.7732	0.2
427	600971.XSHG	恒源煤电	77.7003	0.097
428	600978.XSHG	宜华生活	69.1017	0.138
429	600993.XSHG	马应龙	69.3997	0.121
430	600996.XSHG	贵广网络	106.8633	0.08
431	601000.XSHG	唐山港	192.0001	0.239
432	601001.XSHG	大同煤业	83.5176	0.104
433	601003.XSHG	柳钢股份	201.4355	0.1
434	601005.XSHG	重庆钢铁	195.3174	0.366
435	601016.XSHG	节能风电	132.1468	0.132
436	601019.XSHG	山东出版	180.3082	0.058
437	601020.XSHG	华钰矿业	56.9041	0.043
438	601098.XSHG	中南传媒	231.1452	0.231
439	601100.XSHG	恒立液压	287.091	0.215
440	601106.XSHG	中国一重	268.1393	0.268
441	601127.XSHG	小康股份	155.0051	0.115
442	601128.XSHG	常熟银行	183.9642	0.275
443	601168.XSHG	西部矿业	153.9418	0.307
444	601179.XSHG	中国西电	216.3122	0.216
445	601200.XSHG	上海环境	110.2291	0.137
446	601231.XSHG	环旭电子	335.0922	0.251
447	601311.XSHG	骆驼股份	114.6185	0.143
448	601326.XSHG	秦港股份	247.5224	0.158
449	601598.XSHG	中国外运	438.1276	0.233
450	601608.XSHG	中信重工	221.3104	0.221
451	601678.XSHG	滨化股份	105.7914	0.185
452	601689.XSHG	拓普集团	146.7524	0.146
453	601717.XSHG	郑煤机	109.1457	0.14
454	601718.XSHG	际华集团	212.5549	0.265
455	601777.XSHG	力帆股份	63.3231	0.079
456	601801.XSHG	皖新传媒	159.3353	0.119
457	601811.XSHG	新华文轩	180.0174	0.058
458	601866.XSHG	中远海发	358.6719	0.304
459	601869.XSHG	长飞光纤	347.8027	0.093
460	601872.XSHG	招商轮船	296.0507	0.295
461	601880.XSHG	大连港	321.0739	0.192
462	601928.XSHG	凤凰传媒	217.8434	0.163
463	601958.XSHG	金钼股份	223.28099999999998	0.167
464	601966.XSHG	玲珑轮胎	213.4807	0.213
465	601969.XSHG	海南矿业	104.3821	0.052
466	601990.XSHG	南京证券	405.2055	0.111
467	603000.XSHG	人民网	278.6341	0.347
468	603025.XSHG	大豪科技	107.4003	0.032
469	603056.XSHG	德邦股份	180.672	0.05
470	603077.XSHG	和邦生物	173.9756	0.26
471	603169.XSHG	兰石重装	70.5558	0.07
472	603198.XSHG	迎驾贡酒	145.44	0.109
473	603225.XSHG	新凤鸣	173.3232	0.064
474	603228.XSHG	景旺电子	267.561	0.133
475	603233.XSHG	大参林	198.005	0.099
476	603328.XSHG	依顿电子	116.6176	0.087
477	603355.XSHG	莱克电气	105.6635	0.053
478	603369.XSHG	今世缘	360.0415	0.359
479	603377.XSHG	东方时尚	100.6068	0.075
480	603444.XSHG	吉比特	148.3865	0.185
481	603486.XSHG	科沃斯	243.7409	0.067
482	603515.XSHG	欧普照明	290.9588	0.145
483	603556.XSHG	海兴电力	76.7903	0.077
484	603568.XSHG	伟明环保	170.5543	0.085
485	603569.XSHG	长久物流	78.458	0.027
486	603650.XSHG	彤程新材	149.54399999999998	0.041
487	603658.XSHG	安图生物	279.51	0.139
488	603659.XSHG	璞泰来	234.7356	0.088
489	603712.XSHG	七一二	143.1288	0.046
490	603766.XSHG	隆鑫通用	103.9092	0.13
491	603806.XSHG	福斯特	172.458	0.086
492	603816.XSHG	顾家家居	254.2577	0.19
493	603866.XSHG	桃李面包	270.9394	0.088
494	603868.XSHG	飞科电器	192.2738	0.053
495	603877.XSHG	太平鸟	97.5941	0.029
496	603883.XSHG	老百姓	179.1736	0.179
497	603885.XSHG	吉祥航空	265.4189	0.199
498	603888.XSHG	新华网	127.0584	0.127
499	603899.XSHG	晨光文具	340.4	0.255
