	code	name	market_cap	weight
0	600000.XSHG	浦发银行	3310.9148	2.488
1	600016.XSHG	民生银行	2775.8054	2.957
2	600019.XSHG	宝钢股份	1610.5645	1.21
3	600028.XSHG	中国石化	6949.4873	1.34
4	600029.XSHG	南方航空	1048.8431	0.553
5	600030.XSHG	中信证券	3002.5698	3.665
6	600036.XSHG	招商银行	8554.5713	6.574
7	600048.XSHG	保利地产	1693.8521	1.909
8	600050.XSHG	中国联通	2107.6816	1.188
9	600104.XSHG	上汽集团	3045.8784	1.717
10	600196.XSHG	复星医药	763.2795	0.563
11	600276.XSHG	恒瑞医药	2893.5491	3.259
12	600309.XSHG	万华化学	1429.5266	1.343
13	600340.XSHG	华夏幸福	931.4039	1.05
14	600519.XSHG	贵州茅台	10727.8037	8.063
15	600547.XSHG	山东黄金	688.1138	0.434
16	600585.XSHG	海螺水泥	2023.2737	1.435
17	600606.XSHG	绿地控股	917.4788	0.517
18	600690.XSHG	青岛海尔	1089.6361	1.176
19	600703.XSHG	三安光电	598.3049	0.675
20	600887.XSHG	伊利股份	1769.3429	3.324
21	601006.XSHG	大秦铁路	1239.8904	0.932
22	601088.XSHG	中国神华	3900.3545	0.729
23	601138.XSHG	工业富联	2905.0569	0.328
24	601166.XSHG	兴业银行	3774.6704	4.255
25	601169.XSHG	北京银行	1310.865	1.724
26	601186.XSHG	中国铁建	1563.0052	0.995
27	601211.XSHG	国泰君安	1755.8594	1.707
28	601229.XSHG	上海银行	1309.1863	1.23
29	601288.XSHG	农业银行	13054.3672	2.685
30	601318.XSHG	中国平安	14094.0664	15.693
31	601328.XSHG	交通银行	4633.9941	3.221
32	601336.XSHG	新华保险	1674.8846	0.842
33	601360.XSHG	三六零	1746.479	0.197
34	601390.XSHG	中国中铁	1660.7806	1.018
35	601398.XSHG	工商银行	19851.8281	2.257
36	601601.XSHG	中国太保	3084.7048	2.01
37	601628.XSHG	中国人寿	8004.5645	0.886
38	601668.XSHG	中国建筑	2569.2534	2.414
39	601688.XSHG	华泰证券	1849.1611	1.375
40	601766.XSHG	中国中车	2611.5967	1.664
41	601800.XSHG	中国交建	2023.4594	0.552
42	601818.XSHG	光大银行	2152.0603	1.227
43	601857.XSHG	中国石油	13909.5947	1.156
44	601888.XSHG	中国国旅	1368.2949	1.285
45	601939.XSHG	建设银行	17375.7637	0.877
46	601988.XSHG	中国银行	11098.4199	1.493
47	601989.XSHG	中国重工	1336.1799	1.004
48	603259.XSHG	药明康德	1097.7524	0.185
49	603993.XSHG	洛阳钼业	1006.5246	0.619
