1991-12-30	1606.51	1577.26	-1.82%
1992-12-30	1598.19	1538.43	-3.74%
1993-12-30	1538.04	2255.29	46.63%
1994-12-30	2252.43	2097.51	-6.88%
1995-12-29	2091.47	2260.69	8.09%
1996-12-30	2259.92	2880.07	27.44%
1997-12-30	2836.82	4224.30	48.91%
1998-12-30	4270.69	5006.57	17.23%
1999-12-30	4978.38	6958.14	39.77%
2000-12-29	6961.72	6433.61	-7.59%
2001-12-28	6431.14	5160.10	-19.76%
2002-12-30	5155.26	2892.63	-43.89%
2003-12-30	2898.68	3965.16	36.79%
2004-12-30	3969.04	4256.08	7.23%
2005-12-30	4260.92	5408.26	26.93%
2006-12-29	5410.24	6596.92	21.93%
2007-12-28	6614.73	8067.32	21.96%
2008-12-30	8067.32	4810.20	-40.37%
2009-12-30	4842.57	5957.43	23.02%
2010-12-14	5975.52	6914.19	15.71%
2011-12-30	6973.39	5898.35	-15.42%
2012-12-28	5900.18	7612.39	29.02%
2013-12-30	7700.10	9552.16	24.05%
2014-12-30	9598.25	9805.55	2.16%
2015-12-30	9869.13	10743.01	8.85%
2016-12-30	10485.81	11481.06	9.49%
2017-12-29	11426.38	12917.64	13.05%
2018-12-28	12897.69	10558.96	-18.13%
2019-11-07	10477.77	13275.46	26.7%
