2005-12-30	994.77	923.45	-7.17%
2006-12-29	926.56	2041.05	120.28%
2007-12-28	2073.25	5338.27	157.48%
2008-12-31	5349.76	1817.72	-66.02%
2009-12-31	1848.33	3575.68	93.45%
2010-12-31	3592.47	3128.26	-12.92%
2011-12-30	3155.56	2345.74	-25.66%
2012-12-31	2361.50	2522.95	6.84%
2013-12-31	2551.81	2330.03	-8.69%
2014-12-31	2323.43	3533.71	52.09%
2015-12-31	3566.09	3731.00	4.62%
2016-12-30	3725.86	3310.08	-11.16%
2017-12-29	3313.95	4030.85	21.63%
2018-12-28	4045.21	3010.65	-25.57%
2019-11-07	3017.07	3991.87	32.31%
