1990-12-31	2963.51	3024.55	2.06%
1991-12-31	3024.00	4297.33	42.11%
1992-12-31	4297.33	5512.39	28.27%
1993-12-31	5512.92	11888.39	115.65%
1994-12-30	11884.94	8191.04	-31.08%
1995-12-29	8190.42	10073.39	22.99%
1996-12-31	10070.79	13451.45	33.57%
1997-12-31	13362.50	10722.75	-19.75%
1998-12-31	10743.67	10048.58	-6.47%
1999-12-30	9865.20	16962.09	71.94%
2000-12-29	17057.69	15095.53	-11.5%
2001-12-31	15089.84	11397.21	-24.47%
2002-12-31	11368.13	9321.29	-18.01%
2003-12-31	9333.64	12575.94	34.74%
2004-12-31	12664.99	14230.14	12.36%
2005-12-30	14216.04	14876.43	4.65%
2006-12-29	14843.97	19964.72	34.5%
2007-12-31	20004.84	27812.65	39.03%
2008-12-31	27632.20	14387.48	-47.93%
2009-12-31	14448.22	21872.50	51.39%
2010-12-31	21860.04	23035.45	5.38%
2011-12-30	23135.64	18434.39	-20.32%
2012-12-31	18770.64	22656.92	20.7%
2013-12-31	22860.25	23306.39	1.95%
2014-12-31	23452.76	23605.04	0.65%
2015-12-31	23683.63	21914.40	-7.47%
2016-12-30	21782.62	22000.56	1.0%
2017-12-29	21993.36	29919.15	36.04%
2018-12-31	30028.29	25845.70	-13.93%
2019-11-07	25824.44	27847.23	7.83%
