2005-12-30	1007.51	950.21	-5.69%
2006-12-29	951.78	2040.03	114.34%
2007-12-28	2060.00	6138.80	198.0%
2008-12-31	6152.48	2312.51	-62.41%
2009-12-31	2342.06	5002.38	113.59%
2010-12-31	5029.22	4475.24	-11.02%
2011-12-30	4511.02	3182.55	-29.45%
2012-12-31	3203.19	3209.06	0.18%
2013-12-31	3251.36	3003.09	-7.64%
2014-12-31	2994.14	4571.31	52.68%
2015-12-31	4619.72	5518.41	19.45%
2016-12-30	5510.90	5240.45	-4.91%
2017-12-29	5258.34	7042.41	33.93%
2018-12-28	7076.30	5093.48	-28.02%
2019-11-07	5113.03	7074.95	38.37%
