2005-12-30	996.28	842.74	-15.41%
2006-12-29	843.92	1485.10	75.98%
2007-12-28	1492.67	4493.42	201.03%
2008-12-31	4508.45	1830.82	-59.39%
2009-12-31	1856.37	4391.28	136.55%
2010-12-31	4413.75	5155.56	16.81%
2011-12-30	5179.36	3456.29	-33.27%
2012-12-31	3478.34	3406.80	-2.06%
2013-12-31	3427.27	4482.86	30.8%
2014-12-31	4477.76	6027.52	34.61%
2015-12-31	6025.75	10614.38	76.15%
2016-12-30	10598.27	8490.86	-19.88%
2017-12-29	8503.66	7017.35	-17.48%
2018-12-28	7027.63	4430.02	-36.96%
2019-11-07	4436.75	5340.17	20.36%
